Player,Nation,Pos,Age,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
Jeffrey De Lange,nl NED,GK,25-002,25.0,0,0,0,0,1,0,0,0,0,0,0,1,40,4,0,100.0,Matches
Isac Lidberg,se SWE,FW,24-207,22.2,2,0,0,28,24,9,12,4,7,0,0,0,48,74,70,51.4,Matches
Jay Idzes,nl NED,"DF,MF",22-305,23.0,4,0,0,17,10,1,1,31,17,0,0,0,125,40,58,40.8,Matches
Mats Deijl,nl NED,DF,25-262,22.2,1,1,0,19,22,1,60,30,19,0,0,0,115,35,22,61.4,Matches
Oliver Edvardsen,no NOR,"MF,FW",24-015,18.1,2,0,0,17,42,1,43,24,17,0,0,0,82,18,20,47.4,Matches
Bobby Adekanye,nl NED,"MF,FW",24-048,16.5,6,0,0,37,48,3,25,8,12,0,0,0,93,6,27,18.2,Matches
Jamal Amofa,nl NED,DF,24-129,19.6,6,0,0,18,7,0,9,30,22,0,0,0,132,19,15,55.9,Matches
Philippe Rommens,be BEL,MF,25-226,18.5,2,0,0,24,8,0,135,22,23,0,0,0,121,20,20,50.0,Matches
Willum Þór Willumsson,is ISL,"MF,FW",24-162,15.3,1,0,0,15,16,3,12,5,9,1,0,1,87,36,31,53.7,Matches
Evert Linthorst,nl NED,MF,23-031,13.9,2,0,0,23,9,1,10,15,20,0,0,0,92,12,9,57.1,Matches
Bas Kuipers,nl NED,DF,28-229,13.8,0,0,0,11,8,1,50,21,6,0,1,0,63,17,15,53.1,Matches
Enric Llansana,nl NED,MF,21-356,10.3,3,0,0,18,4,0,7,16,22,0,0,0,67,14,21,40.0,Matches
Gerrit Nauber,de GER,DF,30-355,11.5,1,0,0,5,3,0,2,15,8,0,0,0,60,21,22,48.8,Matches
José Fontán,es ESP,DF,23-051,9.7,3,0,0,12,7,0,19,9,7,0,0,0,56,9,13,40.9,Matches
Finn Stokkers,nl NED,FW,26-350,10.5,0,0,0,8,15,4,13,7,6,0,0,0,36,34,33,50.7,Matches
Rashaan Fernandes,nl NED,"MF,FW",24-217,5.6,0,1,0,8,6,0,20,2,7,0,0,0,35,4,8,33.3,Matches
Tesfaldet Tekie,se SWE,MF,25-303,3.9,2,0,0,6,3,0,1,3,3,0,0,0,24,0,4,0.0,Matches
Fredrik Oppegard,no NOR,DF,20-239,3.5,0,0,0,2,4,0,7,3,7,0,1,0,25,2,2,50.0,Matches
Justin Bakker,nl NED,DF,25-031,2.5,1,0,0,1,0,0,1,2,2,0,0,0,11,2,7,22.2,Matches
Xander Blomme,be BEL,MF,20-286,0.8,0,0,0,0,0,0,0,5,4,0,0,0,8,0,2,0.0,Matches
Sylla Sow,nl NED,"FW,MF",26-238,4.3,1,0,0,10,4,0,5,6,3,0,0,0,24,6,22,21.4,Matches
Federico Mattiello,it ITA,"DF,MF",27-263,1.1,0,0,0,3,4,0,4,4,5,1,0,0,5,2,0,100.0,Matches
Jahnoah Markelo,nl NED,"MF,FW",20-089,0.9,0,0,0,0,3,0,10,0,1,0,0,0,4,0,1,0.0,Matches
Martijn Berden,nl NED,"FW,MF",25-248,0.9,0,0,0,2,0,0,0,1,1,0,0,0,8,1,2,33.3,Matches
Pim Saathof,nl NED,"MF,DF",19-096,0.2,0,0,0,1,0,0,1,0,2,0,0,0,0,0,2,0.0,Matches
Aventis Aventisian,gr GRE,MF,20-229,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,Matches
Squad Total,,,24.9,26.0,37,2,0,285,248,24,447,263,230,2,2,2,1361,376,427,46.8,
Opponent Total,,,26.2,26.0,50,0,0,263,264,34,537,211,235,1,2,1,1369,427,376,53.2,
