Player,Nation,Pos,Age,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
Dante,br BRA,DF,39-167,27.0,4,0,0,25,14,0,2,39,26,0,1,0,172,48,21,69.6,Matches
Kasper Schmeichel,dk DEN,GK,36-149,26.0,0,0,0,0,0,0,0,1,0,0,0,0,17,3,0,100.0,Matches
Jean-Clair Todibo,fr FRA,DF,23-094,24.5,4,2,1,15,14,1,4,28,38,0,2,0,196,27,21,56.3,Matches
Khéphren Thuram-Ulie,fr FRA,MF,22-008,22.3,2,0,0,23,15,2,15,29,22,1,0,0,112,12,16,42.9,Matches
Jordan Lotomba,ch SUI,DF,24-186,21.5,4,0,0,19,24,0,38,26,30,0,0,0,107,18,16,52.9,Matches
Gaëtan Laborde,fr FRA,FW,28-335,19.3,0,0,0,18,22,5,39,7,15,0,0,0,58,39,46,45.9,Matches
Melvin Bard,fr FRA,DF,22-148,19.1,5,0,0,19,12,1,43,38,45,0,0,0,120,22,16,57.9,Matches
Nicolas Pépé,ci CIV,"FW,MF",27-309,14.6,2,0,0,13,31,6,34,1,9,2,0,0,66,7,11,38.9,Matches
Aaron Ramsey,wls WAL,MF,32-098,13.8,2,0,0,19,15,3,41,15,20,1,0,0,97,5,8,38.5,Matches
Hicham Boudaoui,dz ALG,MF,23-192,13.2,3,0,0,17,23,0,15,23,21,0,0,0,97,8,9,47.1,Matches
Sofiane Diop,fr FRA,"MF,FW",22-298,11.2,1,0,0,4,16,2,34,11,10,0,0,0,75,6,5,54.5,Matches
Pablo Rosario,nl NED,"MF,DF",26-086,13.5,5,0,0,17,8,0,5,16,17,0,0,0,68,12,11,52.2,Matches
Mario Lemina,ga GAB,"MF,DF",29-214,9.3,1,1,0,13,5,0,2,11,21,0,0,0,62,5,4,55.6,Matches
Andy Delort,dz ALG,FW,31-176,8.7,0,0,0,8,9,7,15,1,0,0,0,0,12,28,25,52.8,Matches
Ross Barkley,eng ENG,"MF,FW",29-119,7.8,1,0,0,10,10,1,31,4,5,0,0,0,42,2,10,16.7,Matches
Youcef Atal,dz ALG,"DF,MF",26-321,7.1,1,0,0,9,15,3,33,11,19,0,0,0,41,6,7,46.2,Matches
Mattia Viti,it ITA,DF,21-069,7.0,0,0,0,3,5,0,0,8,2,0,0,0,27,13,7,65.0,Matches
Terem Moffi,ng NGA,FW,23-313,5.5,0,0,0,3,4,2,1,0,0,0,0,0,10,7,10,41.2,Matches
Alexis Beka Beka,fr FRA,"MF,DF",22-005,4.3,1,0,0,10,6,0,14,10,4,0,0,0,31,1,4,20.0,Matches
Youssouf Ndayishimiye,bi BDI,"DF,MF",24-158,4.4,1,0,0,2,4,0,1,8,7,0,0,0,28,5,4,55.6,Matches
Bilal Brahimi,dz ALG,"FW,MF",23-020,6.1,0,0,0,2,5,4,42,3,2,0,0,0,23,1,2,33.3,Matches
Badredine Bouanani,dz ALG,"FW,MF",18-116,3.7,0,0,0,4,6,0,17,0,2,0,0,0,17,0,2,0.0,Matches
Amine Gouiri,fr FRA,"FW,MF",23-046,2.5,0,0,0,2,2,0,6,0,1,1,0,0,6,3,2,60.0,Matches
Calvin Stengs,nl NED,FW,24-106,2.4,0,0,0,5,6,0,3,0,2,0,0,0,13,1,1,50.0,Matches
Ayoub Amraoui,ma MAR,"DF,FW",18-324,2.6,0,0,0,2,2,0,14,4,3,0,0,0,10,0,1,0.0,Matches
Marcin Bułka,pl POL,GK,23-181,2.0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,,Matches
Antoine Mendy,fr FRA,DF,18-311,1.9,0,0,0,3,0,1,1,1,5,0,0,0,15,4,2,66.7,Matches
Joe Bryan,eng ENG,"MF,DF",29-198,1.8,2,0,0,3,3,1,3,1,4,0,0,0,16,0,5,0.0,Matches
Rareş Ilie,ro ROU,"MF,FW",19-349,1.6,0,0,0,0,0,1,1,1,3,0,0,0,9,2,1,66.7,Matches
Flavius Daniliuc,at AUT,DF,21-341,1.0,0,0,0,2,0,0,2,0,0,0,0,0,5,1,0,100.0,Matches
Alexis Claude-Maurice,fr FRA,FW,24-301,0.7,0,0,0,0,2,0,1,2,2,0,0,0,1,2,0,100.0,Matches
Reda Belahyane,fr FRA,MF,18-306,0.1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,,Matches
Squad Total,,,27.4,28.0,39,3,1,271,278,40,457,300,335,5,3,0,1557,288,267,51.9,
Opponent Total,,,27.1,28.0,35,4,2,306,261,44,474,274,312,3,6,0,1525,267,288,48.1,
