Player,Nation,Pos,Age,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
Dante,br BRA,DF,39-167,27.0,2152,268,1073,1042,45,20,2152,8,3,37.5,5,62.5,1697,8432,4298,8,6,0,12,8,1567,2,Matches
Kasper Schmeichel,dk DEN,GK,36-149,26.0,921,820,919,2,0,0,921,0,0,,0,,622,2907,1484,0,0,0,2,0,436,0,Matches
Jean-Clair Todibo,fr FRA,DF,23-094,24.5,1915,240,992,905,44,15,1915,18,12,66.7,4,22.2,1503,8390,4368,15,10,0,18,7,1326,6,Matches
Khéphren Thuram-Ulie,fr FRA,MF,22-008,22.3,1314,51,309,752,281,42,1314,57,35,61.4,16,28.1,1043,6821,3404,66,62,8,22,27,968,55,Matches
Jordan Lotomba,ch SUI,DF,24-186,21.5,1348,79,422,666,283,13,1348,60,32,53.3,22,36.7,898,6261,3378,65,47,5,31,19,820,75,Matches
Gaëtan Laborde,fr FRA,FW,28-335,19.3,693,13,69,320,307,90,692,38,17,44.7,19,50.0,477,2792,1187,38,28,13,45,18,483,125,Matches
Melvin Bard,fr FRA,DF,22-148,19.1,1239,62,419,568,272,18,1239,36,16,44.4,15,41.7,779,4352,1945,32,40,3,17,10,688,82,Matches
Nicolas Pépé,ci CIV,"FW,MF",27-309,14.6,761,2,72,341,365,70,758,69,32,46.4,28,40.6,627,3837,1594,42,27,23,40,48,605,124,Matches
Aaron Ramsey,wls WAL,MF,32-098,13.8,976,34,176,553,258,36,976,22,13,59.1,5,22.7,727,3555,1400,18,19,5,16,24,658,56,Matches
Hicham Boudaoui,dz ALG,MF,23-192,13.2,890,28,228,495,179,16,890,34,10,29.4,20,58.8,671,3866,1681,24,28,4,14,10,610,36,Matches
Sofiane Diop,fr FRA,"MF,FW",22-298,11.2,682,12,115,322,253,26,682,35,16,45.7,18,51.4,537,3613,1517,42,26,8,34,19,494,71,Matches
Pablo Rosario,nl NED,"MF,DF",26-086,13.5,825,46,237,448,143,10,825,11,3,27.3,7,63.6,637,2924,1319,15,16,0,13,8,596,27,Matches
Mario Lemina,ga GAB,"MF,DF",29-214,9.3,724,39,204,451,73,6,724,16,11,68.8,5,31.3,579,2983,1278,14,14,0,4,1,549,10,Matches
Andy Delort,dz ALG,FW,31-176,8.7,309,7,21,150,141,37,306,12,4,33.3,7,58.3,224,1093,372,7,7,1,23,9,246,48,Matches
Ross Barkley,eng ENG,"MF,FW",29-119,7.8,419,7,70,199,155,20,419,12,7,58.3,4,33.3,315,1750,820,18,20,4,10,20,303,36,Matches
Youcef Atal,dz ALG,"DF,MF",26-321,7.1,518,18,127,242,159,12,518,30,11,36.7,17,56.7,359,2304,1230,30,22,5,9,3,326,45,Matches
Mattia Viti,it ITA,DF,21-069,7.0,424,57,222,189,15,2,424,12,5,41.7,5,41.7,320,1547,749,1,5,0,2,2,296,1,Matches
Terem Moffi,ng NGA,FW,23-313,5.5,124,0,5,59,64,23,124,17,11,64.7,5,29.4,87,527,187,5,3,4,9,7,92,28,Matches
Alexis Beka Beka,fr FRA,"MF,DF",22-005,4.3,286,10,62,166,61,2,286,12,7,58.3,4,33.3,228,1531,709,11,10,2,7,5,204,18,Matches
Youssouf Ndayishimiye,bi BDI,"DF,MF",24-158,4.4,291,25,134,144,15,4,291,3,2,66.7,0,0.0,223,1161,676,3,5,0,8,2,199,1,Matches
Bilal Brahimi,dz ALG,"FW,MF",23-020,6.1,323,1,30,124,175,20,323,20,8,40.0,11,55.0,263,2077,963,31,17,7,18,11,259,65,Matches
Badredine Bouanani,dz ALG,"FW,MF",18-116,3.7,182,0,21,79,86,13,182,21,11,52.4,9,42.9,145,1109,497,14,11,6,9,6,137,36,Matches
Amine Gouiri,fr FRA,"FW,MF",23-046,2.5,99,3,12,35,52,7,99,3,0,0.0,2,66.7,75,470,179,8,3,2,7,5,79,18,Matches
Calvin Stengs,nl NED,FW,24-106,2.4,119,0,14,47,61,6,119,10,6,60.0,3,30.0,105,727,332,10,11,1,6,3,100,16,Matches
Ayoub Amraoui,ma MAR,"DF,FW",18-324,2.6,174,8,53,75,48,1,174,4,2,50.0,1,25.0,136,637,321,6,5,0,3,1,129,18,Matches
