Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1,Matches
Dante,br BRA,DF,39-167,27,27,2430.0,27.0,1.0,2.0,3.0,1.0,0.0,0.0,4.0,0.0,1.1,1.1,1.1,2.2,8.0,100.0,2.0,0.04,0.07,0.11,0.04,0.11,0.04,0.04,0.08,0.04,0.08,Matches
Kasper Schmeichel,dk DEN,GK,36-149,26,26,2340.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Matches
Jean-Clair Todibo,fr FRA,DF,23-094,26,26,2209.0,24.5,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.4,0.4,0.2,0.6,15.0,112.0,6.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.02,0.02,0.02,Matches
Khéphren Thuram-Ulie,fr FRA,MF,22-008,28,23,2007.0,22.3,2.0,4.0,6.0,2.0,0.0,0.0,2.0,0.0,2.8,2.8,3.7,6.5,66.0,94.0,55.0,0.09,0.18,0.27,0.09,0.27,0.12,0.17,0.29,0.12,0.29,Matches
Jordan Lotomba,ch SUI,DF,24-186,26,21,1935.0,21.5,0.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,0.5,0.5,0.9,1.4,65.0,85.0,75.0,0.0,0.09,0.09,0.0,0.09,0.02,0.04,0.06,0.02,0.06,Matches
Gaëtan Laborde,fr FRA,FW,28-335,23,20,1739.0,19.3,8.0,1.0,9.0,8.0,0.0,1.0,0.0,0.0,6.5,5.7,3.2,8.9,38.0,37.0,125.0,0.41,0.05,0.47,0.41,0.47,0.34,0.17,0.5,0.3,0.46,Matches
Melvin Bard,fr FRA,DF,22-148,23,19,1723.0,19.1,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.4,0.4,0.7,1.0,32.0,57.0,82.0,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.05,0.02,0.05,Matches
Nicolas Pépé,ci CIV,"FW,MF",27-309,16,15,1315.0,14.6,6.0,0.0,6.0,3.0,3.0,3.0,2.0,0.0,7.3,5.0,2.2,7.2,42.0,39.0,124.0,0.41,0.0,0.41,0.21,0.21,0.49,0.15,0.64,0.33,0.48,Matches
Aaron Ramsey,wls WAL,MF,32-098,22,14,1243.0,13.8,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,2.2,2.2,1.4,3.7,18.0,92.0,56.0,0.07,0.07,0.14,0.07,0.14,0.16,0.1,0.27,0.16,0.27,Matches
Hicham Boudaoui,dz ALG,MF,23-192,18,14,1192.0,13.2,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.5,0.5,1.0,1.6,24.0,58.0,36.0,0.0,0.08,0.08,0.0,0.08,0.04,0.08,0.12,0.04,0.12,Matches
Sofiane Diop,fr FRA,"MF,FW",22-298,18,12,1007.0,11.2,1.0,4.0,5.0,1.0,0.0,0.0,1.0,0.0,1.4,1.4,1.4,2.9,42.0,44.0,71.0,0.09,0.36,0.45,0.09,0.45,0.13,0.13,0.26,0.13,0.26,Matches
Pablo Rosario,nl NED,"MF,DF",26-086,22,11,1219.0,13.5,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.5,0.5,1.7,2.2,15.0,73.0,27.0,0.0,0.07,0.07,0.0,0.07,0.04,0.13,0.16,0.04,0.16,Matches
Mario Lemina,ga GAB,"MF,DF",29-214,14,11,838.0,9.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.3,0.3,0.1,0.4,14.0,46.0,10.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04,Matches
