Player,Nation,Pos,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches
Dante,br BRA,DF,39-170,28.0,1960,1891,65,53,3,11,2,4,0,0,0,0,1764,4,10,Matches
Kasper Schmeichel,dk DEN,GK,36-152,27.0,908,632,275,62,0,4,0,0,0,0,0,0,702,1,1,Matches
Jean-Clair Todibo,fr FRA,DF,23-097,25.5,1748,1691,53,50,1,8,4,1,0,0,0,0,1551,4,14,Matches
Khéphren Thuram-Ulie,fr FRA,MF,22-011,23.3,1124,1104,15,12,4,3,17,3,0,0,0,0,955,5,28,Matches
Jordan Lotomba,ch SUI,DF,24-189,21.5,1109,923,184,14,2,0,38,170,0,0,0,0,921,2,30,Matches
Gaëtan Laborde,fr FRA,FW,28-338,20.3,522,492,26,0,2,2,40,0,6,1,5,0,346,4,23,Matches
Melvin Bard,fr FRA,DF,22-151,20.0,1070,901,168,15,1,3,48,153,0,0,0,0,839,1,39,Matches
Nicolas Pépé,ci CIV,"FW,MF",27-312,15.6,632,586,44,15,2,3,36,9,18,8,3,0,504,2,18,Matches
Aaron Ramsey,wls WAL,MF,32-101,14.6,869,789,78,34,5,9,43,6,38,13,16,0,732,2,9,Matches
Hicham Boudaoui,dz ALG,MF,23-195,13.2,712,696,14,13,3,0,15,1,0,0,0,0,619,2,15,Matches
Pablo Rosario,nl NED,"MF,DF",26-089,14.3,744,728,15,8,0,2,5,7,0,0,0,0,661,1,5,Matches
Sofiane Diop,fr FRA,"MF,FW",22-301,11.2,546,509,36,8,4,8,34,4,23,10,6,0,434,1,10,Matches
Mario Lemina,ga GAB,"MF,DF",29-217,9.3,637,629,5,5,1,6,2,0,0,0,0,0,569,3,4,Matches
Andy Delort,dz ALG,FW,31-179,8.7,230,211,17,1,1,2,15,0,0,0,0,0,139,2,4,Matches
Ross Barkley,eng ENG,"MF,FW",29-122,7.9,353,315,37,7,1,2,31,3,27,12,10,0,277,1,6,Matches
Youcef Atal,dz ALG,"DF,MF",26-324,7.1,414,347,67,6,0,1,33,61,0,0,0,0,334,0,14,Matches
Mattia Viti,it ITA,DF,21-072,7.0,360,345,15,12,0,1,0,3,0,0,0,0,303,0,4,Matches
Terem Moffi,ng NGA,FW,23-316,6.3,107,93,13,1,0,0,1,0,0,0,0,0,84,1,2,Matches
Alexis Beka Beka,fr FRA,"MF,DF",22-008,4.4,243,233,10,1,0,2,14,9,0,0,0,0,190,0,3,Matches
Youssouf Ndayishimiye,bi BDI,"DF,MF",24-161,4.6,251,244,7,7,1,0,1,0,0,0,0,0,222,0,1,Matches
Bilal Brahimi,dz ALG,"FW,MF",23-023,6.3,262,240,22,5,1,3,45,8,7,2,2,0,191,0,12,Matches
Badredine Bouanani,dz ALG,"FW,MF",18-119,3.9,153,138,14,3,1,2,17,4,7,2,2,0,116,1,5,Matches
Antoine Mendy,fr FRA,DF,18-314,2.8,175,154,20,0,0,0,8,20,0,0,0,0,144,1,0,Matches
Amine Gouiri,fr FRA,"FW,MF",23-049,2.5,74,66,6,1,0,0,6,0,3,3,0,0,53,2,7,Matches
Calvin Stengs,nl NED,FW,24-109,2.4,100,94,6,0,2,2,3,3,3,2,0,0,82,0,0,Matches
Ayoub Amraoui,ma MAR,"DF,FW",18-327,2.6,152,143,9,0,0,0,14,9,0,0,0,0,127,0,4,Matches
Marcin Bułka,pl POL,GK,23-184,2.0,67,43,24,6,0,0,0,0,0,0,0,0,54,0,0,Matches
Joe Bryan,eng ENG,"MF,DF",29-201,1.8,99,84,15,0,0,0,3,15,0,0,0,0,78,0,3,Matches
Rareş Ilie,ro ROU,"MF,FW",19-352,1.6,60,60,0,0,0,0,1,0,0,0,0,0,47,0,3,Matches
Flavius Daniliuc,at AUT,DF,21-344,1.0,63,50,13,2,0,1,2,11,0,0,0,0,57,0,1,Matches
Alexis Claude-Maurice,fr FRA,FW,24-304,0.7,25,25,0,0,0,1,1,0,0,0,0,0,20,0,2,Matches
Reda Belahyane,fr FRA,MF,18-309,0.1,11,11,0,0,0,0,0,0,0,0,0,0,9,0,1,Matches
Squad Total,,,27.4,29.0,15780,14467,1273,341,35,76,479,504,132,53,44,0,13124,40,278,
Opponent Total,,,27.1,29.0,14971,13704,1222,307,40,118,494,528,125,49,57,0,12364,45,273,
