Rk,Squad,MP,W,D,L,GF,GA,GD,Pts,Pts/MP,xG,xGA,xGD,xGD/90,MP.1,W.1,D.1,L.1,GF.1,GA.1,GD.1,Pts.1,Pts/MP.1,xG.1,xGA.1,xGD.1,xGD/90.1
6,Rennes,15,11,0,4,30,12,18,33,2.2,22.9,14.9,7.9,0.53,14,4,5,5,17,18,-1,17,1.21,21.7,21.6,0.1,0.0
7,Reims,14,7,4,3,23,15,8,25,1.79,26.4,15.6,10.7,0.77,15,4,9,2,16,13,3,21,1.4,21.5,21.3,0.2,0.01
8,Nice,14,5,6,3,18,12,6,21,1.5,19.6,14.4,5.2,0.37,15,6,6,3,20,14,6,24,1.6,20.8,17.9,2.9,0.19
9,Lyon,14,6,5,3,20,11,9,23,1.64,24.2,16.1,8.1,0.58,15,6,3,6,24,21,3,21,1.4,20.7,21.1,-0.4,-0.02
10,Lorient,14,7,3,4,21,15,6,24,1.71,19.3,17.3,2.0,0.14,15,5,5,5,21,25,-4,20,1.33,15.7,27.8,-12.0,-0.8
