Player,Nation,Pos,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
Dante,br BRA,DF,39-152,26.0,1,13,3,23.1,0.5,0.12,0.08,0.33,13.7,0,0,0,0.9,0.9,0.07,0.1,0.1,Matches
Kasper Schmeichel,dk DEN,GK,36-134,25.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Jean-Clair Todibo,fr FRA,DF,23-079,23.5,0,8,1,12.5,0.34,0.04,0.0,0.0,15.0,0,0,0,0.4,0.4,0.05,-0.4,-0.4,Matches
Khéphren Thuram-Ulie,fr FRA,MF,21-358,21.3,2,27,9,33.3,1.27,0.42,0.07,0.22,18.9,0,0,0,2.5,2.5,0.09,-0.5,-0.5,Matches
Jordan Lotomba,ch SUI,DF,24-171,21.5,0,8,3,37.5,0.37,0.14,0.0,0.0,21.7,0,0,0,0.5,0.5,0.06,-0.5,-0.5,Matches
Gaëtan Laborde,fr FRA,FW,28-320,18.3,7,42,22,52.4,2.29,1.2,0.17,0.32,16.5,0,0,1,6.0,5.2,0.12,1.0,1.8,Matches
Melvin Bard,fr FRA,DF,22-133,18.6,0,5,0,0.0,0.27,0.0,0.0,,13.7,0,0,0,0.4,0.4,0.07,-0.4,-0.4,Matches
Nicolas Pépé,ci CIV,"FW,MF",27-294,13.6,6,39,15,38.5,2.87,1.1,0.08,0.2,17.9,2,3,3,7.3,5.0,0.13,-1.3,-2.0,Matches
Aaron Ramsey,wls WAL,MF,32-083,12.8,1,18,6,33.3,1.41,0.47,0.06,0.17,14.5,1,0,0,2.2,2.2,0.13,-1.2,-1.2,Matches
Hicham Boudaoui,dz ALG,MF,23-177,12.3,0,10,5,50.0,0.81,0.41,0.0,0.0,22.7,0,0,0,0.5,0.5,0.05,-0.5,-0.5,Matches
Sofiane Diop,fr FRA,"MF,FW",22-283,11.2,1,20,6,30.0,1.79,0.54,0.05,0.17,21.3,1,0,0,1.4,1.4,0.07,-0.4,-0.4,Matches
Mario Lemina,ga GAB,"MF,DF",29-199,9.3,0,6,3,50.0,0.64,0.32,0.0,0.0,20.1,0,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches
Pablo Rosario,nl NED,"MF,DF",26-071,12.5,0,6,0,0.0,0.48,0.0,0.0,,17.7,0,0,0,0.4,0.4,0.07,-0.4,-0.4,Matches
Andy Delort,dz ALG,FW,31-161,8.7,6,23,8,34.8,2.65,0.92,0.13,0.38,16.4,1,3,3,5.4,3.0,0.13,0.6,0.0,Matches
Ross Barkley,eng ENG,"MF,FW",29-104,7.8,3,27,11,40.7,3.47,1.41,0.11,0.27,18.9,2,0,0,3.4,3.4,0.13,-0.4,-0.4,Matches
Youcef Atal,dz ALG,"DF,MF",26-306,7.1,1,9,5,55.6,1.27,0.71,0.11,0.2,16.3,0,0,0,0.9,0.9,0.1,0.1,0.1,Matches
Mattia Viti,it ITA,DF,21-054,7.0,1,2,1,50.0,0.28,0.14,0.5,1.0,7.8,0,0,0,0.1,0.1,0.05,0.9,0.9,Matches
Terem Moffi,ng NGA,FW,23-298,5.5,3,10,6,60.0,1.8,1.08,0.3,0.5,14.5,0,0,0,2.3,2.3,0.23,0.7,0.7,Matches
Youssouf Ndayishimiye,bi BDI,"DF,MF",24-143,4.4,1,4,1,25.0,0.91,0.23,0.25,1.0,16.6,0,0,0,0.3,0.3,0.08,0.7,0.7,Matches
Alexis Beka Beka,fr FRA,"MF,DF",21-355,3.8,0,3,1,33.3,0.8,0.27,0.0,0.0,25.7,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
Bilal Brahimi,dz ALG,"FW,MF",23-005,5.6,3,12,4,33.3,2.15,0.72,0.25,0.75,23.9,0,0,0,0.7,0.7,0.06,2.3,2.3,Matches
Badredine Bouanani,dz ALG,"FW,MF",18-101,3.6,0,7,3,42.9,1.96,0.84,0.0,0.0,20.2,0,0,0,0.5,0.5,0.07,-0.5,-0.5,Matches
