Player,Nation,Pos,Age,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Dante,br BRA,DF,39-170,28.0,1764,1960,90.0,34477,13527,627,665,94.3,910,957,95.1,199,293,67.9,2,1.1,0.8,0.9,6,113,6,0,109,Matches
Kasper Schmeichel,dk DEN,GK,36-152,27.0,702,908,77.3,19763,14581,128,128,100.0,306,315,97.1,265,460,57.6,0,0.4,0.0,-0.4,2,6,0,0,0,Matches
Jean-Clair Todibo,fr FRA,DF,23-097,25.5,1551,1748,88.7,30070,11498,503,527,95.4,898,945,95.0,130,235,55.3,0,0.2,0.5,-0.2,4,103,4,0,123,Matches
Khéphren Thuram-Ulie,fr FRA,MF,22-011,23.3,955,1124,85.0,15354,3627,473,526,89.9,386,437,88.3,65,96,67.7,4,3.9,3.0,0.1,28,87,15,1,100,Matches
Jordan Lotomba,ch SUI,DF,24-189,21.5,921,1109,83.0,13205,4690,552,611,90.3,307,372,82.5,31,58,53.4,2,0.9,1.3,1.1,15,60,19,8,85,Matches
Gaëtan Laborde,fr FRA,FW,28-338,20.3,346,522,66.3,4840,1178,218,288,75.7,93,139,66.9,17,44,38.6,2,4.0,3.4,-2.0,30,20,21,6,40,Matches
Melvin Bard,fr FRA,DF,22-151,20.0,839,1070,78.4,12671,4474,465,532,87.4,305,380,80.3,41,85,48.2,0,0.7,1.0,-0.7,7,41,17,5,64,Matches
Nicolas Pépé,ci CIV,"FW,MF",27-312,15.6,504,632,79.7,7353,1591,290,335,86.6,152,190,80.0,32,49,65.3,0,2.3,2.9,-2.3,24,27,17,4,47,Matches
Aaron Ramsey,wls WAL,MF,32-101,14.6,732,869,84.2,12711,3110,317,345,91.9,304,346,87.9,79,129,61.2,1,1.4,1.7,-0.4,22,69,15,1,98,Matches
Hicham Boudaoui,dz ALG,MF,23-195,13.2,619,712,86.9,9268,2348,325,363,89.5,214,241,88.8,35,50,70.0,1,1.0,0.8,0.0,15,62,10,1,58,Matches
Pablo Rosario,nl NED,"MF,DF",26-089,14.3,661,744,88.8,11589,3605,283,310,91.3,285,311,91.6,71,88,80.7,1,1.7,0.9,-0.7,16,62,14,3,78,Matches
Sofiane Diop,fr FRA,"MF,FW",22-301,11.2,434,546,79.5,6754,1684,229,268,85.4,150,189,79.4,31,51,60.8,4,1.4,1.4,2.6,16,34,12,3,44,Matches
Mario Lemina,ga GAB,"MF,DF",29-217,9.3,569,637,89.3,9544,2701,253,268,94.4,252,265,95.1,42,75,56.0,0,0.1,0.2,-0.1,4,44,3,0,46,Matches
Andy Delort,dz ALG,FW,31-179,8.7,139,230,60.4,2109,558,78,113,69.0,41,73,56.2,12,25,48.0,1,1.4,0.9,-0.4,11,16,7,1,19,Matches
