Player,Nation,Pos,Age,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%.1,Matches
David de Gea,es ESP,GK,32-147,26,26,2340,26.0,35,1.35,104,70,67.3,15,5,6,11,42.3,1,1,0,0,0.0,Matches
Squad Total,,,27.6,26,26,2340,26.0,35,1.35,104,70,67.3,15,5,6,11,42.3,1,1,0,0,0.0,
Opponent Total,,,27.1,26,26,2340,26.0,41,1.58,134,95,70.9,6,5,15,4,15.4,2,2,0,0,0.0,
