Player,Nation,Pos,Age,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
David de Gea,es ESP,GK,32-150,28.0,0,0,0,0,2,0,0,0,0,0,0,0,20,3,0,100.0,Matches
Bruno Fernandes,pt POR,"MF,FW",28-210,27.0,6,0,0,34,30,12,102,19,34,0,0,0,176,13,34,27.7,Matches
Marcus Rashford,eng ENG,FW,25-157,25.6,2,0,0,12,19,10,22,5,9,0,0,0,78,19,32,37.3,Matches
Lisandro Martínez,ar ARG,DF,25-078,22.5,6,0,0,21,10,0,0,32,28,0,0,0,157,31,30,50.8,Matches
Luke Shaw,eng ENG,DF,27-268,21.9,6,0,0,40,21,0,76,26,23,0,0,0,136,34,24,58.6,Matches
Diogo Dalot,pt POR,DF,24-019,18.9,5,0,0,17,3,1,39,28,33,0,0,0,117,34,15,69.4,Matches
Raphaël Varane,fr FRA,DF,29-346,18.3,1,0,0,10,2,2,1,10,8,0,0,1,87,36,12,75.0,Matches
Christian Eriksen,dk DEN,MF,31-051,16.5,3,0,0,10,6,2,60,8,10,0,0,0,113,7,9,43.8,Matches
Casemiro,br BRA,MF,31-042,14.9,5,2,0,35,20,1,12,24,29,0,0,0,116,35,16,68.6,Matches
Antony,br BRA,FW,23-041,13.5,4,0,0,9,19,2,26,6,6,0,0,0,68,3,12,20.0,Matches
Jadon Sancho,eng ENG,"FW,MF",23-012,11.4,0,0,0,5,6,4,12,5,7,0,0,0,62,2,10,16.7,Matches
Fred,br BRA,MF,30-032,11.1,5,0,0,24,16,0,12,15,24,0,0,0,101,9,10,47.4,Matches
Tyrell Malacia,nl NED,DF,23-232,10.8,3,0,0,24,10,2,13,17,21,0,0,0,64,5,3,62.5,Matches
Scott McTominay,sct SCO,MF,26-119,11.5,7,0,0,25,12,0,3,12,18,0,1,0,68,28,23,54.9,Matches
Wout Weghorst,nl NED,"FW,MF",30-242,6.8,0,0,0,8,7,4,0,7,3,0,0,0,27,11,15,42.3,Matches
Aaron Wan-Bissaka,eng ENG,DF,25-131,8.2,0,0,0,4,2,0,9,14,15,0,0,0,42,7,7,50.0,Matches
Anthony Martial,fr FRA,FW,27-122,5.6,0,0,0,4,5,3,3,1,0,1,0,0,6,5,7,41.7,Matches
Victor Lindelöf,se SWE,DF,28-263,6.2,0,0,0,3,2,0,0,10,6,0,0,0,35,17,7,70.8,Matches
Harry Maguire,eng ENG,DF,30-032,5.4,3,0,0,5,2,0,1,7,4,0,0,0,29,12,10,54.5,Matches
Marcel Sabitzer,at AUT,MF,29-020,4.8,1,0,0,5,7,0,3,6,7,0,0,0,36,12,9,57.1,Matches
Anthony Elanga,se SWE,FW,20-344,4.7,0,0,0,3,7,3,7,2,0,0,0,0,17,8,11,42.1,Matches
Cristiano Ronaldo,pt POR,FW,38-060,5.8,2,0,0,7,5,8,3,1,2,0,0,0,12,15,8,65.2,Matches
Alejandro Garnacho,es ESP,"FW,MF",18-279,5.0,2,0,0,6,6,3,1,4,1,0,0,0,20,2,9,18.2,Matches
Donny van de Beek,nl NED,MF,25-353,1.9,0,0,0,4,2,1,0,1,0,0,0,0,3,3,3,50.0,Matches
Facundo Pellistri,uy URU,"FW,MF",21-107,0.6,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,Matches
Kobbie Mainoo,eng ENG,MF,17-352,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
Squad Total,,,27.6,28.0,61,2,0,316,222,58,405,260,288,1,1,1,1590,351,316,52.6,
Opponent Total,,,27.1,28.0,37,0,0,232,308,32,510,321,258,1,2,2,1561,316,351,47.4,
