Player,Nation,Pos,Age,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
David de Gea,es ESP,GK,32-147,26.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,10,1,Matches
Bruno Fernandes,pt POR,"MF,FW",28-207,25.0,56,33,20,21,15,25,51,49.0,26,24,3,21,15,71,33,0,Matches
Marcus Rashford,eng ENG,FW,25-154,23.6,19,9,7,8,4,9,20,45.0,11,26,4,22,5,24,10,0,Matches
Lisandro Martínez,ar ARG,DF,25-075,20.6,44,22,27,15,2,27,38,71.1,11,45,24,21,28,72,90,0,Matches
Luke Shaw,eng ENG,DF,27-265,20.5,38,20,23,13,2,24,30,80.0,6,39,11,28,25,63,40,2,Matches
Christian Eriksen,dk DEN,MF,31-048,16.5,12,10,7,3,2,5,21,23.8,16,17,7,10,8,20,18,1,Matches
Diogo Dalot,pt POR,DF,24-016,16.9,41,31,31,10,0,26,37,70.3,11,22,7,15,26,67,39,1,Matches
Raphaël Varane,fr FRA,DF,29-343,16.4,22,7,16,6,0,5,13,38.5,8,21,14,7,10,32,73,0,Matches
Casemiro,br BRA,MF,31-039,14.9,58,29,28,23,7,29,51,56.9,22,32,8,24,24,82,44,0,Matches
Antony,br BRA,"FW,MF",23-038,11.9,16,4,7,7,2,5,17,29.4,12,10,0,10,4,20,4,0,Matches
Jadon Sancho,eng ENG,"FW,MF",23-009,10.3,9,5,5,3,1,4,11,36.4,7,9,1,8,4,13,3,0,Matches
Fred,br BRA,MF,30-029,10.8,36,22,20,13,3,8,26,30.8,18,30,1,29,15,51,14,0,Matches
Tyrell Malacia,nl NED,DF,23-229,10.2,29,19,23,5,1,8,17,47.1,9,9,2,7,17,46,36,0,Matches
Aaron Wan-Bissaka,eng ENG,DF,25-128,8.2,21,15,13,8,0,13,14,92.9,1,10,2,8,14,35,23,0,Matches
Wout Weghorst,nl NED,"FW,MF",30-239,6.2,6,3,4,0,2,1,4,25.0,3,6,2,4,7,13,7,0,Matches
Scott McTominay,sct SCO,MF,26-116,9.6,25,17,12,8,5,8,13,61.5,5,10,4,6,11,36,38,0,Matches
Anthony Martial,fr FRA,FW,27-119,5.1,0,0,0,0,0,0,1,0.0,1,3,0,3,1,1,2,0,Matches
Victor Lindelöf,se SWE,DF,28-260,6.0,8,6,4,3,1,5,6,83.3,1,6,3,3,9,17,28,0,Matches
Harry Maguire,eng ENG,DF,30-029,5.4,5,4,4,0,1,3,4,75.0,1,15,10,5,7,12,25,0,Matches
Anthony Elanga,se SWE,FW,20-341,4.7,3,0,0,2,1,1,2,50.0,1,4,0,4,2,5,4,0,Matches
Cristiano Ronaldo,pt POR,FW,38-057,5.8,2,2,1,0,1,1,2,50.0,1,0,0,0,1,3,9,0,Matches
Alejandro Garnacho,es ESP,"FW,MF",18-276,5.0,3,1,0,0,3,1,8,12.5,7,5,0,5,4,7,2,0,Matches
Marcel Sabitzer,at AUT,MF,29-017,3.1,9,6,2,7,0,2,4,50.0,2,5,1,4,5,14,8,0,Matches
Donny van de Beek,nl NED,MF,25-350,1.9,0,0,0,0,0,0,1,0.0,1,2,1,1,1,1,1,0,Matches
Facundo Pellistri,uy URU,"FW,MF",21-104,0.5,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,Matches
Kobbie Mainoo,eng ENG,MF,17-349,0.1,0,0,0,0,0,0,0,,0,1,1,0,0,0,0,0,Matches
Squad Total,,,27.6,26.0,462,265,254,155,53,210,391,53.7,181,351,106,245,243,705,563,5,
Opponent Total,,,27.1,26.0,419,230,199,153,67,220,406,54.2,186,365,105,260,300,719,407,7,
