Player,Nation,Pos,Age,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
David de Gea,es ESP,GK,32-150,28.0,637,888,71.7,16287,11662,157,157,100.0,293,298,98.3,182,422,43.1,0,0.1,0.2,-0.1,1,5,2,0,0,Matches
Bruno Fernandes,pt POR,"MF,FW",28-210,27.0,1046,1427,73.3,17736,6033,540,638,84.6,335,431,77.7,132,232,56.9,6,10.4,7.0,-4.4,76,102,59,7,181,Matches
Marcus Rashford,eng ENG,FW,25-157,25.6,481,641,75.0,6833,1632,317,375,84.5,109,141,77.3,31,50,62.0,3,2.7,2.2,0.3,22,26,35,2,60,Matches
Lisandro Martínez,ar ARG,DF,25-078,22.5,1256,1448,86.7,22707,7839,500,535,93.5,646,690,93.6,93,187,49.7,0,0.3,1.0,-0.3,6,87,5,0,80,Matches
Luke Shaw,eng ENG,DF,27-268,21.9,1288,1579,81.6,20012,7570,725,799,90.7,449,531,84.6,83,157,52.9,2,3.0,2.3,-1.0,29,124,26,12,106,Matches
Diogo Dalot,pt POR,DF,24-019,18.9,891,1142,78.0,16150,5004,370,418,88.5,418,501,83.4,88,166,53.0,2,1.8,1.3,0.2,27,71,26,13,70,Matches
Raphaël Varane,fr FRA,DF,29-346,18.3,817,952,85.8,15398,4759,266,299,89.0,483,524,92.2,57,106,53.8,0,0.2,0.3,-0.2,4,67,3,0,53,Matches
Christian Eriksen,dk DEN,MF,31-051,16.5,813,1031,78.9,13451,3987,423,480,88.1,289,345,83.8,74,146,50.7,7,3.0,2.5,4.0,25,89,17,2,104,Matches
Casemiro,br BRA,MF,31-042,14.9,705,916,77.0,12621,4247,319,384,83.1,289,352,82.1,83,138,60.1,3,2.0,2.6,1.0,17,81,16,3,89,Matches
Antony,br BRA,FW,23-041,13.5,406,522,77.8,5227,1155,283,322,87.9,91,126,72.2,14,30,46.7,0,0.8,1.2,-0.8,13,21,15,0,42,Matches
Jadon Sancho,eng ENG,"FW,MF",23-012,11.4,384,461,83.3,4623,1033,265,298,88.9,83,97,85.6,8,18,44.4,1,1.6,1.8,-0.6,22,12,22,0,45,Matches
Fred,br BRA,MF,30-032,11.1,491,621,79.1,7557,2139,268,308,87.0,158,188,84.0,39,63,61.9,1,2.0,1.0,-1.0,22,43,7,2,56,Matches
Tyrell Malacia,nl NED,DF,23-232,10.8,441,521,84.6,6394,1875,279,301,92.7,123,145,84.8,22,40,55.0,0,0.2,0.4,-0.2,3,27,3,0,29,Matches
Scott McTominay,sct SCO,MF,26-119,11.5,303,370,81.9,4715,1356,162,189,85.7,110,127,86.6,21,30,70.0,0,0.2,0.6,-0.2,4,29,3,0,27,Matches
Wout Weghorst,nl NED,"FW,MF",30-242,6.8,102,141,72.3,1220,307,69,89,77.5,17,23,73.9,5,11,45.5,1,0.7,0.9,0.3,8,7,1,0,14,Matches
Aaron Wan-Bissaka,eng ENG,DF,25-131,8.2,339,413,82.1,4663,1807,223,242,92.1,87,114,76.3,15,24,62.5,0,0.7,0.5,-0.7,7,27,4,2,26,Matches
Anthony Martial,fr FRA,FW,27-122,5.6,127,155,81.9,1564,467,87,97,89.7,30,35,85.7,3,7,42.9,2,0.9,0.8,1.1,5,10,4,0,17,Matches
Victor Lindelöf,se SWE,DF,28-263,6.2,368,398,92.5,6420,2021,136,144,94.4,204,213,95.8,22,35,62.9,0,0.0,0.0,0.0,0,19,0,0,17,Matches
Harry Maguire,eng ENG,DF,30-032,5.4,326,377,86.5,6630,1932,99,104,95.2,179,201,89.1,43,64,67.2,0,0.0,0.0,0.0,1,21,0,0,15,Matches
Marcel Sabitzer,at AUT,MF,29-020,4.8,182,230,79.1,2885,882,93,115,80.9,68,81,84.0,14,18,77.8,1,0.6,0.4,0.4,6,25,3,1,28,Matches
Anthony Elanga,se SWE,FW,20-344,4.7,95,130,73.1,1201,298,65,86,75.6,23,32,71.9,3,3,100.0,1,0.9,1.0,0.1,6,3,3,0,8,Matches
Cristiano Ronaldo,pt POR,FW,38-060,5.8,121,162,74.7,1412,258,85,97,87.6,27,39,69.2,1,5,20.0,0,0.4,0.2,-0.4,6,7,1,0,12,Matches
Alejandro Garnacho,es ESP,"FW,MF",18-279,5.0,115,143,80.4,1327,143,87,102,85.3,20,21,95.2,2,2,100.0,2,1.0,0.9,1.0,2,1,1,0,5,Matches
Donny van de Beek,nl NED,MF,25-353,1.9,46,61,75.4,502,115,31,34,91.2,8,8,100.0,1,2,50.0,0,0.1,0.1,-0.1,3,0,4,0,6,Matches
Facundo Pellistri,uy URU,"FW,MF",21-107,0.6,12,13,92.3,150,6,6,7,85.7,5,5,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Kobbie Mainoo,eng ENG,MF,17-352,0.1,7,8,87.5,83,31,5,6,83.3,2,2,100.0,0,0,,0,0.0,0.1,0.0,0,1,1,0,1,Matches
Squad Total,,,27.6,28.0,11799,14750,80.0,197768,68558,5860,6626,88.4,4546,5270,86.3,1036,1956,53.0,32,33.4,29.5,-1.4,315,905,261,44,1091,
Opponent Total,,,27.1,28.0,10098,13063,77.3,175958,65648,4721,5461,86.4,4146,4945,83.8,974,1909,51.0,25,27.6,26.9,-2.6,265,722,223,56,1002,
