Player,Nation,Pos,Age,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive.1,PassDead.1,TO.1,Sh.1,Fld.1,Def.1,Matches
Matúš Bero,sk SVK,"MF,FW",27-194,24.0,65,2.71,47,2,1,10,5,0,8,0.33,4,0,1,3,0,0,Matches
Maximilian Wittek,de GER,DF,27-210,23.2,109,4.71,38,52,2,13,2,2,8,0.35,4,3,0,1,0,0,Matches
Melle Meulensteen,nl NED,"DF,MF",23-258,21.1,31,1.47,26,1,0,2,1,1,2,0.09,2,0,0,0,0,0,Matches
Carlens Arcus,ht HAI,DF,26-264,20.9,59,2.82,52,3,0,2,2,0,2,0.1,2,0,0,0,0,0,Matches
Ryan Flamingo,nl NED,"DF,MF",20-078,21.7,30,1.39,24,0,0,3,2,1,0,0.0,0,0,0,0,0,0,Matches
Sondre Tronstad,no NOR,MF,27-205,18.0,43,2.39,38,0,0,2,1,2,1,0.06,1,0,0,0,0,0,Matches
Million Manhoef,nl NED,"FW,MF",21-075,17.8,59,3.32,41,1,8,7,2,0,6,0.34,3,0,1,2,0,0,Matches
Kjell Scherpen,nl NED,GK,23-055,16.6,4,0.24,2,2,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Kacper Kozłowski,pl POL,"MF,FW",19-154,15.2,53,3.48,33,4,3,3,8,2,8,0.53,4,0,1,0,2,1,Matches
Bartosz Bialek,pl POL,FW,21-128,13.4,29,2.16,14,1,3,5,6,0,3,0.22,2,0,0,1,0,0,Matches
Gabriel Vidovic,hr CRO,"FW,MF",19-108,12.4,33,2.67,22,0,4,2,5,0,1,0.08,1,0,0,0,0,0,Matches
Enzo Cornelisse,nl NED,DF,20-077,13.2,6,0.46,5,0,0,1,0,0,1,0.08,0,0,0,1,0,0,Matches
Alois Oroz,hr CRO,DF,22-141,7.5,3,0.4,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Daan Reiziger,nl NED,GK,21-274,6.4,3,0.47,2,1,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Francisco Reis Ferreira,pt POR,DF,25-358,6.2,8,1.29,8,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Nikolai Baden Frederiksen,dk DEN,FW,22-305,5.8,13,2.23,6,0,0,4,3,0,2,0.34,1,0,0,0,1,0,Matches
Marco van Ginkel,nl NED,MF,30-108,3.8,6,1.58,6,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Nicolas Isimat-Mirin,fr FRA,DF,31-124,3.7,5,1.34,4,0,0,1,0,0,1,0.27,1,0,0,0,0,0,Matches
Romaric Yapi,fr FRA,"FW,DF",22-249,3.8,5,1.3,5,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Toni Domgjoni,xk KVX,MF,24-196,3.3,2,0.6,1,0,0,1,0,0,0,0.0,0,0,0,0,0,0,Matches
Mitchell Dijks,nl NED,DF,30-038,2.8,2,0.71,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Mohamed Sankoh,nl NED,"FW,MF",19-154,4.6,11,2.41,9,0,2,0,0,0,2,0.44,1,0,1,0,0,0,Matches
Jeroen Houwen,nl NED,GK,27-029,2.0,1,0.5,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Tomáš Hájek,cz CZE,"DF,FW",31-108,1.7,2,1.18,1,0,0,1,0,0,0,0.0,0,0,0,0,0,0,Matches
Simon Van Duivenbooden,nl NED,FW,20-312,1.5,3,1.96,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Thomas Buitink,nl NED,"FW,DF",22-278,1.4,6,4.22,5,0,1,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Davy Pröpper,nl NED,MF,31-198,1.0,5,4.79,2,3,0,0,0,0,1,0.96,1,0,0,0,0,0,Matches
Miliano Jonathans,nl NED,"FW,MF",18-348,0.8,10,12.68,9,0,0,1,0,0,0,0.0,0,0,0,0,0,0,Matches
Daan Huisman,nl NED,MF,20-236,0.4,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Gyan de Regt,nl NED,"FW,MF",20-217,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Squad Total,,,23.9,25.0,606,24.24,409,70,24,58,37,8,46,1.84,27,3,4,8,3,1,
Opponent Total,,,25.9,25.0,533,21.32,394,41,35,29,27,7,79,3.16,50,10,6,7,6,0,
