Player,Nation,Pos,Age,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Matúš Bero,sk SVK,"MF,FW",27-212,25.0,718,990,72.5,11082,3099,381,479,79.5,252,340,74.1,47,83,56.6,3,2.2,2.0,0.8,30,72,18,2,110,Matches
Maximilian Wittek,de GER,DF,27-228,23.2,891,1323,67.3,15823,6099,440,513,85.8,334,460,72.6,108,288,37.5,6,4.6,4.4,1.4,55,72,23,9,90,Matches
Melle Meulensteen,nl NED,"DF,MF",23-276,23.1,1061,1255,84.5,20342,7960,382,423,90.3,548,599,91.5,118,188,62.8,1,0.9,0.9,0.1,13,114,12,2,114,Matches
Ryan Flamingo,nl NED,"DF,MF",20-096,22.8,866,1101,78.7,16261,6342,336,393,85.5,414,490,84.5,100,182,54.9,0,0.7,0.8,-0.7,12,116,7,0,100,Matches
Carlens Arcus,ht HAI,DF,26-282,22.3,1030,1286,80.1,16891,5921,564,628,89.8,361,434,83.2,88,154,57.1,2,2.3,2.0,-0.3,31,82,23,17,95,Matches
Sondre Tronstad,no NOR,MF,27-223,19.8,800,948,84.4,14037,3689,356,410,86.8,347,384,90.4,74,98,75.5,0,0.6,0.8,-0.6,14,105,10,2,122,Matches
Million Manhoef,nl NED,"FW,MF",21-093,19.5,398,586,67.9,5863,1843,213,260,81.9,142,203,70.0,21,57,36.8,2,3.4,3.7,-1.4,25,27,35,9,55,Matches
Kjell Scherpen,nl NED,GK,23-073,18.6,437,684,63.9,13579,9980,63,63,100.0,201,206,97.6,173,411,42.1,0,0.0,0.0,0.0,0,13,0,0,0,Matches
Kacper Kozłowski,pl POL,"MF,FW",19-172,16.9,423,609,69.5,7138,2291,216,270,80.0,146,204,71.6,47,79,59.5,4,3.3,4.0,0.7,28,48,22,7,72,Matches
Enzo Cornelisse,nl NED,DF,20-095,14.7,561,688,81.5,10523,3217,217,247,87.9,278,312,89.1,61,114,53.5,0,0.2,0.4,-0.2,2,49,1,0,49,Matches
Bartosz Bialek,pl POL,FW,21-146,14.1,148,228,64.9,2109,369,83,115,72.2,44,68,64.7,9,17,52.9,1,1.4,1.1,-0.4,16,6,6,0,17,Matches
Gabriel Vidovic,hr CRO,"FW,MF",19-126,12.8,275,324,84.9,4091,817,153,168,91.1,94,102,92.2,16,24,66.7,0,0.7,1.1,-0.7,12,22,10,1,37,Matches
Alois Oroz,hr CRO,DF,22-159,9.0,315,401,78.6,6498,2204,94,112,83.9,175,196,89.3,44,89,49.4,0,0.0,0.1,0.0,0,21,0,0,18,Matches
Daan Reiziger,nl NED,GK,21-292,6.4,99,205,48.3,3509,2843,15,17,88.2,31,31,100.0,52,156,33.3,0,0.0,0.0,0.0,0,5,1,0,0,Matches
Francisco Reis Ferreira,pt POR,DF,26-011,6.2,259,356,72.8,5590,2250,73,87,83.9,137,170,80.6,44,84,52.4,0,0.1,0.4,-0.1,3,22,3,1,18,Matches
Marco van Ginkel,nl NED,"MF,FW",30-126,5.8,178,225,79.1,2779,852,100,124,80.6,64,78,82.1,11,12,91.7,0,0.1,0.6,-0.1,2,16,4,0,28,Matches
Nicolas Isimat-Mirin,fr FRA,DF,31-142,5.7,255,304,83.9,4957,1891,83,87,95.4,148,171,86.5,24,43,55.8,0,0.1,0.0,-0.1,1,10,0,0,24,Matches
Nikolai Baden Frederiksen,dk DEN,FW,22-323,5.8,64,97,66.0,931,137,36,46,78.3,21,33,63.6,4,9,44.4,0,0.1,0.1,-0.1,2,3,2,0,5,Matches
Romaric Yapi,fr FRA,"FW,DF",22-267,3.8,92,138,66.7,1592,387,46,61,75.4,32,41,78.0,11,17,64.7,0,0.2,0.5,-0.2,5,5,4,2,11,Matches
Toni Domgjoni,xk KVX,MF,24-214,3.3,70,98,71.4,1127,270,38,48,79.2,25,36,69.4,5,8,62.5,0,0.3,0.8,-0.3,2,9,3,0,10,Matches
Mitchell Dijks,nl NED,DF,30-056,3.3,113,147,76.9,1901,994,49,56,87.5,52,66,78.8,7,16,43.8,0,0.2,0.3,-0.2,3,10,3,3,10,Matches
Mohamed Sankoh,nl NED,"FW,MF",19-172,4.6,60,96,62.5,786,146,31,47,66.0,18,22,81.8,2,5,40.0,1,0.7,0.5,0.3,5,3,2,0,5,Matches
Jeroen Houwen,nl NED,GK,27-047,2.0,53,74,71.6,1107,782,21,21,100.0,23,24,95.8,9,28,32.1,0,0.0,0.0,0.0,0,1,0,0,0,Matches
Tomáš Hájek,cz CZE,"DF,FW",31-126,1.7,72,94,76.6,1447,483,22,27,81.5,43,52,82.7,6,11,54.5,0,0.1,0.4,-0.1,1,3,0,0,7,Matches
