Player,Nation,Pos,Age,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%.1,Matches
Kjell Scherpen,nl NED,GK,23-070,19,19,1674,18.6,28,1.51,80,52,65.0,3,6,10,2,10.5,1,0,1,0,100.0,Matches
Daan Reiziger,nl NED,GK,21-289,8,6,576,6.4,11,1.72,24,13,58.3,2,3,1,2,33.3,1,1,0,0,0.0,Matches
Jeroen Houwen,nl NED,GK,27-044,2,2,180,2.0,8,4.0,14,6,42.9,0,0,2,0,0.0,0,0,0,0,,Matches
Squad Total,,,23.9,27,27,2430,27.0,47,1.74,118,71,61.0,5,9,13,4,14.8,2,1,1,0,50.0,
Opponent Total,,,26.0,27,27,2430,27.0,30,1.11,124,95,76.6,13,9,5,9,33.3,1,1,0,0,0.0,
