Player,Nation,Pos,Age,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
Matúš Bero,sk SVK,"MF,FW",27-212,25.0,5,0,0,35,44,3,18,15,22,0,0,0,167,49,51,49.0,Matches
Maximilian Wittek,de GER,DF,27-228,23.2,8,1,0,35,18,0,229,16,35,0,1,0,142,21,17,55.3,Matches
Melle Meulensteen,nl NED,"DF,MF",23-276,23.1,0,0,0,10,15,0,5,24,20,0,0,0,201,37,40,48.1,Matches
Ryan Flamingo,nl NED,"DF,MF",20-096,22.8,3,0,0,22,12,1,6,44,23,0,0,0,143,52,40,56.5,Matches
Carlens Arcus,ht HAI,DF,26-282,22.3,2,1,0,23,8,2,80,62,27,0,0,0,141,34,18,65.4,Matches
Sondre Tronstad,no NOR,MF,27-223,19.8,4,1,0,24,17,0,11,20,31,0,0,0,153,19,23,45.2,Matches
Million Manhoef,nl NED,"FW,MF",21-093,19.5,0,0,0,26,18,10,57,7,11,0,0,0,88,4,17,19.0,Matches
Kjell Scherpen,nl NED,GK,23-073,18.6,0,1,0,1,1,0,0,1,0,0,0,0,42,6,3,66.7,Matches
Kacper Kozłowski,pl POL,"MF,FW",19-172,16.9,3,0,0,23,36,2,50,12,17,0,0,0,108,17,16,51.5,Matches
Enzo Cornelisse,nl NED,DF,20-095,14.7,1,0,0,7,9,0,11,9,12,0,0,0,77,19,25,43.2,Matches
Bartosz Bialek,pl POL,FW,21-146,14.1,1,0,0,19,16,4,3,0,0,0,0,0,28,16,51,23.9,Matches
Gabriel Vidovic,hr CRO,"FW,MF",19-126,12.8,1,0,0,8,31,1,1,7,5,0,0,0,70,5,8,38.5,Matches
Alois Oroz,hr CRO,DF,22-159,9.0,2,0,0,11,0,0,0,14,7,0,0,1,42,16,10,61.5,Matches
Daan Reiziger,nl NED,GK,21-292,6.4,1,0,0,0,1,0,0,1,0,0,0,0,3,4,0,100.0,Matches
Francisco Reis Ferreira,pt POR,DF,26-011,6.2,1,0,0,6,0,0,2,4,6,0,0,0,34,7,11,38.9,Matches
Marco van Ginkel,nl NED,"MF,FW",30-126,5.8,0,0,0,6,6,0,5,2,2,0,0,0,14,9,11,45.0,Matches
Nicolas Isimat-Mirin,fr FRA,DF,31-142,5.7,0,0,0,2,1,0,0,4,4,0,0,0,39,15,11,57.7,Matches
Nikolai Baden Frederiksen,dk DEN,FW,22-323,5.8,0,0,0,6,6,4,6,0,2,1,0,0,22,6,6,50.0,Matches
Romaric Yapi,fr FRA,"FW,DF",22-267,3.8,1,0,0,3,2,0,14,3,3,0,0,0,16,8,9,47.1,Matches
Toni Domgjoni,xk KVX,MF,24-214,3.3,2,0,0,2,2,0,1,1,3,0,0,0,17,4,7,36.4,Matches
Mitchell Dijks,nl NED,DF,30-056,3.3,1,0,0,5,6,0,8,2,3,0,1,0,10,6,3,66.7,Matches
Mohamed Sankoh,nl NED,"FW,MF",19-172,4.6,0,0,0,5,3,5,0,0,1,0,0,0,15,8,20,28.6,Matches
Jeroen Houwen,nl NED,GK,27-047,2.0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,,Matches
Tomáš Hájek,cz CZE,"DF,FW",31-126,1.7,1,0,0,2,2,0,0,4,2,0,0,0,13,2,2,50.0,Matches
Simon Van Duivenbooden,nl NED,FW,20-330,1.8,0,0,0,1,1,1,2,0,0,0,0,0,8,8,19,29.6,Matches
Thomas Buitink,nl NED,"FW,DF",22-296,1.4,0,0,0,3,0,2,3,0,1,0,0,0,5,0,0,,Matches
Davy Pröpper,nl NED,MF,31-216,1.0,1,0,0,2,1,0,5,5,2,0,0,0,6,3,0,100.0,Matches
Miliano Jonathans,nl NED,"FW,MF",19-001,1.0,2,0,0,4,1,0,8,1,0,0,0,0,6,3,2,60.0,Matches
Daan Huisman,nl NED,MF,20-254,0.4,0,0,0,0,2,0,0,0,1,0,0,0,1,0,1,0.0,Matches
Gyan de Regt,nl NED,"FW,MF",20-235,0.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,Matches
Squad Total,,,24.0,27.0,40,4,0,292,259,35,525,259,240,1,2,1,1616,378,421,47.3,
Opponent Total,,,26.0,27.0,27,1,0,274,278,45,524,279,327,2,1,1,1544,421,378,52.7,
