Player,Nation,Pos,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off.1,Matches
Matúš Bero,sk SVK,"MF,FW",27-212,25,2250.0,90.0,92.6,25.0,25,90.0,25,0,,0,0.84,28.0,46.0,-18.0,-0.72,-1.22,29.8,32.0,-2.2,-0.09,0.04,Matches
Maximilian Wittek,de GER,DF,27-228,24,2085.0,87.0,85.8,23.2,24,87.0,19,0,,0,0.92,28.0,39.0,-11.0,-0.47,1.09,27.1,29.1,-2.0,-0.09,0.04,Matches
Melle Meulensteen,nl NED,"DF,MF",23-276,25,2076.0,83.0,85.4,23.1,24,86.0,21,1,23.0,0,0.88,25.0,36.0,-11.0,-0.48,1.05,28.5,27.2,1.3,0.06,1.02,Matches
Ryan Flamingo,nl NED,"DF,MF",20-096,26,2053.0,79.0,84.5,22.8,23,85.0,20,3,32.0,1,0.92,26.0,34.0,-8.0,-0.35,1.8,27.6,27.3,0.3,0.01,0.67,Matches
Carlens Arcus,ht HAI,DF,26-282,24,2008.0,84.0,82.6,22.3,22,86.0,17,2,62.0,1,1.0,25.0,38.0,-13.0,-0.58,0.27,27.5,27.5,-0.1,0.0,0.52,Matches
Sondre Tronstad,no NOR,MF,27-223,22,1785.0,81.0,73.5,19.8,21,84.0,14,1,16.0,0,0.73,19.0,32.0,-13.0,-0.66,-0.1,20.0,25.8,-5.7,-0.29,-0.74,Matches
Million Manhoef,nl NED,"FW,MF",21-093,26,1759.0,68.0,72.4,19.5,20,81.0,5,6,22.0,1,0.81,20.0,39.0,-19.0,-0.97,-1.24,21.0,28.0,-7.0,-0.36,-0.97,Matches
Kjell Scherpen,nl NED,GK,23-073,19,1674.0,88.0,68.9,18.6,19,88.0,17,0,,2,0.79,16.0,28.0,-12.0,-0.65,-0.05,21.2,20.8,0.4,0.02,0.37,Matches
Kacper Kozłowski,pl POL,"MF,FW",19-172,22,1525.0,69.0,62.8,16.9,19,75.0,4,3,31.0,0,0.95,23.0,23.0,0.0,0.0,1.69,20.2,21.1,-0.9,-0.05,0.1,Matches
Enzo Cornelisse,nl NED,DF,20-095,18,1321.0,73.0,54.4,14.7,15,85.0,11,3,14.0,7,0.83,16.0,33.0,-17.0,-1.16,-1.16,16.7,21.6,-5.0,-0.34,-0.54,Matches
Bartosz Bialek,pl POL,FW,21-146,19,1273.0,67.0,52.4,14.1,15,78.0,3,4,26.0,1,1.05,15.0,15.0,0.0,0.0,1.32,14.4,14.6,-0.2,-0.01,0.16,Matches
