Player,Nation,Pos,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches
Matúš Bero,sk SVK,"MF,FW",27-209,25.0,990,893,93,12,5,6,18,56,0,0,0,0,718,4,22,Matches
Maximilian Wittek,de GER,DF,27-225,23.2,1323,930,390,62,1,4,229,184,144,68,61,0,891,3,38,Matches
Melle Meulensteen,nl NED,"DF,MF",23-273,23.1,1253,1218,31,25,2,6,4,5,0,0,0,0,1060,4,10,Matches
Ryan Flamingo,nl NED,"DF,MF",20-093,22.8,1101,1057,43,20,0,7,7,23,0,0,0,0,865,1,9,Matches
Carlens Arcus,ht HAI,DF,26-279,22.3,1286,1080,204,16,1,15,81,188,0,0,0,0,1030,2,29,Matches
Sondre Tronstad,no NOR,MF,27-220,19.8,949,922,25,22,1,6,11,3,0,0,0,0,801,2,21,Matches
Million Manhoef,nl NED,"FW,MF",21-090,19.5,586,530,55,2,8,2,57,44,1,0,0,0,398,1,31,Matches
Kjell Scherpen,nl NED,GK,23-070,18.6,684,529,152,39,0,6,0,0,0,0,0,0,438,3,0,Matches
Kacper Kozłowski,pl POL,"MF,FW",19-169,16.9,610,580,26,9,3,10,50,8,8,3,4,0,424,4,31,Matches
Enzo Cornelisse,nl NED,DF,20-092,14.7,688,643,43,21,0,4,11,17,4,1,3,0,561,2,5,Matches
Bartosz Bialek,pl POL,FW,21-143,14.1,229,215,13,0,2,4,3,2,0,0,0,0,149,1,9,Matches
Gabriel Vidovic,hr CRO,"FW,MF",19-123,12.8,322,317,5,1,2,0,1,2,0,0,0,0,273,0,10,Matches
Alois Oroz,hr CRO,DF,22-156,9.0,401,387,14,13,0,2,0,0,0,0,0,0,315,0,1,Matches
Daan Reiziger,nl NED,GK,21-289,6.4,205,134,71,11,0,2,0,0,0,0,0,0,99,0,0,Matches
Francisco Reis Ferreira,pt POR,DF,26-008,6.2,356,344,12,10,2,10,2,2,0,0,0,0,259,0,4,Matches
Marco van Ginkel,nl NED,"MF,FW",30-123,5.8,224,218,5,3,1,1,5,2,0,0,0,0,177,1,8,Matches
Nicolas Isimat-Mirin,fr FRA,DF,31-139,5.7,304,292,10,8,0,1,0,1,0,0,0,0,255,2,0,Matches
Nikolai Baden Frederiksen,dk DEN,FW,22-320,5.8,97,77,19,3,1,1,6,2,0,0,0,0,64,1,4,Matches
Romaric Yapi,fr FRA,"FW,DF",22-264,3.8,138,125,11,2,0,1,14,9,0,0,0,0,92,2,8,Matches
Toni Domgjoni,xk KVX,MF,24-211,3.3,98,93,4,0,0,1,1,1,1,1,0,0,70,1,0,Matches
Mitchell Dijks,nl NED,DF,30-053,3.3,147,109,38,7,0,0,8,30,1,1,0,0,112,0,3,Matches
Mohamed Sankoh,nl NED,"FW,MF",19-169,4.6,96,86,10,0,0,0,0,0,0,0,0,0,60,0,4,Matches
Jeroen Houwen,nl NED,GK,27-044,2.0,74,62,12,3,0,0,0,0,0,0,0,0,53,0,1,Matches
Tomáš Hájek,cz CZE,"DF,FW",31-123,1.7,94,89,4,3,0,1,0,1,0,0,0,0,72,1,2,Matches
Simon Van Duivenbooden,nl NED,FW,20-327,1.8,44,43,1,0,0,0,2,0,0,0,0,0,26,0,0,Matches
Thomas Buitink,nl NED,"FW,DF",22-293,1.4,21,21,0,0,0,1,3,0,0,0,0,0,12,0,0,Matches
Davy Pröpper,nl NED,MF,31-213,1.0,50,44,6,2,1,0,5,0,4,2,2,0,40,0,0,Matches
Miliano Jonathans,nl NED,"FW,MF",18-363,1.0,55,54,1,0,0,0,8,1,0,0,0,0,42,0,0,Matches
Daan Huisman,nl NED,MF,20-251,0.4,11,11,0,0,0,0,0,0,0,0,0,0,9,0,0,Matches
Gyan de Regt,nl NED,"FW,MF",20-232,0.1,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,Matches
Squad Total,,,23.9,27.0,12439,11106,1298,294,30,91,526,581,163,76,70,0,9366,35,250,
Opponent Total,,,26.0,27.0,13360,12002,1313,309,28,113,525,575,130,54,42,1,10208,45,241,
