Player,Nation,Pos,Age,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
Matúš Bero,sk SVK,"MF,FW",27-212,25.0,41,22,12,19,10,17,52,32.7,35,38,6,32,15,56,27,0,Matches
Maximilian Wittek,de GER,DF,27-228,23.2,55,35,26,23,6,28,56,50.0,28,19,2,17,16,71,54,0,Matches
Melle Meulensteen,nl NED,"DF,MF",23-276,23.1,26,20,12,10,4,13,23,56.5,10,36,20,16,24,50,64,2,Matches
Ryan Flamingo,nl NED,"DF,MF",20-096,22.8,33,23,17,14,2,19,33,57.6,14,28,11,17,44,77,83,1,Matches
Carlens Arcus,ht HAI,DF,26-282,22.3,42,27,22,14,6,24,42,57.1,18,16,4,12,62,104,54,1,Matches
Sondre Tronstad,no NOR,MF,27-223,19.8,49,31,21,19,9,26,44,59.1,18,27,8,19,20,69,22,1,Matches
Million Manhoef,nl NED,"FW,MF",21-093,19.5,18,11,7,7,4,5,19,26.3,14,15,1,14,7,25,8,0,Matches
Kjell Scherpen,nl NED,GK,23-073,18.6,0,0,0,0,0,0,2,0.0,2,0,0,0,1,1,14,4,Matches
Kacper Kozłowski,pl POL,"MF,FW",19-172,16.9,31,17,16,10,5,14,45,31.1,31,18,2,16,12,43,4,0,Matches
Enzo Cornelisse,nl NED,DF,20-095,14.7,22,12,12,10,0,11,18,61.1,7,12,5,7,9,31,38,0,Matches
Bartosz Bialek,pl POL,FW,21-146,14.1,4,0,2,1,1,2,11,18.2,9,7,1,6,0,4,11,0,Matches
Gabriel Vidovic,hr CRO,"FW,MF",19-126,12.8,9,5,1,5,3,3,8,37.5,5,7,0,7,7,16,2,0,Matches
Alois Oroz,hr CRO,DF,22-159,9.0,8,7,7,1,0,3,12,25.0,9,13,3,10,14,22,42,0,Matches
Daan Reiziger,nl NED,GK,21-292,6.4,2,0,2,0,0,1,1,100.0,0,0,0,0,1,3,6,0,Matches
Francisco Reis Ferreira,pt POR,DF,26-011,6.2,14,6,10,3,1,9,17,52.9,8,7,3,4,4,18,20,0,Matches
Marco van Ginkel,nl NED,"MF,FW",30-126,5.8,3,2,2,0,1,1,9,11.1,8,3,0,3,2,5,5,0,Matches
Nicolas Isimat-Mirin,fr FRA,DF,31-142,5.7,9,4,5,4,0,4,7,57.1,3,5,4,1,4,13,36,1,Matches
Nikolai Baden Frederiksen,dk DEN,FW,22-323,5.8,4,2,1,2,1,4,7,57.1,3,7,2,5,0,4,5,0,Matches
Romaric Yapi,fr FRA,"FW,DF",22-267,3.8,3,3,1,1,1,1,3,33.3,2,4,2,2,3,6,10,0,Matches
Toni Domgjoni,xk KVX,MF,24-214,3.3,4,3,1,2,1,1,5,20.0,4,1,1,0,1,5,2,0,Matches
Mitchell Dijks,nl NED,DF,30-056,3.3,3,3,1,2,0,0,2,0.0,2,6,0,6,2,5,13,0,Matches
Mohamed Sankoh,nl NED,"FW,MF",19-172,4.6,2,1,0,2,0,0,1,0.0,1,2,0,2,0,2,0,0,Matches
Jeroen Houwen,nl NED,GK,27-047,2.0,0,0,0,0,0,0,0,,0,0,0,0,1,1,1,1,Matches
Tomáš Hájek,cz CZE,"DF,FW",31-126,1.7,3,2,1,2,0,0,1,0.0,1,1,1,0,4,7,10,0,Matches
Simon Van Duivenbooden,nl NED,FW,20-330,1.8,1,0,0,0,1,1,1,100.0,0,0,0,0,0,1,0,0,Matches
Thomas Buitink,nl NED,"FW,DF",22-296,1.4,2,1,2,0,0,0,1,0.0,1,2,0,2,0,2,4,0,Matches
Davy Pröpper,nl NED,MF,31-216,1.0,3,2,1,1,1,2,3,66.7,1,3,1,2,5,8,3,0,Matches
Miliano Jonathans,nl NED,"FW,MF",19-001,1.0,1,0,0,0,1,0,2,0.0,2,2,0,2,1,2,0,0,Matches
Daan Huisman,nl NED,MF,20-254,0.4,1,1,0,1,0,1,2,50.0,1,0,0,0,0,1,1,0,Matches
Gyan de Regt,nl NED,"FW,MF",20-235,0.1,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,Matches
Squad Total,,,24.0,27.0,393,240,182,153,58,190,428,44.4,238,279,77,202,259,652,539,11,
Opponent Total,,,26.0,27.0,551,327,285,211,55,292,505,57.8,213,318,98,220,279,830,576,3,
