Player,Nation,Pos,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
Alex Bangura,sl SLE,DF,23-264,22.7,1,8,2,25.0,0.35,0.09,0.13,0.5,14.4,0,0,0,0.5,0.5,0.06,0.5,0.5,Matches
Mitchell Paulissen,nl NED,MF,29-347,20.0,2,28,9,32.1,1.4,0.45,0.07,0.22,21.6,4,0,0,1.7,1.7,0.06,0.3,0.3,Matches
Daniël van Kaam,nl NED,MF,22-284,19.7,1,9,2,22.2,0.46,0.1,0.11,0.5,17.8,0,0,0,0.8,0.8,0.09,0.2,0.2,Matches
Leon Bergsma,nl NED,DF,26-068,19.4,0,7,2,28.6,0.36,0.1,0.0,0.0,8.8,0,0,0,1.3,1.3,0.18,-1.3,-1.3,Matches
Mees Hoedemakers,nl NED,MF,25-044,18.1,3,24,11,45.8,1.32,0.61,0.13,0.27,23.4,3,0,0,1.6,1.6,0.07,1.4,1.4,Matches
Marco Tol,nl NED,DF,24-343,17.2,0,2,0,0.0,0.12,0.0,0.0,,5.2,0,0,0,0.4,0.4,0.22,-0.4,-0.4,Matches
Doke Schmidt,nl NED,DF,30-361,16.5,0,4,0,0.0,0.24,0.0,0.0,,31.0,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches
João Virgínia,pt POR,GK,23-175,17.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Floris Smand,nl NED,DF,20-073,14.8,0,1,0,0.0,0.07,0.0,0.0,,28.5,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches
Silvester van der Water,nl NED,"FW,MF",26-185,12.3,1,14,8,57.1,1.13,0.65,0.07,0.13,19.6,0,0,0,1.3,1.3,0.09,-0.3,-0.3,Matches
Jamie Jacobs,nl NED,MF,25-121,12.4,2,40,11,27.5,3.24,0.89,0.05,0.18,17.5,0,0,0,6.2,6.2,0.15,-4.2,-4.2,Matches
Sai van Wermeskerken,jp JPN,DF,28-279,13.7,1,13,4,30.8,0.95,0.29,0.08,0.25,28.1,0,0,0,0.5,0.5,0.04,0.5,0.5,Matches
Michael Breij,nl NED,"FW,MF",26-078,13.5,2,26,10,38.5,1.92,0.74,0.08,0.2,18.9,0,0,0,2.8,2.8,0.11,-0.8,-0.8,Matches
Roberts Uldriķis,lv LVA,FW,25-000,10.7,0,30,8,26.7,2.81,0.75,0.0,0.0,12.5,0,0,0,4.0,4.0,0.13,-4.0,-4.0,Matches
Remco Balk,nl NED,"FW,MF",22-032,10.5,1,20,11,55.0,1.91,1.05,0.05,0.09,18.7,0,0,0,1.6,1.6,0.08,-0.6,-0.6,Matches
Robbin Ruiter,nl NED,GK,36-009,10.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Navarone Foor,nl NED,"MF,FW",31-058,7.2,1,13,5,38.5,1.8,0.69,0.08,0.2,22.2,3,0,0,1.3,1.3,0.1,-0.3,-0.3,Matches
Bjørn Johnsen,no NOR,FW,31-148,7.2,3,19,7,36.8,2.66,0.98,0.11,0.29,14.6,0,1,1,5.0,4.2,0.23,-2.0,-2.2,Matches
Tom Boere,nl NED,FW,30-130,6.8,0,9,2,22.2,1.31,0.29,0.0,0.0,13.2,0,0,0,1.3,1.3,0.14,-1.3,-1.3,Matches
Mimoun Mahi,ma MAR,"FW,MF",29-021,3.5,1,8,3,37.5,2.29,0.86,0.13,0.33,21.5,0,0,0,0.5,0.5,0.06,0.5,0.5,Matches
