Player,Nation,Pos,Age,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
Alex Bangura,sl SLE,DF,23-264,22.7,1291,70,456,567,294,33,1291,34,17,50.0,7,20.6,731,4937,2852,76,41,9,31,8,728,92,Matches
Mitchell Paulissen,nl NED,MF,29-347,20.0,919,40,211,435,288,38,919,38,19,50.0,17,44.7,483,2737,1394,44,28,8,41,21,532,59,Matches
Daniël van Kaam,nl NED,MF,22-284,19.7,727,35,158,434,150,12,727,39,26,66.7,9,23.1,461,3025,1449,36,30,4,31,27,473,47,Matches
Leon Bergsma,nl NED,DF,26-068,19.4,1295,212,695,576,35,11,1295,5,5,100.0,0,0.0,758,5018,3208,20,12,0,5,2,838,1,Matches
Mees Hoedemakers,nl NED,MF,25-044,18.1,1120,55,257,680,195,14,1120,16,11,68.8,4,25.0,582,3052,1426,31,22,3,27,9,632,29,Matches
Marco Tol,nl NED,DF,24-343,17.2,1034,183,560,462,15,11,1034,2,1,50.0,1,50.0,587,3561,2133,6,5,0,4,0,615,1,Matches
Doke Schmidt,nl NED,DF,30-361,16.5,1065,83,441,520,109,1,1065,5,1,20.0,4,80.0,443,2012,1147,13,10,1,3,3,498,4,Matches
João Virgínia,pt POR,GK,23-175,17.0,727,658,722,5,0,0,727,2,1,50.0,1,50.0,400,2433,1341,0,0,0,0,0,327,0,Matches
Floris Smand,nl NED,DF,20-073,14.8,960,167,524,430,9,2,960,3,2,66.7,1,33.3,552,3598,2116,10,5,1,8,0,563,3,Matches
Silvester van der Water,nl NED,"FW,MF",26-185,12.3,508,13,76,224,219,23,508,42,12,28.6,22,52.4,303,1667,699,27,21,6,48,8,311,81,Matches
Jamie Jacobs,nl NED,MF,25-121,12.4,516,20,101,231,187,49,516,13,5,38.5,8,61.5,240,1004,479,11,6,4,26,15,297,52,Matches
Sai van Wermeskerken,jp JPN,DF,28-279,13.7,873,70,360,395,124,5,873,16,6,37.5,8,50.0,420,2316,953,13,10,0,7,11,453,13,Matches
Michael Breij,nl NED,"FW,MF",26-078,13.5,561,23,83,252,234,34,561,37,10,27.0,25,67.6,330,1940,819,26,22,10,37,13,343,70,Matches
Roberts Uldriķis,lv LVA,FW,25-000,10.7,333,17,29,164,141,49,333,9,6,66.7,2,22.2,140,487,134,6,4,4,26,14,228,42,Matches
Remco Balk,nl NED,"FW,MF",22-032,10.5,408,11,75,136,207,31,408,26,10,38.5,11,42.3,231,1624,741,20,16,7,23,9,250,92,Matches
Robbin Ruiter,nl NED,GK,36-009,10.0,505,438,500,6,0,0,505,3,3,100.0,0,0.0,289,1518,782,0,0,0,0,0,241,0,Matches
Navarone Foor,nl NED,"MF,FW",31-058,7.2,360,8,52,147,163,19,360,20,9,45.0,9,45.0,196,1187,421,13,7,3,17,8,208,48,Matches
Bjørn Johnsen,no NOR,FW,31-148,7.2,227,22,27,111,89,34,226,6,2,33.3,4,66.7,105,241,74,3,2,1,28,3,156,31,Matches
Tom Boere,nl NED,FW,30-130,6.8,204,9,22,105,79,26,204,1,1,100.0,0,0.0,99,371,123,7,4,2,24,9,155,30,Matches
Mimoun Mahi,ma MAR,"FW,MF",29-021,3.5,166,16,36,61,72,13,166,13,3,23.1,8,61.5,103,753,380,13,6,7,6,5,97,32,Matches
Milan Smit,nl NED,"FW,MF",20-049,3.9,151,3,7,66,79,15,151,10,3,30.0,6,60.0,95,552,219,8,5,2,11,4,110,33,Matches
Robin Maulun,fr FRA,"MF,FW",26-131,3.9,262,2,32,131,104,3,262,9,6,66.7,2,22.2,156,883,387,12,12,0,7,2,174,24,Matches
Felix Mambimbi,ch SUI,"FW,MF",22-075,3.3,136,6,23,48,67,11,136,12,1,8.3,10,83.3,93,542,280,12,7,6,13,9,97,29,Matches
Calvin Mac-Intosch,sr SUR,DF,33-237,3.6,218,28,100,115,6,4,218,2,0,0.0,1,50.0,115,568,331,0,1,0,2,2,111,0,Matches
David Sambissa,ga GAB,"FW,MF",27-082,4.6,255,10,48,79,130,16,255,25,5,20.0,18,72.0,146,1175,589,27,15,5,14,8,155,51,Matches
Jasper Ter Heide,nl NED,"MF,FW",24-005,1.0,22,4,11,10,4,0,22,1,1,100.0,0,0.0,7,68,54,1,2,0,1,1,7,1,Matches
Vincent Pichel,nl NED,"MF,FW",21-142,0.8,20,1,3,8,9,2,20,0,0,,0,,9,81,45,2,1,0,1,0,10,2,Matches
Ben Rienstra,nl NED,"MF,DF",32-302,0.5,30,2,12,9,9,0,30,1,1,100.0,0,0.0,17,121,61,0,2,0,1,0,22,0,Matches
Sékou Oumar Sylla,gn GUI,DF,24-084,0.2,16,0,6,6,4,0,16,2,1,50.0,1,50.0,10,56,16,0,0,0,0,1,11,0,Matches
Sam Hendriks,nl NED,MF,28-068,0.1,6,0,2,2,2,0,6,0,0,,0,,3,11,0,0,0,0,4,0,2,1,Matches
Squad Total,,,26.3,27.0,14915,2206,5629,6415,3024,456,14914,392,168,42.9,179,45.7,8104,47538,24653,437,296,83,446,192,8644,868,
Opponent Total,,,25.6,27.0,16352,1625,4715,6851,4935,791,16346,525,240,45.7,241,45.9,9053,51574,27718,592,412,146,460,237,10207,1194,
