Player,Nation,Pos,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off.1,Matches
Alex Bangura,sl SLE,DF,23-264,24,2042.0,85.0,84.0,22.7,23,88.0,21,1,19.0,0,0.5,14.0,43.0,-29.0,-1.28,-1.05,27.5,38.6,-11.2,-0.49,0.52,Matches
Mitchell Paulissen,nl NED,MF,29-347,25,1801.0,72.0,74.1,20.0,21,80.0,10,4,30.0,1,0.64,14.0,36.0,-22.0,-1.1,0.05,21.1,34.7,-13.5,-0.68,-0.39,Matches
Daniël van Kaam,nl NED,MF,22-284,21,1774.0,84.0,73.0,19.7,20,85.0,16,1,78.0,2,0.57,16.0,40.0,-24.0,-1.22,-0.39,20.6,37.2,-16.7,-0.85,-1.0,Matches
Leon Bergsma,nl NED,DF,26-068,23,1750.0,76.0,72.0,19.4,20,82.0,13,3,34.0,1,0.7,17.0,35.0,-18.0,-0.93,0.66,21.6,34.7,-13.2,-0.68,-0.36,Matches
Mees Hoedemakers,nl NED,MF,25-044,22,1631.0,74.0,67.1,18.1,19,78.0,11,3,47.0,1,0.36,11.0,27.0,-16.0,-0.88,0.69,23.4,26.0,-2.6,-0.15,1.31,Matches
Marco Tol,nl NED,DF,24-343,19,1546.0,81.0,63.6,17.2,19,81.0,14,0,,3,0.63,9.0,31.0,-22.0,-1.28,-0.47,18.3,30.3,-12.0,-0.7,-0.34,Matches
Doke Schmidt,nl NED,DF,30-361,20,1485.0,74.0,61.1,16.5,18,77.0,10,2,47.0,4,0.8,13.0,23.0,-10.0,-0.61,1.3,18.8,25.9,-7.0,-0.43,0.39,Matches
João Virgínia,pt POR,GK,23-175,17,1530.0,90.0,63.0,17.0,17,90.0,17,0,,10,0.53,9.0,28.0,-19.0,-1.12,-0.02,19.3,28.4,-9.1,-0.53,0.11,Matches
Floris Smand,nl NED,DF,20-073,17,1333.0,78.0,54.9,14.8,16,80.0,12,1,61.0,10,0.47,11.0,31.0,-20.0,-1.35,-0.53,18.1,26.5,-8.4,-0.57,0.02,Matches
Silvester van der Water,nl NED,"FW,MF",26-185,20,1111.0,56.0,45.7,12.3,15,69.0,2,5,16.0,0,0.55,5.0,17.0,-12.0,-0.97,0.26,12.7,18.9,-6.2,-0.51,0.13,Matches
Jamie Jacobs,nl NED,MF,25-121,21,1112.0,53.0,45.8,12.4,14,68.0,4,7,23.0,0,0.71,7.0,20.0,-13.0,-1.05,0.11,15.8,21.0,-5.2,-0.42,0.28,Matches
Sai van Wermeskerken,jp JPN,DF,28-279,18,1235.0,69.0,50.8,13.7,13,81.0,10,5,35.0,7,0.56,14.0,31.0,-17.0,-1.24,-0.26,14.8,27.0,-12.1,-0.88,-0.63,Matches
Michael Breij,nl NED,"FW,MF",26-078,25,1216.0,49.0,50.0,13.5,13,73.0,2,12,22.0,1,0.64,11.0,27.0,-16.0,-1.18,-0.15,15.3,25.7,-10.4,-0.77,-0.39,Matches
Roberts Uldriķis,lv LVA,FW,25-000,21,961.0,46.0,39.5,10.7,10,77.0,3,11,18.0,2,0.62,7.0,12.0,-5.0,-0.47,1.06,14.4,16.7,-2.3,-0.21,0.6,Matches
Remco Balk,nl NED,"FW,MF",22-032,24,943.0,39.0,38.8,10.5,10,59.0,0,14,26.0,3,0.67,7.0,24.0,-17.0,-1.62,-0.84,13.4,20.6,-7.2,-0.69,-0.19,Matches
Robbin Ruiter,nl NED,GK,36-009,10,900.0,90.0,37.0,10.0,10,90.0,10,0,,16,0.7,12.0,23.0,-11.0,-1.1,0.02,13.0,19.5,-6.5,-0.65,-0.11,Matches
Navarone Foor,nl NED,"MF,FW",31-058,8,651.0,81.0,26.8,7.2,8,81.0,2,0,,0,0.5,10.0,19.0,-9.0,-1.24,-0.18,10.6,13.9,-3.2,-0.45,0.17,Matches
Bjørn Johnsen,no NOR,FW,31-148,8,644.0,81.0,26.5,7.2,7,87.0,5,1,33.0,0,0.5,10.0,19.0,-9.0,-1.26,-0.2,11.0,12.9,-1.8,-0.26,0.44,Matches
Tom Boere,nl NED,FW,30-130,13,616.0,47.0,25.3,6.8,7,72.0,3,6,18.0,3,0.46,5.0,8.0,-3.0,-0.44,0.9,8.9,9.5,-0.6,-0.09,0.65,Matches
Mimoun Mahi,ma MAR,"FW,MF",29-021,7,314.0,45.0,12.9,3.5,4,59.0,0,3,26.0,0,0.57,6.0,12.0,-6.0,-1.72,-0.7,5.8,7.8,-1.9,-0.56,0.02,Matches
Milan Smit,nl NED,"FW,MF",20-049,11,354.0,32.0,14.6,3.9,3,66.0,0,8,19.0,8,0.36,2.0,10.0,-8.0,-2.03,-1.08,5.0,8.0,-3.0,-0.76,-0.22,Matches
Robin Maulun,fr FRA,"MF,FW",26-131,7,348.0,50.0,14.3,3.9,3,85.0,2,4,24.0,3,0.29,1.0,4.0,-3.0,-0.78,0.39,7.4,5.2,2.2,0.58,1.34,Matches
Felix Mambimbi,ch SUI,"FW,MF",22-075,8,301.0,38.0,12.4,3.3,3,45.0,0,5,33.0,3,0.5,2.0,4.0,-2.0,-0.6,0.59,2.9,4.7,-1.8,-0.54,0.04,Matches
Calvin Mac-Intosch,sr SUR,DF,33-237,7,321.0,46.0,13.2,3.6,2,80.0,0,5,32.0,18,0.86,4.0,9.0,-5.0,-1.4,-0.34,4.9,6.1,-1.3,-0.35,0.26,Matches
David Sambissa,ga GAB,"FW,MF",27-082,16,411.0,26.0,16.9,4.6,1,57.0,0,15,24.0,6,0.69,6.0,9.0,-3.0,-0.66,0.55,6.3,10.0,-3.7,-0.81,-0.28,Matches
Jasper Ter Heide,nl NED,"MF,FW",24-005,4,90.0,23.0,3.7,1.0,1,65.0,0,3,8.0,4,1.0,3.0,5.0,-2.0,-2.0,-0.92,0.6,3.2,-2.7,-2.67,-2.17,Matches
Vincent Pichel,nl NED,"MF,FW",21-142,4,74.0,19.0,3.0,0.8,0,,0,4,19.0,8,0.25,0.0,2.0,-2.0,-2.43,-1.36,0.6,2.2,-1.6,-1.92,-1.39,Matches
Ben Rienstra,nl NED,"MF,DF",32-302,2,45.0,23.0,1.9,0.5,0,,0,2,23.0,6,0.0,1.0,2.0,-1.0,-2.0,-0.91,1.6,2.3,-0.7,-1.35,-0.79,Matches
Sékou Oumar Sylla,gn GUI,DF,24-084,1,17.0,17.0,0.7,0.2,0,,0,1,17.0,22,0.0,1.0,0.0,1.0,5.29,6.45,1.5,0.6,0.9,4.73,5.35,Matches
Sam Hendriks,nl NED,MF,28-068,1,8.0,8.0,0.3,0.1,0,,0,1,8.0,2,3.0,2.0,0.0,2.0,22.5,23.69,0.1,0.0,0.1,1.21,1.79,Matches
Jhondly van der Meer,ht HAI,MF,21-012,0,,,,,0,,0,0,,11,,,,,,,,,,,,Matches
