Rk,Squad,MP,W,D,L,GF,GA,GD,Pts,Pts/MP,xG,xGA,xGD,xGD/90,MP.1,W.1,D.1,L.1,GF.1,GA.1,GD.1,Pts.1,Pts/MP.1,xG.1,xGA.1,xGD.1,xGD/90.1
8,Mainz 05,12,5,4,3,22,14,8,19,1.58,16.3,13.2,3.0,0.25,12,5,2,5,17,21,-4,17,1.42,15.4,21.2,-5.7,-0.48
9,Leverkusen,12,5,2,5,25,17,8,17,1.42,21.8,12.5,9.3,0.78,12,5,2,5,18,22,-4,17,1.42,14.5,18.6,-4.1,-0.34
10,M'Gladbach,13,7,3,3,27,17,10,24,1.85,24.8,15.6,9.2,0.71,12,1,4,7,13,27,-14,7,0.58,13.1,22.0,-8.9,-0.74
11,Werder Bremen,13,5,1,7,22,21,1,16,1.23,16.4,16.8,-0.3,-0.03,12,4,3,5,17,27,-10,15,1.25,13.9,23.4,-9.5,-0.79
12,Augsburg,13,5,3,5,13,17,-4,18,1.38,14.6,19.3,-4.7,-0.36,12,3,1,8,19,28,-9,10,0.83,13.3,22.7,-9.4,-0.78
