Player,Nation,Pos,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches
Kouadio Koné,fr FRA,MF,21-324,24.3,1155,1127,17,16,2,4,4,1,0,0,0,0,990,11,24,Matches
Christoph Kramer,de GER,MF,32-046,22.7,1149,1089,55,36,2,4,11,9,0,0,0,0,948,5,33,Matches
Nico Elvedi,ch SUI,DF,26-188,23.5,1598,1548,48,41,1,2,0,1,0,0,0,0,1475,2,7,Matches
Marcus Thuram,fr FRA,FW,25-243,23.2,440,402,37,0,1,0,9,0,0,0,0,0,323,1,17,Matches
Jonas Hofmann,de GER,"FW,MF",30-266,22.6,1095,895,190,57,9,5,150,25,97,38,46,1,798,10,37,Matches
Joe Scally,us USA,DF,20-096,21.9,1040,832,207,24,0,1,33,183,0,0,0,0,824,1,32,Matches
Ramy Bensebaini,dz ALG,DF,27-355,21.8,1179,926,246,40,9,3,25,206,0,0,0,0,908,7,30,Matches
Ko Itakura,jp JPN,DF,26-069,15.6,1132,1097,33,29,1,2,1,4,0,0,0,0,1028,2,4,Matches
Alassane Pléa,fr FRA,FW,30-027,15.6,590,561,26,8,12,2,40,10,2,2,0,0,400,3,35,Matches
Lars Stindl,de GER,"FW,MF",34-223,15.1,556,530,24,12,4,3,13,2,8,2,6,0,440,2,19,Matches
Julian Weigl,de GER,MF,27-210,14.0,773,741,32,28,3,3,0,4,0,0,0,0,683,0,6,Matches
Marvin Friedrich,de GER,DF,27-114,10.7,740,704,32,29,1,6,0,3,0,0,0,0,630,4,5,Matches
Yann Sommer,ch SUI,GK,34-110,10.0,609,483,124,34,0,2,0,0,0,0,0,0,499,2,0,Matches
Florian Neuhaus,de GER,MF,26-021,9.5,351,344,4,2,4,2,5,2,0,0,0,0,270,3,16,Matches
Jonas Omlin,ch SUI,GK,29-086,8.3,483,409,74,19,0,3,0,0,0,0,0,0,398,0,0,Matches
Tobias Sippel,de GER,GK,35-015,5.7,260,193,67,19,0,0,0,0,0,0,0,0,174,0,0,Matches
Luca Netz,de GER,DF,19-326,4.6,228,182,45,7,1,0,5,35,3,3,0,0,175,1,8,Matches
Stefan Lainer,at AUT,DF,30-222,3.8,265,230,34,5,1,0,4,29,0,0,0,0,214,1,6,Matches
Hannes Wolf,at AUT,FW,23-355,3.8,128,127,1,0,1,1,2,1,0,0,0,0,101,0,5,Matches
Nathan N'Goumou,fr FRA,FW,23-023,3.7,112,98,13,2,0,0,10,10,0,0,0,0,82,1,6,Matches
Jan Jakob Olschowsky,de GER,GK,21-139,2.0,91,71,20,7,0,0,0,0,0,0,0,0,70,0,0,Matches
Tony Jantschke,de GER,"DF,MF",32-364,1.0,64,64,0,0,0,0,0,0,0,0,0,0,57,0,0,Matches
Patrick Herrmann,de GER,"FW,MF",32-053,1.7,94,71,22,6,1,0,10,14,2,0,0,0,65,1,4,Matches
Yvandro Borges Sanches,lu LUX,"FW,MF",18-317,0.3,9,8,1,0,0,0,2,0,0,0,0,0,8,0,0,Matches
Semir Telalovic,de GER,"MF,FW",23-104,0.1,2,2,0,0,0,0,0,0,0,0,0,0,1,0,1,Matches
Rocco Reitz,de GER,MF,20-312,0.0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,Matches
Oscar Fraulo,dk DEN,MF,19-121,0.0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,Matches
Squad Total,,,27.5,26.0,14147,12738,1352,421,53,43,324,539,112,45,52,1,11564,57,295,
Opponent Total,,,27.2,26.0,12200,10990,1135,293,21,94,518,490,137,58,47,0,9476,75,266,
