Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1,Matches
Kouadio Koné,fr FRA,MF,21-324,25,25,2189.0,24.3,1.0,1.0,2.0,1.0,0.0,0.0,10.0,0.0,1.0,1.0,1.2,2.2,39.0,138.0,41.0,0.04,0.04,0.08,0.04,0.08,0.04,0.05,0.09,0.04,0.09,Matches
Christoph Kramer,de GER,MF,32-046,25,25,2045.0,22.7,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.3,0.3,1.7,2.0,24.0,74.0,59.0,0.0,0.0,0.0,0.0,0.0,0.01,0.07,0.09,0.01,0.09,Matches
Nico Elvedi,ch SUI,DF,26-188,24,24,2115.0,23.5,3.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,2.2,2.2,0.3,2.5,15.0,61.0,4.0,0.13,0.0,0.13,0.13,0.13,0.09,0.01,0.11,0.09,0.11,Matches
Marcus Thuram,fr FRA,FW,25-243,25,23,2087.0,23.2,12.0,3.0,15.0,12.0,0.0,0.0,3.0,0.0,13.5,13.5,3.6,17.1,61.0,41.0,133.0,0.52,0.13,0.65,0.52,0.65,0.58,0.16,0.74,0.58,0.74,Matches
Jonas Hofmann,de GER,"FW,MF",30-266,23,23,2030.0,22.6,8.0,8.0,16.0,8.0,0.0,1.0,1.0,0.0,5.1,4.4,9.3,13.7,53.0,71.0,151.0,0.35,0.35,0.71,0.35,0.71,0.23,0.41,0.64,0.2,0.61,Matches
Joe Scally,us USA,DF,20-096,24,22,1974.0,21.9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.5,0.5,1.8,2.3,27.0,55.0,53.0,0.0,0.0,0.0,0.0,0.0,0.02,0.08,0.1,0.02,0.1,Matches
Ramy Bensebaini,dz ALG,DF,27-355,22,22,1964.0,21.8,5.0,0.0,5.0,4.0,1.0,1.0,6.0,1.0,4.0,3.2,1.8,5.0,33.0,81.0,74.0,0.23,0.0,0.23,0.18,0.18,0.18,0.08,0.27,0.15,0.23,Matches
Ko Itakura,jp JPN,DF,26-069,17,16,1405.0,15.6,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.5,0.5,0.2,0.7,16.0,37.0,1.0,0.0,0.13,0.13,0.0,0.13,0.03,0.01,0.04,0.03,0.04,Matches
Alassane Pléa,fr FRA,FW,30-027,22,16,1402.0,15.6,2.0,8.0,10.0,1.0,1.0,2.0,4.0,0.0,4.7,3.2,3.0,6.1,31.0,76.0,130.0,0.13,0.51,0.64,0.06,0.58,0.3,0.19,0.5,0.2,0.39,Matches
Lars Stindl,de GER,"FW,MF",34-223,21,16,1361.0,15.1,5.0,6.0,11.0,5.0,0.0,0.0,7.0,0.0,3.3,3.3,3.9,7.2,20.0,56.0,65.0,0.33,0.4,0.73,0.33,0.73,0.22,0.26,0.48,0.22,0.48,Matches
Julian Weigl,de GER,MF,27-210,16,14,1264.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.3,0.3,0.4,0.7,3.0,46.0,2.0,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.05,0.02,0.05,Matches
Marvin Friedrich,de GER,DF,27-114,15,10,964.0,10.7,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.6,0.6,0.4,1.0,3.0,30.0,4.0,0.09,0.0,0.09,0.09,0.09,0.06,0.04,0.1,0.06,0.1,Matches
Yann Sommer,ch SUI,GK,34-110,10,10,900.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Florian Neuhaus,de GER,MF,26-021,16,9,853.0,9.5,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.5,1.5,1.7,3.1,15.0,45.0,29.0,0.11,0.0,0.11,0.11,0.11,0.16,0.17,0.33,0.16,0.33,Matches
Jonas Omlin,ch SUI,GK,29-086,9,9,750.0,8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Matches
Tobias Sippel,de GER,GK,35-015,6,5,510.0,5.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Luca Netz,de GER,DF,19-326,12,4,414.0,4.6,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,1.1,7.0,7.0,17.0,0.0,0.43,0.43,0.0,0.43,0.0,0.23,0.23,0.0,0.23,Matches
Stefan Lainer,at AUT,DF,30-222,10,4,341.0,3.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.2,0.3,11.0,17.0,9.0,0.0,0.0,0.0,0.0,0.0,0.01,0.06,0.07,0.01,0.07,Matches
Hannes Wolf,at AUT,FW,23-355,13,3,345.0,3.8,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.3,1.3,0.1,1.4,9.0,7.0,32.0,0.26,0.26,0.52,0.26,0.52,0.34,0.02,0.36,0.34,0.36,Matches
Nathan N'Goumou,fr FRA,FW,23-023,13,3,329.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.2,10.0,6.0,28.0,0.0,0.0,0.0,0.0,0.0,0.02,0.05,0.07,0.02,0.07,Matches
Jan Jakob Olschowsky,de GER,GK,21-139,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Tony Jantschke,de GER,"DF,MF",32-364,6,1,89.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Patrick Herrmann,de GER,"FW,MF",32-053,18,0,149.0,1.7,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.4,0.4,0.4,0.8,6.0,6.0,12.0,0.6,0.0,0.6,0.6,0.6,0.21,0.25,0.47,0.21,0.47,Matches
Yvandro Borges Sanches,lu LUX,"FW,MF",18-317,3,0,28.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.34,0.34,0.34,Matches
Semir Telalovic,de GER,"MF,FW",23-104,2,0,6.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Rocco Reitz,de GER,MF,20-312,1,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Oscar Fraulo,dk DEN,MF,19-121,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Jordan Beyer,de GER,DF,22-322,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Maximilian Brüll,de GER,GK,20-223,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Florian Dimmer,de GER,GK,18-081,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Torben Müsel,de GER,FW,23-255,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Connor Noß,ie IRL,MF,22-095,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Squad Total,,,27.5,26,286,2340.0,26.0,40.0,31.0,71.0,38.0,2.0,4.0,48.0,2.0,38.8,35.8,31.0,66.8,384.0,855.0,849.0,1.54,1.19,2.73,1.46,2.65,1.49,1.19,2.69,1.38,2.57,
Opponent Total,,,27.2,26,286,2340.0,26.0,43.0,30.0,73.0,39.0,4.0,4.0,55.0,4.0,38.5,35.3,25.8,61.1,438.0,1011.0,999.0,1.65,1.15,2.81,1.5,2.65,1.48,0.99,2.47,1.36,2.35,
