Player,Nation,Pos,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off.1,Matches
Kouadio Koné,fr FRA,MF,21-324,25,2189.0,88.0,93.5,24.3,25,88.0,15,0,,0,1.28,36.0,41.0,-5.0,-0.21,-0.8,36.9,36.2,0.7,0.03,0.23,Matches
Christoph Kramer,de GER,MF,32-046,25,2045.0,82.0,87.4,22.7,25,82.0,16,0,,0,1.24,33.0,36.0,-3.0,-0.13,0.17,34.5,33.0,1.5,0.07,0.43,Matches
Nico Elvedi,ch SUI,DF,26-188,24,2115.0,88.0,90.4,23.5,24,88.0,23,0,,0,1.17,37.0,42.0,-5.0,-0.21,-0.61,36.3,36.0,0.3,0.01,-0.01,Matches
Marcus Thuram,fr FRA,FW,25-243,25,2087.0,83.0,89.2,23.2,23,89.0,18,2,21.0,0,1.28,35.0,37.0,-2.0,-0.09,0.63,34.4,34.2,0.2,0.01,-0.04,Matches
Jonas Hofmann,de GER,"FW,MF",30-266,23,2030.0,88.0,86.8,22.6,23,88.0,11,0,,0,1.39,33.0,36.0,-3.0,-0.13,0.16,34.4,33.1,1.3,0.06,0.32,Matches
Joe Scally,us USA,DF,20-096,24,1974.0,82.0,84.4,21.9,22,88.0,14,2,23.0,2,1.21,36.0,33.0,3.0,0.14,1.86,33.1,32.0,1.1,0.05,0.23,Matches
Ramy Bensebaini,dz ALG,DF,27-355,22,1964.0,89.0,83.9,21.8,22,89.0,18,0,,0,1.36,35.0,32.0,3.0,0.14,1.81,32.3,28.2,4.1,0.19,1.09,Matches
Ko Itakura,jp JPN,DF,26-069,17,1405.0,83.0,60.0,15.6,16,88.0,15,1,3.0,0,1.24,19.0,24.0,-5.0,-0.32,-0.42,22.8,22.4,0.4,0.03,0.03,Matches
Alassane Pléa,fr FRA,FW,30-027,22,1402.0,64.0,59.9,15.6,16,80.0,6,6,21.0,1,1.14,21.0,25.0,-4.0,-0.26,-0.26,21.7,19.2,2.4,0.16,0.36,Matches
Lars Stindl,de GER,"FW,MF",34-223,21,1361.0,65.0,58.2,15.1,16,78.0,1,5,23.0,2,1.14,25.0,25.0,0.0,0.0,0.37,22.3,23.2,-0.9,-0.06,-0.18,Matches
Julian Weigl,de GER,MF,27-210,16,1264.0,79.0,54.0,14.0,14,88.0,11,2,19.0,0,1.31,28.0,24.0,4.0,0.28,0.95,20.2,21.5,-1.3,-0.09,-0.23,Matches
Marvin Friedrich,de GER,DF,27-114,15,964.0,64.0,41.2,10.7,10,90.0,10,5,13.0,10,1.27,21.0,22.0,-1.0,-0.09,0.1,16.2,17.5,-1.2,-0.12,-0.22,Matches
Yann Sommer,ch SUI,GK,34-110,10,900.0,90.0,38.5,10.0,10,90.0,10,0,,0,1.6,18.0,14.0,4.0,0.4,0.9,17.5,12.8,4.7,0.47,0.74,Matches
Florian Neuhaus,de GER,MF,26-021,16,853.0,53.0,36.5,9.5,9,80.0,5,7,19.0,1,1.0,12.0,13.0,-1.0,-0.11,0.08,16.1,11.7,4.4,0.46,0.7,Matches
Jonas Omlin,ch SUI,GK,29-086,9,750.0,83.0,32.1,8.3,9,83.0,8,0,,0,1.0,12.0,14.0,-2.0,-0.24,-0.13,11.8,12.2,-0.4,-0.04,-0.09,Matches
Tobias Sippel,de GER,GK,35-015,6,510.0,85.0,21.8,5.7,5,90.0,5,1,60.0,10,0.67,5.0,12.0,-7.0,-1.24,-1.38,6.6,8.4,-1.8,-0.33,-0.43,Matches
Luca Netz,de GER,DF,19-326,12,414.0,35.0,17.7,4.6,4,90.0,3,8,7.0,12,1.25,8.0,11.0,-3.0,-0.65,-0.61,7.8,9.9,-2.1,-0.46,-0.58,Matches
Stefan Lainer,at AUT,DF,30-222,10,341.0,34.0,14.6,3.8,4,77.0,1,6,5.0,11,1.5,4.0,11.0,-7.0,-1.85,-1.98,5.6,6.3,-0.7,-0.18,-0.23,Matches
Hannes Wolf,at AUT,FW,23-355,13,345.0,27.0,14.7,3.8,3,73.0,0,10,13.0,5,1.23,7.0,9.0,-2.0,-0.52,-0.43,4.9,7.9,-3.1,-0.8,-0.95,Matches
Nathan N'Goumou,fr FRA,FW,23-023,13,329.0,25.0,14.1,3.7,3,67.0,0,10,13.0,9,0.69,2.0,5.0,-3.0,-0.82,-0.78,3.4,5.3,-1.9,-0.53,-0.63,Matches
Jan Jakob Olschowsky,de GER,GK,21-139,2,180.0,90.0,7.7,2.0,2,90.0,2,0,,11,1.5,5.0,4.0,1.0,0.5,0.71,2.9,5.0,-2.1,-1.07,-1.18,Matches
Tony Jantschke,de GER,"DF,MF",32-364,6,89.0,15.0,3.8,1.0,1,79.0,0,5,2.0,13,2.17,2.0,3.0,-1.0,-1.01,-0.89,1.1,1.5,-0.4,-0.42,-0.45,Matches
Patrick Herrmann,de GER,"FW,MF",32-053,18,149.0,8.0,6.4,1.7,0,,0,18,8.0,6,1.33,5.0,8.0,-3.0,-1.81,-1.77,3.4,4.6,-1.3,-0.77,-0.83,Matches
Yvandro Borges Sanches,lu LUX,"FW,MF",18-317,3,28.0,9.0,1.2,0.3,0,,0,3,9.0,10,1.33,1.0,2.0,-1.0,-3.21,-3.1,0.6,0.7,-0.1,-0.17,-0.18,Matches
Semir Telalovic,de GER,"MF,FW",23-104,2,6.0,3.0,0.3,0.1,0,,0,2,3.0,1,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,-0.01,Matches
Rocco Reitz,de GER,MF,20-312,1,3.0,3.0,0.1,0.0,0,,0,1,3.0,12,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,-0.01,Matches
Oscar Fraulo,dk DEN,MF,19-121,1,1.0,1.0,0.0,0.0,0,,0,1,1.0,11,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,-0.01,Matches
Jordan Beyer,de GER,DF,22-322,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
Maximilian Brüll,de GER,GK,20-223,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
Florian Dimmer,de GER,GK,18-081,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
Torben Müsel,de GER,FW,23-255,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
Connor Noß,ie IRL,MF,22-095,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches
Squad Total,,,27.5,26,2340.0,90.0,100.0,26.0,286,86.0,192,95,12.0,139,1.23,40.0,44.0,-4.0,-0.15,,38.8,38.5,0.4,0.01,,
Opponent Total,,,27.2,26,2340.0,90.0,100.0,26.0,286,86.0,192,95,12.0,109,1.46,44.0,40.0,4.0,0.15,,38.5,38.8,-0.4,-0.01,,
