Player,Nation,Pos,Age,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Kouadio Koné,fr FRA,MF,21-306,23.3,974,1136,85.7,15146,4847,508,561,90.6,382,425,89.9,54,81,66.7,1,1.2,1.1,-0.2,17,116,12,0,136,Matches
Christoph Kramer,de GER,MF,32-028,21.7,917,1109,82.7,13208,3973,528,587,89.9,302,358,84.4,39,64,60.9,0,1.7,1.6,-1.7,13,54,11,2,72,Matches
Nico Elvedi,ch SUI,DF,26-170,22.5,1411,1526,92.5,26132,8110,502,537,93.5,769,796,96.6,122,158,77.2,0,0.3,0.4,-0.3,5,36,0,0,60,Matches
Marcus Thuram,fr FRA,FW,25-225,22.2,313,428,73.1,4042,720,190,236,80.5,89,117,76.1,6,13,46.2,3,3.1,1.3,-0.1,19,13,16,0,40,Matches
Jonas Hofmann,de GER,"FW,MF",30-248,21.6,778,1058,73.5,13488,4225,376,431,87.2,269,346,77.7,94,185,50.8,8,9.1,7.6,-1.1,75,42,30,6,71,Matches
Joe Scally,us USA,DF,20-078,20.9,791,995,79.5,12410,3755,419,474,88.4,311,364,85.4,50,99,50.5,0,1.8,2.2,-1.8,13,34,15,9,52,Matches
Ramy Bensebaini,dz ALG,DF,27-337,20.8,866,1117,77.5,14759,5784,426,476,89.5,343,418,82.1,79,156,50.6,0,1.5,2.0,-1.5,11,67,22,1,81,Matches
Alassane Pléa,fr FRA,FW,30-009,15.5,398,588,67.7,6105,2294,214,262,81.7,120,175,68.6,34,70,48.6,8,3.0,4.4,5.0,28,52,28,6,75,Matches
Ko Itakura,jp JPN,DF,26-051,14.6,969,1061,91.3,17624,5746,339,356,95.2,575,611,94.1,52,80,65.0,2,0.2,0.3,1.8,3,39,4,0,37,Matches
Lars Stindl,de GER,"FW,MF",34-205,14.2,428,540,79.3,6560,1846,229,270,84.8,145,174,83.3,29,44,65.9,6,3.9,2.8,2.1,25,45,14,0,54,Matches
Julian Weigl,de GER,MF,27-192,14.0,683,773,88.4,12133,3063,295,321,91.9,325,355,91.5,55,78,70.5,0,0.4,0.6,-0.4,2,32,5,0,46,Matches
Marvin Friedrich,de GER,DF,27-096,10.7,630,740,85.1,11849,3795,225,241,93.4,351,377,93.1,50,104,48.1,0,0.4,0.6,-0.4,4,16,0,0,30,Matches
Yann Sommer,ch SUI,GK,34-092,10.0,499,609,81.9,11448,7432,124,125,99.2,280,285,98.2,94,196,48.0,0,0.0,0.0,0.0,0,5,0,0,0,Matches
Florian Neuhaus,de GER,MF,26-003,8.5,249,327,76.1,3778,1278,140,160,87.5,84,107,78.5,14,26,53.8,0,1.7,1.3,-1.7,8,29,8,1,40,Matches
Jonas Omlin,ch SUI,GK,29-068,7.3,322,396,81.3,7966,5271,70,71,98.6,169,172,98.3,83,153,54.2,0,0.1,0.0,-0.1,1,3,0,0,0,Matches
Tobias Sippel,de GER,GK,34-362,5.7,174,260,66.9,4274,3193,44,45,97.8,85,86,98.8,43,127,33.9,0,0.0,0.0,0.0,0,3,0,0,0,Matches
Luca Netz,de GER,DF,19-308,4.6,175,228,76.8,2503,801,101,110,91.8,59,78,75.6,8,24,33.3,2,1.1,0.8,0.9,3,5,1,0,7,Matches
Stefan Lainer,at AUT,DF,30-204,3.8,214,265,80.8,3279,1060,115,131,87.8,84,104,80.8,10,17,58.8,0,0.2,0.3,-0.2,1,15,2,0,17,Matches
Hannes Wolf,at AUT,FW,23-337,3.8,101,128,78.9,1247,164,58,68,85.3,26,28,92.9,4,7,57.1,1,0.1,0.2,0.9,2,2,1,0,7,Matches
Nathan N'Goumou,fr FRA,FW,23-005,3.6,81,110,73.6,1063,330,52,62,83.9,18,26,69.2,4,7,57.1,0,0.2,0.3,-0.2,2,1,4,3,6,Matches
Jan Jakob Olschowsky,de GER,GK,21-121,2.0,70,91,76.9,1737,1105,13,13,100.0,41,41,100.0,16,37,43.2,0,0.0,0.0,0.0,0,2,0,0,0,Matches
Tony Jantschke,de GER,"DF,MF",32-346,1.0,57,64,89.1,1031,282,18,19,94.7,33,36,91.7,5,8,62.5,0,0.0,0.0,0.0,0,0,0,0,1,Matches
Patrick Herrmann,de GER,"FW,MF",32-035,1.7,65,94,69.1,976,379,35,38,92.1,24,34,70.6,3,12,25.0,0,0.4,0.6,-0.4,3,7,3,1,6,Matches
Yvandro Borges Sanches,lu LUX,"FW,MF",18-299,0.3,8,9,88.9,113,17,2,2,100.0,3,4,75.0,1,1,100.0,0,0.0,0.0,0.0,0,0,1,1,0,Matches
Semir Telalovic,de GER,"MF,FW",23-086,0.1,1,2,50.0,6,0,1,1,100.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Rocco Reitz,de GER,MF,20-294,0.0,2,2,100.0,30,0,1,1,100.0,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Oscar Fraulo,dk DEN,MF,19-103,0.0,1,2,50.0,10,0,1,1,100.0,0,0,,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Squad Total,,,27.5,25.0,11177,13658,81.8,192917,69470,5026,5599,89.8,4888,5518,88.6,949,1748,54.3,31,30.0,28.5,1.0,235,618,177,30,838,
Opponent Total,,,27.1,25.0,9081,11685,77.7,164610,61437,3852,4481,86.0,4020,4708,85.4,974,1805,54.0,30,25.0,29.6,5.0,242,702,203,52,973,
