Player,Nation,Pos,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off.1,Matches
James Tarkowski,eng ENG,DF,30-138,29,2610.0,90.0,100.0,29.0,29,90.0,29,0,,0,0.93,23.0,41.0,-18.0,-0.62,,31.5,48.3,-16.8,-0.58,,Matches
Alex Iwobi,ng NGA,"MF,FW",26-338,29,2568.0,89.0,98.4,28.5,29,89.0,25,0,,0,0.93,23.0,40.0,-17.0,-0.6,1.55,31.2,47.3,-16.1,-0.56,0.89,Matches
Jordan Pickford,eng ENG,GK,29-030,28,2520.0,90.0,96.6,28.0,28,90.0,28,0,,0,0.86,22.0,41.0,-19.0,-0.68,-1.68,31.2,47.3,-16.1,-0.58,0.1,Matches
Vitaliy Mykolenko,ua UKR,"DF,MF",23-312,28,2160.0,77.0,82.8,24.0,25,86.0,22,3,7.0,0,0.93,19.0,35.0,-16.0,-0.67,-0.27,26.1,40.2,-14.1,-0.59,-0.05,Matches
Amadou Onana,be BEL,MF,21-233,27,2147.0,80.0,82.3,23.9,25,84.0,15,2,22.0,0,1.0,20.0,33.0,-13.0,-0.54,0.43,27.2,40.2,-13.0,-0.54,0.2,Matches
Demarai Gray,eng ENG,"FW,MF",26-282,27,2099.0,78.0,80.4,23.3,23,86.0,14,4,29.0,2,0.78,17.0,34.0,-17.0,-0.73,-0.55,24.1,38.7,-14.6,-0.63,-0.24,Matches
Idrissa Gana Gueye,sn SEN,MF,33-192,24,1877.0,78.0,71.9,20.9,23,80.0,11,1,29.0,0,1.0,16.0,30.0,-14.0,-0.67,-0.18,21.3,33.8,-12.5,-0.6,-0.07,Matches
Conor Coady,eng ENG,DF,30-040,22,1970.0,90.0,75.5,21.9,22,90.0,21,0,,5,0.95,15.0,28.0,-13.0,-0.59,0.11,22.3,35.4,-13.1,-0.6,-0.07,Matches
Dwight McNeil,eng ENG,"FW,MF",23-135,27,1688.0,63.0,64.7,18.8,19,80.0,10,8,22.0,2,0.96,15.0,30.0,-15.0,-0.8,-0.51,21.5,32.8,-11.3,-0.6,-0.07,Matches
Séamus Coleman,ie IRL,DF,34-177,21,1526.0,73.0,58.5,17.0,18,79.0,9,3,37.0,7,0.95,14.0,21.0,-7.0,-0.41,0.5,19.1,27.8,-8.7,-0.51,0.16,Matches
Anthony Gordon,eng ENG,FW,22-041,16,1095.0,68.0,42.0,12.2,12,85.0,7,4,19.0,1,0.88,10.0,13.0,-3.0,-0.25,0.64,13.2,17.5,-4.3,-0.36,0.38,Matches
Abdoulaye Doucouré,ml MLI,MF,30-095,19,993.0,52.0,38.0,11.0,11,81.0,8,8,13.0,4,1.16,8.0,15.0,-7.0,-0.63,-0.02,13.2,17.7,-4.5,-0.41,0.27,Matches
Nathan Patterson,sct SCO,"DF,MF",21-172,13,988.0,76.0,37.9,11.0,11,86.0,9,2,24.0,0,0.69,7.0,17.0,-10.0,-0.91,-0.47,10.9,18.1,-7.2,-0.66,-0.12,Matches
Neal Maupay,fr FRA,FW,26-235,20,947.0,47.0,36.3,10.5,10,78.0,1,10,16.0,4,1.1,8.0,12.0,-4.0,-0.38,0.38,11.3,16.8,-5.6,-0.53,0.08,Matches
Dominic Calvert-Lewin,eng ENG,FW,26-021,11,731.0,66.0,28.0,8.1,9,77.0,3,2,20.0,0,0.73,5.0,12.0,-7.0,-0.86,-0.33,7.9,12.5,-4.5,-0.56,0.03,Matches
Ben Godfrey,eng ENG,DF,25-081,9,601.0,67.0,23.0,6.7,7,79.0,5,2,23.0,5,0.78,8.0,11.0,-3.0,-0.45,0.22,7.4,11.2,-3.8,-0.57,0.01,Matches
Michael Keane,eng ENG,DF,30-085,6,473.0,79.0,18.1,5.3,5,90.0,5,1,23.0,17,1.17,6.0,10.0,-4.0,-0.76,-0.17,6.2,10.2,-4.0,-0.76,-0.22,Matches
Tom Davies,eng ENG,MF,24-280,17,485.0,29.0,18.6,5.4,4,66.0,1,13,17.0,11,1.12,3.0,8.0,-5.0,-0.93,-0.38,5.5,10.5,-5.0,-0.93,-0.44,Matches
Mason Holgate,eng ENG,"DF,MF",26-166,5,365.0,73.0,14.0,4.1,3,82.0,2,2,59.0,16,0.4,3.0,6.0,-3.0,-0.74,-0.14,5.0,7.7,-2.7,-0.68,-0.11,Matches
Yerry Mina,co COL,DF,28-195,3,234.0,78.0,9.0,2.6,3,78.0,1,0,,12,0.0,1.0,4.0,-3.0,-1.15,-0.59,2.3,4.1,-1.8,-0.7,-0.14,Matches
Ellis Simms,eng ENG,FW,22-091,7,128.0,18.0,4.9,1.4,1,60.0,0,6,11.0,5,0.71,3.0,3.0,0.0,0.0,0.65,2.0,3.0,-1.0,-0.69,-0.12,Matches
Salomón Rondón,ve VEN,FW,33-202,7,109.0,16.0,4.2,1.2,1,56.0,0,6,9.0,3,1.14,1.0,2.0,-1.0,-0.83,-0.21,1.8,2.8,-1.0,-0.81,-0.24,Matches
Asmir Begović,ba BIH,GK,35-290,1,90.0,90.0,3.4,1.0,1,90.0,1,0,,28,3.0,1.0,0.0,1.0,1.0,1.68,0.4,1.0,-0.7,-0.67,-0.1,Matches
James Garner,eng ENG,MF,22-024,7,149.0,21.0,5.7,1.7,0,,0,7,21.0,5,0.71,2.0,2.0,0.0,0.0,0.66,1.1,2.8,-1.6,-0.99,-0.43,Matches
Dele Alli,eng ENG,MF,26-360,2,40.0,20.0,1.5,0.4,0,,0,2,20.0,1,0.0,1.0,1.0,0.0,0.0,0.63,1.0,1.7,-0.7,-1.57,-1.01,Matches
Isaac Price,nir NIR,MF,19-192,1,33.0,33.0,1.3,0.4,0,,0,1,33.0,2,0.0,1.0,0.0,1.0,2.73,3.39,1.0,0.4,0.6,1.61,2.21,Matches
Rúben Vinagre,pt POR,"DF,MF",23-362,2,26.0,13.0,1.0,0.3,0,,0,2,13.0,19,0.5,0.0,0.0,0.0,0.0,0.63,0.1,0.3,-0.3,-0.88,-0.31,Matches
Thomas Cannon,ie IRL,FW,20-099,2,25.0,13.0,1.0,0.3,0,,0,2,13.0,0,0.0,0.0,1.0,-1.0,-3.6,-3.01,0.8,0.4,0.4,1.28,1.88,Matches
Kyle Alex John,eng ENG,DF,22-052,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
Allan,br BRA,"DF,MF",32-088,0,,,,,0,,0,0,,5,,,,,,,,,,,,Matches
Jean-Philippe Gbamin,ci CIV,"DF,MF",27-193,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
André Gomes,pt POR,MF,29-250,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
Eldin Jakupović,ch SUI,GK,38-186,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
Stanley Mills,eng ENG,MF,19-163,0,,,,,0,,0,0,,6,,,,,,,,,,,,Matches
Lewis Warrington,eng ENG,MF,20-178,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
Reece Welch,eng ENG,DF,19-199,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
Squad Total,,,27.3,29,2610.0,90.0,100.0,29.0,319,84.0,227,91,19.0,170,0.93,23.0,41.0,-18.0,-0.62,,31.5,48.3,-16.8,-0.58,,
Opponent Total,,,27.2,29,2610.0,90.0,100.0,29.0,319,84.0,227,91,19.0,145,1.76,41.0,23.0,18.0,0.62,,48.3,31.5,16.8,0.58,,
