Player,Nation,Pos,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches
James Tarkowski,eng ENG,DF,30-135,28.0,1303,1252,44,40,3,16,0,3,0,0,0,0,1069,7,4,Matches
Alex Iwobi,ng NGA,"MF,FW",26-335,27.5,1156,1107,42,3,11,13,70,20,13,11,1,0,883,7,36,Matches
Jordan Pickford,eng ENG,GK,29-027,27.0,962,616,343,109,1,3,0,0,0,0,0,0,569,3,1,Matches
Vitaliy Mykolenko,ua UKR,"DF,MF",23-309,23.8,1092,878,207,9,1,2,47,196,2,1,1,0,829,7,24,Matches
Amadou Onana,be BEL,MF,21-230,22.9,797,788,6,4,3,6,4,1,0,0,0,0,659,3,5,Matches
Demarai Gray,eng ENG,"FW,MF",26-279,22.5,725,576,149,48,2,8,149,6,66,45,20,0,498,0,32,Matches
Conor Coady,eng ENG,DF,30-037,21.9,1149,1110,34,30,1,9,1,3,0,0,0,0,972,5,1,Matches
Idrissa Gana Gueye,sn SEN,MF,33-189,19.9,910,893,13,12,1,4,6,1,0,0,0,0,771,4,18,Matches
Dwight McNeil,eng ENG,"FW,MF",23-132,17.8,630,552,73,25,3,4,120,10,38,34,1,0,428,5,37,Matches
Séamus Coleman,ie IRL,DF,34-174,16.1,672,529,143,10,0,3,14,133,0,0,0,0,512,0,18,Matches
Anthony Gordon,eng ENG,FW,22-038,12.2,280,272,7,0,1,1,25,1,2,2,0,0,193,1,10,Matches
Nathan Patterson,sct SCO,"DF,MF",21-169,11.0,517,399,117,5,1,0,29,112,0,0,0,0,396,1,9,Matches
Neal Maupay,fr FRA,FW,26-232,10.5,212,190,21,1,0,1,2,2,0,0,0,0,157,1,8,Matches
Abdoulaye Doucouré,ml MLI,MF,30-092,10.4,369,360,7,0,1,0,4,0,0,0,0,0,291,2,9,Matches
Dominic Calvert-Lewin,eng ENG,FW,26-018,8.1,139,138,1,0,0,0,2,0,0,0,0,0,86,0,4,Matches
Ben Godfrey,eng ENG,DF,25-078,5.7,180,153,26,1,0,0,4,25,0,0,0,0,114,1,6,Matches
Tom Davies,eng ENG,MF,24-277,5.3,206,200,5,4,3,3,2,1,0,0,0,0,151,1,4,Matches
Michael Keane,eng ENG,DF,30-082,4.3,120,120,0,0,0,0,0,0,0,0,0,0,83,0,4,Matches
Mason Holgate,eng ENG,"DF,MF",26-163,4.1,155,146,8,5,1,5,1,3,0,0,0,0,111,1,1,Matches
Yerry Mina,co COL,DF,28-192,2.6,174,163,11,10,0,1,0,1,0,0,0,0,156,0,0,Matches
Ellis Simms,eng ENG,FW,22-088,1.3,31,31,0,0,1,0,0,0,0,0,0,0,18,0,0,Matches
Salomón Rondón,ve VEN,FW,33-199,1.2,29,28,1,0,0,0,0,1,0,0,0,0,22,0,0,Matches
Asmir Begović,ba BIH,GK,35-287,1.0,30,21,9,1,0,0,0,0,0,0,0,0,21,0,0,Matches
James Garner,eng ENG,MF,22-021,1.6,79,74,5,0,0,1,6,0,5,4,1,0,59,0,2,Matches
Dele Alli,eng ENG,MF,26-357,0.4,15,13,2,1,0,0,0,0,0,0,0,0,12,0,0,Matches
Isaac Price,nir NIR,MF,19-189,0.4,14,14,0,0,0,0,1,0,0,0,0,0,12,0,0,Matches
Rúben Vinagre,pt POR,"DF,MF",23-359,0.3,24,19,5,1,0,0,2,4,0,0,0,0,15,0,1,Matches
Thomas Cannon,ie IRL,FW,20-096,0.3,5,4,1,0,0,0,0,0,0,0,0,0,4,0,0,Matches
Squad Total,,,27.3,28.0,11975,10646,1280,319,34,80,489,523,126,97,24,0,9091,49,234,
Opponent Total,,,27.1,28.0,15327,13915,1375,319,38,105,567,646,169,74,46,1,12308,37,289,
