Player,Nation,Pos,Age,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
James Tarkowski,eng ENG,DF,30-138,29.0,6,0,0,35,19,0,0,37,20,0,1,0,132,89,34,72.4,Matches
Alex Iwobi,ng NGA,"MF,FW",26-338,28.5,2,0,0,14,8,4,74,18,32,1,0,0,195,6,18,25.0,Matches
Jordan Pickford,eng ENG,GK,29-030,28.0,5,0,0,1,3,0,0,3,0,0,1,0,23,6,3,66.7,Matches
Vitaliy Mykolenko,ua UKR,"DF,MF",23-312,24.0,3,0,0,25,15,0,48,33,25,0,0,0,114,19,30,38.8,Matches
Amadou Onana,be BEL,MF,21-233,23.9,7,0,0,42,43,2,4,28,40,0,0,0,131,53,51,51.0,Matches
Demarai Gray,eng ENG,"FW,MF",26-282,23.3,2,0,0,16,40,9,151,10,17,0,0,0,86,9,35,20.5,Matches
Idrissa Gana Gueye,sn SEN,MF,33-192,20.9,4,0,0,30,40,0,6,47,37,0,1,0,197,19,18,51.4,Matches
Conor Coady,eng ENG,DF,30-040,21.9,2,0,0,11,12,2,1,14,9,0,0,0,88,24,24,50.0,Matches
Dwight McNeil,eng ENG,"FW,MF",23-135,18.8,5,0,0,14,15,1,130,20,32,1,0,0,108,7,14,33.3,Matches
Séamus Coleman,ie IRL,DF,34-177,17.0,1,0,0,8,15,2,16,21,24,0,0,0,93,16,14,53.3,Matches
Anthony Gordon,eng ENG,FW,22-041,12.2,6,0,0,20,15,3,25,4,22,0,0,0,56,9,29,23.7,Matches
Abdoulaye Doucouré,ml MLI,MF,30-095,11.0,5,1,0,14,4,5,5,9,11,0,1,0,72,10,24,29.4,Matches
Nathan Patterson,sct SCO,"DF,MF",21-172,11.0,3,0,0,8,10,1,29,11,17,0,0,0,67,7,8,46.7,Matches
Neal Maupay,fr FRA,FW,26-235,10.5,3,0,0,11,18,1,2,3,5,0,0,0,25,14,38,26.9,Matches
Dominic Calvert-Lewin,eng ENG,FW,26-021,8.1,1,0,0,12,8,14,2,1,1,0,0,0,17,35,41,46.1,Matches
Ben Godfrey,eng ENG,DF,25-081,6.7,2,0,0,8,5,1,6,7,9,0,0,0,31,11,12,47.8,Matches
Michael Keane,eng ENG,DF,30-085,5.3,0,0,0,4,3,0,0,3,1,0,1,0,28,23,14,62.2,Matches
Tom Davies,eng ENG,MF,24-280,5.4,3,0,0,8,6,1,2,4,9,0,0,0,26,7,13,35.0,Matches
Mason Holgate,eng ENG,"DF,MF",26-166,4.1,1,0,0,4,4,0,1,6,4,0,0,0,17,6,6,50.0,Matches
Yerry Mina,co COL,DF,28-195,2.6,1,0,0,4,3,0,0,2,4,0,0,0,12,7,7,50.0,Matches
Ellis Simms,eng ENG,FW,22-091,1.4,0,0,0,0,0,1,0,0,0,0,0,0,4,7,11,38.9,Matches
Salomón Rondón,ve VEN,FW,33-202,1.2,0,0,0,4,0,2,0,0,0,0,0,0,1,7,6,53.8,Matches
Asmir Begović,ba BIH,GK,35-290,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0,Matches
James Garner,eng ENG,MF,22-024,1.7,1,0,0,4,2,1,7,4,5,0,0,0,14,2,1,66.7,Matches
Dele Alli,eng ENG,MF,26-360,0.4,0,0,0,0,1,0,0,0,0,0,0,0,2,1,2,33.3,Matches
Isaac Price,nir NIR,MF,19-192,0.4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,Matches
Rúben Vinagre,pt POR,"DF,MF",23-362,0.3,0,0,0,0,3,0,2,0,2,0,0,0,4,0,1,0.0,Matches
Thomas Cannon,ie IRL,FW,20-099,0.3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0.0,Matches
Squad Total,,,27.3,29.0,64,1,0,297,294,50,512,285,326,2,5,0,1543,395,456,46.4,
Opponent Total,,,27.2,29.0,59,1,0,311,288,40,582,213,296,5,2,1,1571,456,395,53.6,
