Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1,Matches
James Tarkowski,eng ENG,DF,30-135,28,28,2520.0,28.0,1.0,1.0,2.0,1.0,0.0,0.0,6.0,0.0,1.9,1.9,1.7,3.6,10.0,76.0,5.0,0.04,0.04,0.07,0.04,0.07,0.07,0.06,0.13,0.07,0.13,Matches
Alex Iwobi,ng NGA,"MF,FW",26-335,28,28,2478.0,27.5,1.0,6.0,7.0,1.0,0.0,0.0,2.0,0.0,1.8,1.8,3.8,5.7,51.0,135.0,102.0,0.04,0.22,0.25,0.04,0.25,0.07,0.14,0.21,0.07,0.21,Matches
Jordan Pickford,eng ENG,GK,29-027,27,27,2430.0,27.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.1,0.1,0.0,1.0,0.0,0.0,0.04,0.04,0.0,0.04,0.0,0.01,0.01,0.0,0.01,Matches
Vitaliy Mykolenko,ua UKR,"DF,MF",23-309,27,25,2146.0,23.8,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.4,0.4,1.2,1.6,30.0,87.0,57.0,0.0,0.0,0.0,0.0,0.0,0.02,0.05,0.07,0.02,0.07,Matches
Amadou Onana,be BEL,MF,21-230,26,24,2065.0,22.9,1.0,1.0,2.0,1.0,0.0,0.0,7.0,0.0,2.6,2.6,2.0,4.6,23.0,56.0,41.0,0.04,0.04,0.09,0.04,0.09,0.11,0.09,0.2,0.11,0.2,Matches
Demarai Gray,eng ENG,"FW,MF",26-279,26,22,2023.0,22.5,4.0,1.0,5.0,2.0,2.0,2.0,2.0,0.0,5.2,3.6,3.4,7.0,77.0,42.0,152.0,0.18,0.04,0.22,0.09,0.13,0.23,0.15,0.38,0.16,0.31,Matches
Conor Coady,eng ENG,DF,30-037,22,22,1970.0,21.9,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.8,0.8,0.3,1.2,4.0,40.0,1.0,0.05,0.05,0.09,0.05,0.09,0.04,0.01,0.05,0.04,0.05,Matches
Idrissa Gana Gueye,sn SEN,MF,33-189,23,22,1794.0,19.9,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.1,0.1,0.9,1.0,21.0,71.0,12.0,0.0,0.05,0.05,0.0,0.05,0.01,0.05,0.05,0.01,0.05,Matches
Dwight McNeil,eng ENG,"FW,MF",23-132,26,18,1598.0,17.8,3.0,2.0,5.0,3.0,0.0,0.0,5.0,0.0,1.3,1.3,3.5,4.8,47.0,44.0,89.0,0.17,0.11,0.28,0.17,0.28,0.07,0.2,0.27,0.07,0.27,Matches
Séamus Coleman,ie IRL,DF,34-174,20,17,1450.0,16.1,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.3,0.3,0.3,0.6,13.0,47.0,27.0,0.06,0.0,0.06,0.06,0.06,0.02,0.02,0.04,0.02,0.04,Matches
Anthony Gordon,eng ENG,FW,22-038,16,12,1095.0,12.2,3.0,0.0,3.0,3.0,0.0,0.0,6.0,0.0,3.3,3.3,0.6,3.9,28.0,19.0,67.0,0.25,0.0,0.25,0.25,0.25,0.27,0.05,0.32,0.27,0.32,Matches
Nathan Patterson,sct SCO,"DF,MF",21-169,13,11,988.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.5,0.5,0.4,0.9,13.0,20.0,42.0,0.0,0.0,0.0,0.0,0.0,0.04,0.03,0.08,0.04,0.08,Matches
Neal Maupay,fr FRA,FW,26-232,20,10,947.0,10.5,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,3.8,3.8,0.5,4.3,7.0,8.0,52.0,0.1,0.0,0.1,0.1,0.1,0.36,0.05,0.41,0.36,0.41,Matches
Abdoulaye Doucouré,ml MLI,MF,30-092,18,10,936.0,10.4,2.0,2.0,4.0,2.0,0.0,0.0,5.0,0.0,1.3,1.3,1.2,2.5,13.0,28.0,29.0,0.19,0.19,0.38,0.19,0.38,0.13,0.12,0.25,0.13,0.25,Matches
Dominic Calvert-Lewin,eng ENG,FW,26-018,11,9,731.0,8.1,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.9,2.9,0.3,3.3,11.0,8.0,30.0,0.12,0.0,0.12,0.12,0.12,0.36,0.04,0.4,0.36,0.4,Matches
Ben Godfrey,eng ENG,DF,25-078,8,6,511.0,5.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.1,1.1,0.2,1.3,4.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.2,0.03,0.22,0.2,0.22,Matches
Tom Davies,eng ENG,MF,24-277,16,4,477.0,5.3,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.2,1.2,0.1,1.3,2.0,26.0,11.0,0.0,0.0,0.0,0.0,0.0,0.22,0.03,0.24,0.22,0.24,Matches
Michael Keane,eng ENG,DF,30-082,5,4,383.0,4.3,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.3,1.0,0.0,7.0,0.0,0.0,0.23,0.23,0.0,0.23,0.17,0.06,0.23,0.17,0.23,Matches
Mason Holgate,eng ENG,"DF,MF",26-163,5,3,365.0,4.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.3,0.3,0.6,4.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.14,0.07,0.14,Matches
Yerry Mina,co COL,DF,28-192,3,3,234.0,2.6,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.2,1.0,7.0,1.0,0.38,0.0,0.38,0.38,0.38,0.09,0.0,0.09,0.09,0.09,Matches
Ellis Simms,eng ENG,FW,22-088,6,1,114.0,1.3,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,1.0,3.0,9.0,0.79,0.0,0.79,0.79,0.79,0.36,0.03,0.39,0.36,0.39,Matches
Salomón Rondón,ve VEN,FW,33-199,7,1,109.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.2,1.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.66,0.13,0.79,0.66,0.79,Matches
Asmir Begović,ba BIH,GK,35-287,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
