Player,Nation,Pos,Age,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%.1,Matches
Jordan Pickford,eng ENG,GK,29-027,27,27,2430,27.0,40,1.48,133,93,72.9,5,8,14,6,22.2,4,4,0,0,0.0,Matches
Asmir Begović,ba BIH,GK,35-287,1,1,90,1.0,0,0.0,4,4,100.0,1,0,0,1,100.0,0,0,0,0,,Matches
Squad Total,,,27.3,28,28,2520,28.0,40,1.43,137,97,73.7,6,8,14,7,25.0,4,4,0,0,0.0,
Opponent Total,,,27.1,28,28,2520,28.0,22,0.79,97,76,79.4,14,8,6,11,39.3,2,2,0,0,0.0,
