Player,Nation,Pos,Age,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
James Tarkowski,eng ENG,DF,30-138,29.0,35,20,27,7,1,12,25,48.0,13,84,65,19,37,72,156,3,Matches
Alex Iwobi,ng NGA,"MF,FW",26-338,28.5,58,32,32,23,3,29,51,56.9,22,26,1,25,18,76,23,0,Matches
Jordan Pickford,eng ENG,GK,29-030,28.0,0,0,0,0,0,0,0,,0,0,0,0,3,3,15,3,Matches
Vitaliy Mykolenko,ua UKR,"DF,MF",23-312,24.0,47,25,29,15,3,21,39,53.8,18,39,14,25,33,80,78,0,Matches
Amadou Onana,be BEL,MF,21-233,23.9,61,40,21,35,5,26,38,68.4,12,23,5,18,28,89,32,0,Matches
Demarai Gray,eng ENG,"FW,MF",26-282,23.3,23,17,5,10,8,13,23,56.5,10,16,2,14,10,33,15,0,Matches
Idrissa Gana Gueye,sn SEN,MF,33-192,20.9,65,37,32,25,8,20,43,46.5,23,38,7,31,47,112,24,3,Matches
Conor Coady,eng ENG,DF,30-040,21.9,14,9,8,6,0,7,15,46.7,8,20,16,4,14,28,85,3,Matches
Dwight McNeil,eng ENG,"FW,MF",23-135,18.8,48,32,30,7,11,17,37,45.9,20,32,2,30,20,68,24,0,Matches
Séamus Coleman,ie IRL,DF,34-177,17.0,33,24,19,10,4,17,27,63.0,10,13,7,6,21,54,56,1,Matches
Anthony Gordon,eng ENG,FW,22-041,12.2,34,22,17,10,7,8,23,34.8,15,19,0,19,4,38,11,0,Matches
Abdoulaye Doucouré,ml MLI,MF,30-095,11.0,19,11,5,10,4,9,27,33.3,18,18,2,16,9,28,7,0,Matches
Nathan Patterson,sct SCO,"DF,MF",21-172,11.0,39,17,25,11,3,23,35,65.7,12,19,3,16,11,50,34,0,Matches
Neal Maupay,fr FRA,FW,26-235,10.5,10,5,2,4,4,1,2,50.0,1,4,0,4,3,13,0,0,Matches
Dominic Calvert-Lewin,eng ENG,FW,26-021,8.1,3,1,1,0,2,1,4,25.0,3,2,0,2,1,4,5,0,Matches
Ben Godfrey,eng ENG,DF,25-081,6.7,15,9,11,2,2,8,21,38.1,13,8,3,5,7,22,28,0,Matches
Michael Keane,eng ENG,DF,30-085,5.3,2,1,1,1,0,1,1,100.0,0,4,1,3,3,5,35,0,Matches
Tom Davies,eng ENG,MF,24-280,5.4,14,9,5,8,1,6,11,54.5,5,10,1,9,4,18,7,1,Matches
Mason Holgate,eng ENG,"DF,MF",26-166,4.1,8,4,7,1,0,3,6,50.0,3,7,3,4,6,14,24,0,Matches
Yerry Mina,co COL,DF,28-195,2.6,9,4,4,5,0,7,7,100.0,0,2,1,1,2,11,9,0,Matches
Ellis Simms,eng ENG,FW,22-091,1.4,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches
Salomón Rondón,ve VEN,FW,33-202,1.2,0,0,0,0,0,0,0,,0,1,1,0,0,0,0,0,Matches
Asmir Begović,ba BIH,GK,35-290,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches
James Garner,eng ENG,MF,22-024,1.7,6,5,1,4,1,1,4,25.0,3,2,0,2,4,10,1,0,Matches
Dele Alli,eng ENG,MF,26-360,0.4,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Isaac Price,nir NIR,MF,19-192,0.4,0,0,0,0,0,0,1,0.0,1,1,1,0,0,0,0,0,Matches
Rúben Vinagre,pt POR,"DF,MF",23-362,0.3,2,2,1,1,0,1,2,50.0,1,0,0,0,0,2,1,0,Matches
Thomas Cannon,ie IRL,FW,20-099,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Squad Total,,,27.3,29.0,545,326,283,195,67,231,442,52.3,211,388,135,253,285,830,672,14,
Opponent Total,,,27.2,29.0,479,296,212,207,60,236,454,52.0,218,298,89,209,213,692,522,10,
