Player,Nation,Pos,Age,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att.1,Thr,Launch%,AvgLen,Att.2,Launch%.1,AvgLen.1,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Matches
Jordan Pickford,eng ENG,GK,29-030,28.0,41,5,1,4,0,43.9,0.3,2.9,0.1,198,587,33.7,748,123,55.2,41.8,241,72.2,53.3,428,13,3.0,32,1.14,14.8,Matches
Asmir Begović,ba BIH,GK,35-290,1.0,0,0,0,0,0,0.5,0.12,0.5,0.49,4,13,30.8,22,5,36.4,34.9,8,62.5,46.8,23,1,4.3,0,0.0,5.0,Matches
Squad Total,,,27.3,29.0,41,5,1,4,0,44.4,0.29,3.4,0.12,202,600,33.7,770,128,54.7,41.6,249,71.9,53.1,451,14,3.1,32,1.1,14.3,
Opponent Total,,,27.2,29.0,23,2,0,4,1,25.1,0.23,3.1,0.11,102,288,35.4,763,172,26.6,30.0,190,44.7,37.5,410,30,7.3,43,1.48,14.6,
