Rk,Squad,MP,W,D,L,GF,GA,GD,Pts,Pts/MP,xG,xGA,xGD,xGD/90,MP.1,W.1,D.1,L.1,GF.1,GA.1,GD.1,Pts.1,Pts/MP.1,xG.1,xGA.1,xGD.1,xGD/90.1
13,Wolves,14,5,2,7,12,19,-7,17,1.21,16.1,20.1,-4.0,-0.29,14,2,4,8,10,22,-12,10,0.71,12.8,20.4,-7.6,-0.54
14,Leeds United,13,4,5,4,18,18,0,17,1.31,16.1,19.6,-3.5,-0.27,14,2,3,9,17,26,-9,9,0.64,17.9,22.3,-4.4,-0.32
15,Everton,14,5,2,7,12,16,-4,17,1.21,17.6,19.8,-2.2,-0.16,14,1,6,7,10,24,-14,9,0.64,13.0,27.0,-14.0,-1.0
16,Nott'ham Forest,14,5,5,4,18,17,1,20,1.43,16.5,20.5,-4.0,-0.28,13,1,3,9,4,32,-28,6,0.46,11.7,23.6,-11.9,-0.91
17,Leicester City,13,3,3,7,16,17,-1,12,0.92,12.7,15.9,-3.2,-0.25,14,4,1,9,22,30,-8,13,0.93,21.6,27.8,-6.2,-0.45
