Player,Nation,Pos,Age,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att.1,Thr,Launch%,AvgLen,Att.2,Launch%.1,AvgLen.1,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Matches
Ivan Provedel,it ITA,GK,29-020,27.9,19.0,1.0,0.0,4.0,0.0,22.1,0.23,3.1,0.11,124,296,41.9,851.0,124,28.9,33.1,147.0,34.0,34.2,358.0,13.0,3.6,42.0,1.5,16.7,Matches
Luís Maximiano,pt POR,GK,24-091,0.1,,,,,,,,,,2,3,66.7,,1,,,,,,,,,,,19.0,Matches
Squad Total,,,29.3,28.0,19.0,1.0,0.0,4.0,0.0,22.1,0.23,3.1,0.11,126,299,42.1,855.0,125,29.1,33.2,147.0,34.0,34.2,358.0,13.0,3.6,42.0,1.5,16.7,
Opponent Total,,,27.2,28.0,44.0,4.0,1.0,3.0,1.0,38.4,0.3,-4.6,-0.16,141,323,43.7,887.0,127,28.3,30.7,179.0,40.2,36.5,275.0,17.0,6.2,43.0,1.54,14.9,
