Player,Nation,Pos,Age,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
Ivan Provedel,it ITA,GK,29-017,26.9,1,0,1,0,0,0,0,,0,0,0,0,0,1,15,0,Matches
Adam Marušić,me MNE,DF,30-168,25.3,31,24,16,11,4,15,26,57.7,11,15,5,10,30,61,51,1,Matches
Felipe Anderson,br BRA,FW,29-353,23.4,51,33,17,29,5,19,51,37.3,32,38,4,34,16,67,16,0,Matches
Sergej Milinković-Savić,rs SRB,MF,28-035,23.3,39,24,16,16,7,17,44,38.6,27,33,8,25,22,61,31,0,Matches
Alessio Romagnoli,it ITA,DF,28-081,22.7,29,13,17,12,0,10,20,50.0,10,26,20,6,26,55,82,0,Matches
Mattia Zaccagni,it ITA,FW,27-291,21.0,28,18,14,10,4,7,17,41.2,10,27,3,24,17,45,8,1,Matches
Danilo Cataldi,it ITA,MF,28-240,18.2,20,12,5,13,2,11,37,29.7,26,19,8,11,20,40,27,0,Matches
Nicolò Casale,it ITA,DF,25-048,18.6,34,16,21,13,0,17,26,65.4,9,16,9,7,12,46,47,0,Matches
Ciro Immobile,it ITA,FW,33-042,16.1,8,5,2,4,2,3,4,75.0,1,9,1,8,1,9,9,0,Matches
Manuel Lazzari,it ITA,DF,29-125,15.5,27,17,10,13,4,18,33,54.5,15,16,5,11,13,40,27,1,Matches
Luis Alberto,es ESP,MF,30-187,16.4,26,13,12,10,4,12,45,26.7,33,23,5,18,6,32,2,0,Matches
Pedro,es ESP,FW,35-249,16.1,25,18,13,7,5,9,22,40.9,13,13,2,11,5,30,4,1,Matches
Matías Vecino,uy URU,MF,31-222,14.0,37,22,10,19,8,19,31,61.3,12,25,8,17,13,50,29,0,Matches
Elseid Hysaj,al ALB,DF,29-042,13.0,26,14,15,7,4,13,25,52.0,12,19,6,13,11,37,29,0,Matches
Patric,es ESP,DF,29-351,11.9,13,8,8,3,2,7,10,70.0,3,17,12,5,10,23,36,1,Matches
Toma Bašić,hr CRO,MF,26-129,4.7,5,3,3,1,1,2,6,33.3,4,9,0,9,7,12,6,0,Matches
Marcos Antônio,br BRA,MF,22-294,3.5,5,4,3,2,0,5,10,50.0,5,2,0,2,3,8,11,0,Matches
Matteo Cancellieri,it ITA,FW,21-050,2.7,9,4,5,2,2,4,8,50.0,4,4,0,4,1,10,2,0,Matches
Luka Romero,ar ARG,FW,18-136,1.7,0,0,0,0,0,0,3,0.0,3,4,0,4,3,3,1,0,Matches
Luís Maximiano,pt POR,GK,24-088,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Mario Gila,es ESP,DF,22-217,1.0,3,1,3,0,0,0,1,0.0,1,0,0,0,3,6,3,0,Matches
Squad Total,,,29.3,27.0,417,249,191,172,54,188,419,44.9,231,315,96,219,219,636,436,5,
Opponent Total,,,27.2,27.0,387,213,155,177,55,176,352,50.0,176,270,72,198,241,628,379,12,
