Player,Nation,Pos,Age,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
Ivan Provedel,it ITA,GK,29-002,25.9,1000,855,997,4,0,0,1000,1,1,100.0,0,0.0,614,3290,2046,0,0,0,0,0,542,0,Matches
Adam Marušić,me MNE,DF,30-153,24.3,1646,75,629,809,217,15,1646,10,6,60.0,2,20.0,881,3992,2237,35,32,4,11,11,1080,38,Matches
Felipe Anderson,br BRA,FW,29-338,22.4,1203,16,136,547,540,92,1203,74,35,47.3,34,45.9,649,3671,1690,59,46,23,61,32,901,158,Matches
Sergej Milinković-Savić,rs SRB,MF,28-020,22.3,1652,49,297,935,436,46,1652,52,22,42.3,22,42.3,996,4210,1573,34,24,7,76,44,1318,83,Matches
Alessio Romagnoli,it ITA,DF,28-066,21.7,1355,226,735,605,18,10,1355,1,1,100.0,0,0.0,643,2540,1173,3,2,1,4,3,856,2,Matches
Mattia Zaccagni,it ITA,FW,27-276,20.1,861,10,112,365,401,81,860,70,29,41.4,21,30.0,603,4144,2162,70,37,24,35,22,686,174,Matches
Danilo Cataldi,it ITA,MF,28-225,17.2,1202,68,314,757,140,0,1202,14,5,35.7,6,42.9,631,2369,856,6,8,0,4,6,828,13,Matches
Nicolò Casale,it ITA,DF,25-033,17.6,1156,147,545,599,21,13,1156,2,0,0.0,2,100.0,677,4143,2300,8,1,0,4,1,762,3,Matches
Ciro Immobile,it ITA,FW,33-027,16.1,604,13,37,263,311,112,601,33,13,39.4,16,48.5,352,2084,824,28,15,18,41,17,476,120,Matches
Manuel Lazzari,it ITA,DF,29-110,15.5,994,38,324,480,201,19,994,22,7,31.8,13,59.1,536,3979,2594,61,42,12,17,3,644,47,Matches
Luis Alberto,es ESP,MF,30-172,15.4,1210,20,162,664,393,27,1208,21,6,28.6,14,66.7,663,3066,1720,42,43,5,19,18,882,56,Matches
Pedro,es ESP,FW,35-234,15.1,844,8,112,414,326,59,844,51,24,47.1,20,39.2,555,3208,1521,50,34,16,30,24,683,107,Matches
Matías Vecino,uy URU,MF,31-207,14.0,893,49,209,547,145,19,893,4,2,50.0,2,50.0,452,1943,931,20,10,1,17,3,634,16,Matches
Patric,es ESP,DF,29-336,11.9,868,162,525,343,5,0,868,2,1,50.0,1,50.0,457,2086,797,0,0,0,3,0,575,2,Matches
Elseid Hysaj,al ALB,DF,29-027,12.0,866,43,332,412,130,6,866,12,3,25.0,6,50.0,423,2009,1040,24,17,2,13,7,510,28,Matches
Toma Bašić,hr CRO,MF,26-114,4.7,298,8,60,149,91,11,298,4,0,0.0,3,75.0,180,843,381,11,6,1,10,5,197,19,Matches
Marcos Antônio,br BRA,MF,22-279,3.5,245,14,61,162,23,0,245,2,1,50.0,0,0.0,143,520,143,0,2,0,5,3,180,3,Matches
Matteo Cancellieri,it ITA,FW,21-035,2.6,122,2,19,45,60,15,122,8,2,25.0,4,50.0,78,552,298,13,7,8,10,2,86,29,Matches
Luka Romero,ar ARG,FW,18-121,1.7,112,2,14,50,48,7,112,10,2,20.0,7,70.0,84,496,159,4,3,2,5,4,91,21,Matches
Luís Maximiano,pt POR,GK,24-073,0.1,4,4,4,0,0,0,4,0,0,,0,,3,4,0,0,0,0,0,0,3,0,Matches
Mario Gila,es ESP,DF,22-202,1.0,71,6,36,33,2,0,71,0,0,,0,,42,247,99,1,1,0,1,1,46,2,Matches
Squad Total,,,29.3,26.0,17206,1815,5660,8183,3508,532,17200,393,160,40.7,173,44.0,9662,49396,24544,469,330,124,366,206,11980,921,
Opponent Total,,,27.1,26.0,16233,1780,5966,7092,3356,507,16232,450,213,47.3,184,40.9,9668,48682,22608,424,274,105,363,223,11050,909,
