Player,Nation,Pos,Age,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Ivan Provedel,it ITA,GK,29-002,25.9,743,943,78.8,20513,15039,153,153,100.0,280,289,96.9,305,492,62.0,0,0.0,0.1,0.0,1,18,1,0,0,Matches
Adam Marušić,me MNE,DF,30-153,24.3,1274,1484,85.8,19398,7674,714,778,91.8,441,512,86.1,83,131,63.4,2,1.1,1.1,0.9,8,82,6,3,91,Matches
Felipe Anderson,br BRA,FW,29-338,22.4,697,914,76.3,10031,2117,423,501,84.4,221,280,78.9,33,59,55.9,2,3.9,3.2,-1.9,32,40,27,3,78,Matches
Sergej Milinković-Savić,rs SRB,MF,28-020,22.3,981,1324,74.1,15582,4437,544,664,81.9,317,402,78.9,87,165,52.7,8,6.3,3.4,1.7,35,106,32,3,117,Matches
Alessio Romagnoli,it ITA,DF,28-066,21.7,1048,1172,89.4,17817,7084,480,509,94.3,436,472,92.4,94,139,67.6,0,0.1,0.2,-0.1,2,53,3,0,35,Matches
Mattia Zaccagni,it ITA,FW,27-276,20.1,501,630,79.5,6653,1493,322,358,89.9,135,172,78.5,14,30,46.7,4,2.2,2.0,1.8,20,29,17,1,49,Matches
Danilo Cataldi,it ITA,MF,28-225,17.2,912,1070,85.2,13992,4893,520,567,91.7,284,329,86.3,75,121,62.0,1,0.9,1.2,0.1,14,71,5,0,68,Matches
Nicolò Casale,it ITA,DF,25-033,17.6,943,1025,92.0,16465,5917,382,409,93.4,441,468,94.2,84,100,84.0,1,0.3,0.5,0.7,4,36,1,0,53,Matches
Ciro Immobile,it ITA,FW,33-027,16.1,319,435,73.3,4176,693,202,244,82.8,80,106,75.5,14,21,66.7,3,1.2,1.0,1.8,16,12,9,0,31,Matches
Manuel Lazzari,it ITA,DF,29-110,15.5,748,849,88.1,10354,3758,445,476,93.5,246,279,88.2,25,37,67.6,0,0.5,0.6,-0.5,8,34,10,5,44,Matches
Luis Alberto,es ESP,MF,30-172,15.4,880,1083,81.3,13624,4699,492,540,91.1,299,349,85.7,62,132,47.0,3,3.3,2.9,-0.3,33,96,30,0,136,Matches
Pedro,es ESP,FW,35-234,15.1,556,695,80.0,7697,1630,349,385,90.6,145,198,73.2,29,56,51.8,2,1.5,1.1,0.5,13,28,18,1,41,Matches
Matías Vecino,uy URU,MF,31-207,14.0,622,742,83.8,9346,2674,352,392,89.8,220,254,86.6,34,58,58.6,0,0.1,0.4,-0.1,4,67,7,0,72,Matches
Patric,es ESP,DF,29-336,11.9,683,774,88.2,14150,4275,227,246,92.3,293,310,94.5,137,188,72.9,0,0.0,0.1,0.0,1,23,2,0,21,Matches
Elseid Hysaj,al ALB,DF,29-027,12.0,614,747,82.2,9125,3854,358,387,92.5,205,245,83.7,35,74,47.3,1,0.7,0.8,0.3,7,52,9,3,51,Matches
Toma Bašić,hr CRO,MF,26-114,4.7,171,238,71.8,2479,459,80,98,81.6,74,88,84.1,5,24,20.8,0,0.3,0.3,-0.3,5,9,4,2,15,Matches
Marcos Antônio,br BRA,MF,22-279,3.5,184,206,89.3,2643,697,111,119,93.3,52,60,86.7,12,16,75.0,0,0.0,0.1,0.0,0,19,1,0,14,Matches
Matteo Cancellieri,it ITA,FW,21-035,2.6,60,82,73.2,750,98,43,48,89.6,15,23,65.2,0,5,0.0,0,0.4,0.3,-0.4,3,1,1,1,2,Matches
Luka Romero,ar ARG,FW,18-121,1.7,70,80,87.5,800,152,56,60,93.3,10,12,83.3,1,2,50.0,0,0.1,0.1,-0.1,2,2,0,0,4,Matches
Luís Maximiano,pt POR,GK,24-073,0.1,3,4,75.0,98,90,1,1,100.0,0,0,,2,3,66.7,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Mario Gila,es ESP,DF,22-202,1.0,56,61,91.8,953,330,25,27,92.6,24,26,92.3,6,7,85.7,0,0.0,0.0,0.0,0,1,0,0,6,Matches
Squad Total,,,29.3,26.0,12065,14558,82.9,196646,72063,6279,6962,90.2,4218,4874,86.5,1137,1860,61.1,27,22.8,19.6,4.2,208,779,183,22,928,
Opponent Total,,,27.1,26.0,11123,13623,81.6,206945,67593,4506,5046,89.3,5102,5736,88.9,1278,2134,59.9,13,22.7,19.4,-9.7,250,765,193,58,917,
