Player,Nation,Pos,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off.1,Matches
Ivan Provedel,it ITA,GK,29-002,26,2333.0,90.0,99.7,25.9,25,90.0,25,1,83.0,0,1.88,41.0,19.0,22.0,0.85,0.85,34.1,28.6,5.5,0.21,-0.49,Matches
Adam Marušić,me MNE,DF,30-153,25,2188.0,88.0,93.5,24.3,24,89.0,21,1,64.0,0,1.92,39.0,19.0,20.0,0.82,-0.36,32.7,26.6,6.1,0.25,0.59,Matches
Felipe Anderson,br BRA,FW,29-338,26,2015.0,78.0,86.1,22.4,24,82.0,14,2,27.0,0,1.88,33.0,15.0,18.0,0.8,-0.3,29.9,23.6,6.3,0.28,0.49,Matches
Sergej Milinković-Savić,rs SRB,MF,28-020,24,2010.0,84.0,85.9,22.3,23,86.0,16,1,27.0,1,1.79,36.0,16.0,20.0,0.9,0.35,28.6,25.9,2.8,0.12,-0.62,Matches
Alessio Romagnoli,it ITA,DF,28-066,23,1952.0,85.0,83.4,21.7,22,87.0,20,1,34.0,2,1.74,33.0,17.0,16.0,0.74,-0.65,25.3,24.3,1.0,0.05,-1.01,Matches
Mattia Zaccagni,it ITA,FW,27-276,23,1812.0,79.0,77.4,20.1,22,81.0,12,1,34.0,0,1.87,33.0,12.0,21.0,1.04,0.87,25.7,22.4,3.3,0.16,-0.21,Matches
Danilo Cataldi,it ITA,MF,28-225,23,1545.0,67.0,66.0,17.2,21,72.0,3,2,17.0,2,1.83,28.0,14.0,14.0,0.82,-0.09,25.3,18.5,6.7,0.39,0.53,Matches
Nicolò Casale,it ITA,DF,25-033,18,1585.0,88.0,67.7,17.6,18,88.0,16,0,,5,1.78,23.0,14.0,9.0,0.51,-1.04,23.8,17.2,6.6,0.38,0.51,Matches
Ciro Immobile,it ITA,FW,33-027,20,1452.0,73.0,62.1,16.1,18,79.0,13,2,13.0,1,1.95,28.0,12.0,16.0,0.99,0.38,20.2,20.2,0.0,0.0,-0.55,Matches
Manuel Lazzari,it ITA,DF,29-110,20,1391.0,70.0,59.4,15.5,17,78.0,7,3,22.0,3,1.8,21.0,11.0,10.0,0.65,-0.49,16.7,17.7,-0.9,-0.06,-0.67,Matches
