Player,Nation,Pos,Age,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
Jonathan David,ca CAN,FW,23-064,25.4,16.0,11,4.0,7.0,5.0,7.0,18.0,38.9,11.0,16.0,2.0,14.0,6,22.0,12.0,0.0,Matches
Angel Gomes,eng ENG,MF,22-200,23.5,32.0,17,9.0,15.0,8.0,14.0,38.0,36.8,24.0,17.0,2.0,15.0,10,42.0,10.0,1.0,Matches
Benjamin André,fr FRA,MF,32-228,24.5,96.0,52,36.0,48.0,12.0,50.0,98.0,51.0,48.0,43.0,7.0,36.0,31,127.0,48.0,0.0,Matches
Tiago Djaló,pt POR,DF,22-344,22.4,31.0,21,23.0,7.0,1.0,13.0,20.0,65.0,7.0,17.0,11.0,6.0,23,54.0,60.0,1.0,Matches
Lucas Chevalier,fr FRA,GK,21-133,22.0,1.0,1,1.0,0.0,0.0,1.0,1.0,100.0,0.0,1.0,0.0,1.0,2,3.0,5.0,2.0,Matches
Jonathan Bamba,fr FRA,FW,26-358,22.0,27.0,12,9.0,10.0,8.0,12.0,31.0,38.7,19.0,29.0,1.0,28.0,17,44.0,9.0,0.0,Matches
Bafodé Diakité,fr FRA,DF,22-072,21.8,43.0,29,19.0,18.0,6.0,24.0,43.0,55.8,19.0,27.0,5.0,22.0,12,55.0,45.0,0.0,Matches
José Fonte,pt POR,DF,39-087,20.8,21.0,16,18.0,2.0,1.0,10.0,19.0,52.6,9.0,21.0,11.0,10.0,19,40.0,82.0,2.0,Matches
Rémy Cabella,fr FRA,"MF,FW",33-011,19.1,48.0,28,17.0,20.0,11.0,20.0,41.0,48.8,21.0,32.0,2.0,30.0,13,61.0,6.0,1.0,Matches
Ismaily,br BRA,DF,33-067,16.1,38.0,16,14.0,15.0,9.0,15.0,26.0,57.7,11.0,21.0,4.0,17.0,17,55.0,29.0,0.0,Matches
André Gomes,pt POR,MF,29-232,13.5,28.0,16,8.0,14.0,6.0,14.0,41.0,34.1,27.0,18.0,5.0,13.0,9,37.0,15.0,1.0,Matches
Timothy Weah,us USA,"DF,FW",23-025,13.1,14.0,6,5.0,7.0,2.0,7.0,17.0,41.2,10.0,12.0,2.0,10.0,14,28.0,13.0,0.0,Matches
Adam Ounas,dz ALG,FW,26-128,9.7,16.0,9,3.0,9.0,4.0,4.0,9.0,44.4,5.0,13.0,0.0,13.0,6,22.0,4.0,0.0,Matches
Edon Zhegrova,xk KVX,"FW,DF",23-353,8.2,15.0,10,4.0,6.0,5.0,11.0,18.0,61.1,7.0,6.0,0.0,6.0,2,17.0,1.0,0.0,Matches
Alexsandro Ribeiro,br BRA,DF,23-222,8.9,18.0,13,13.0,5.0,0.0,8.0,11.0,72.7,3.0,5.0,1.0,4.0,14,32.0,30.0,0.0,Matches
Leny Yoro,fr FRA,DF,17-126,6.5,8.0,4,5.0,3.0,0.0,3.0,6.0,50.0,3.0,6.0,1.0,5.0,16,24.0,23.0,1.0,Matches
Leonardo César Jardim,br BRA,GK,27-364,6.0,,0,,,,,,,,,,,0,,,,Matches
Mohamed Lamine Bayo,gn GUI,"FW,MF",24-288,5.4,2.0,2,0.0,1.0,1.0,0.0,11.0,0.0,11.0,1.0,1.0,0.0,0,2.0,1.0,0.0,Matches
Gabriel Gudmundsson,se SWE,"DF,FW",23-324,4.8,11.0,8,5.0,5.0,1.0,7.0,13.0,53.8,6.0,7.0,2.0,5.0,7,18.0,8.0,0.0,Matches
Akim Zedadka,dz ALG,"DF,MF",27-293,3.9,1.0,1,1.0,0.0,0.0,0.0,2.0,0.0,2.0,3.0,0.0,3.0,2,3.0,6.0,0.0,Matches
Carlos Baleba,cm CMR,MF,19-075,3.2,11.0,10,1.0,8.0,2.0,8.0,11.0,72.7,3.0,11.0,2.0,9.0,1,12.0,2.0,2.0,Matches
Yusuf Yazıcı,tr TUR,MF,26-049,2.2,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,2.0,0.0,2.0,0,0.0,1.0,0.0,Matches
Alan Virginius,fr FRA,FW,20-075,2.6,2.0,1,1.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,2,4.0,1.0,0.0,Matches
Jonas Martin,fr FRA,MF,32-344,2.1,7.0,6,4.0,3.0,0.0,5.0,12.0,41.7,7.0,2.0,1.0,1.0,5,12.0,3.0,0.0,Matches
Simon Ramet,fr FRA,DF,20-006,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Matches
Squad Total,,,26.7,28.0,486.0,289,200.0,204.0,82.0,233.0,489.0,47.6,256.0,310.0,60.0,250.0,228,714.0,414.0,12.0,
Opponent Total,,,27.0,28.0,544.0,302,268.0,213.0,63.0,239.0,508.0,47.0,269.0,384.0,112.0,272.0,311,855.0,490.0,13.0,
