Player,Nation,Pos,Age,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att.1,Thr,Launch%,AvgLen,Att.2,Launch%.1,AvgLen.1,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Matches
Lucas Chevalier,fr FRA,GK,21-151,23.0,24,1,2.0,1.0,3.0,22.0,0.25,1.0,0.04,51.0,194.0,26.3,657.0,91.0,24.4,28.9,74.0,45.9,37.8,240.0,19.0,7.9,17.0,0.74,12.7,Matches
Leonardo César Jardim,br BRA,GK,28-017,6.0,13,2,,,,,,,,,,,,,,,,,,,,,,,,Matches
Squad Total,,,26.7,29.0,37,3,2.0,3.0,3.0,30.6,0.28,-3.4,-0.12,57.0,228.0,25.0,795.0,118.0,23.9,28.6,89.0,42.7,36.0,305.0,24.0,7.9,26.0,0.9,13.5,
Opponent Total,,,27.0,29.0,54,7,0.0,7.0,0.0,50.3,0.27,-3.7,-0.13,159.0,430.0,37.0,855.0,135.0,39.3,35.6,195.0,48.2,39.5,385.0,12.0,3.1,28.0,0.97,13.7,
