Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1,Matches
Jonathan David,ca CAN,FW,23-082,28,27,2373.0,26.4,19.0,4.0,23.0,13.0,6.0,7.0,4.0,0.0,18.1,12.6,4.8,17.4,51.0,62.0,220.0,0.72,0.15,0.87,0.49,0.64,0.69,0.18,0.87,0.48,0.66,Matches
Angel Gomes,eng ENG,MF,22-218,28,27,2205.0,24.5,2.0,6.0,8.0,1.0,1.0,1.0,5.0,0.0,3.4,2.6,2.7,5.4,26.0,128.0,92.0,0.08,0.24,0.33,0.04,0.29,0.14,0.11,0.25,0.11,0.22,Matches
Benjamin André,fr FRA,MF,32-246,26,26,2296.0,25.5,1.0,1.0,2.0,1.0,0.0,0.0,9.0,0.0,1.2,1.2,1.8,3.0,30.0,247.0,36.0,0.04,0.04,0.08,0.04,0.08,0.05,0.07,0.12,0.05,0.12,Matches
Tiago Djaló,pt POR,DF,22-362,25,24,2017.0,22.4,2.0,0.0,2.0,2.0,0.0,0.0,7.0,0.0,1.3,1.3,0.1,1.4,9.0,70.0,4.0,0.09,0.0,0.09,0.09,0.09,0.06,0.01,0.06,0.06,0.06,Matches
Lucas Chevalier,fr FRA,GK,21-151,23,23,2070.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Matches
Jonathan Bamba,fr FRA,FW,27-011,25,23,2066.0,23.0,5.0,5.0,10.0,5.0,0.0,0.0,5.0,0.0,6.3,6.3,5.0,11.3,85.0,120.0,252.0,0.22,0.22,0.44,0.22,0.44,0.27,0.22,0.49,0.27,0.49,Matches
José Fonte,pt POR,DF,39-105,24,23,1962.0,21.8,1.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,1.2,1.2,0.4,1.6,4.0,65.0,8.0,0.05,0.0,0.05,0.05,0.05,0.06,0.02,0.07,0.06,0.07,Matches
Bafodé Diakité,fr FRA,DF,22-090,25,22,1978.0,22.0,2.0,0.0,2.0,2.0,0.0,0.0,5.0,0.0,1.1,1.1,0.6,1.7,29.0,125.0,60.0,0.09,0.0,0.09,0.09,0.09,0.05,0.03,0.08,0.05,0.08,Matches
Rémy Cabella,fr FRA,"MF,FW",33-029,23,20,1796.0,20.0,5.0,6.0,11.0,5.0,0.0,0.0,3.0,0.0,5.4,5.4,7.0,12.4,84.0,172.0,168.0,0.25,0.3,0.55,0.25,0.55,0.27,0.35,0.62,0.27,0.62,Matches
Ismaily,br BRA,DF,33-085,18,17,1449.0,16.1,2.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,1.1,1.1,2.3,3.4,31.0,81.0,94.0,0.12,0.06,0.19,0.12,0.19,0.07,0.14,0.21,0.07,0.21,Matches
Timothy Weah,us USA,"DF,FW",23-043,20,13,1262.0,14.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,2.1,2.1,1.4,3.5,55.0,61.0,114.0,0.0,0.14,0.14,0.0,0.14,0.15,0.1,0.25,0.15,0.25,Matches
André Gomes,pt POR,MF,29-250,20,13,1212.0,13.5,1.0,2.0,3.0,1.0,0.0,0.0,5.0,0.0,0.5,0.5,1.1,1.7,14.0,117.0,29.0,0.07,0.15,0.22,0.07,0.22,0.04,0.08,0.12,0.04,0.12,Matches
