Player,Nation,Pos,Age,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%.1,Matches
Lucas Chevalier,fr FRA,GK,21-133,22,22,1980,22.0,23,1.05,80,59,72.5,11,6,5,8,36.4,2,1,1,0,50.0,Matches
Leonardo César Jardim,br BRA,GK,27-364,6,6,540,6.0,13,2.17,15,4,26.7,3,1,2,0,0.0,2,2,0,0,0.0,Matches
Squad Total,,,26.7,28,28,2520,28.0,36,1.29,95,63,65.3,14,7,7,8,28.6,4,3,1,0,25.0,
Opponent Total,,,27.0,28,28,2520,28.0,51,1.82,163,112,73.0,7,7,14,4,14.3,8,7,0,1,0.0,
