Player,Nation,Pos,Age,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%.1,Matches
João Miguel Macedo Silva,pt POR,GK,27-364,8,8,720,8.0,23,2.87,53,30,58.5,0,1,7,0,0.0,2,1,0,1,0.0,Matches
Marcelo Carné,br BRA,GK,33-059,7,7,630,7.0,13,1.86,42,29,69.0,3,0,4,1,14.3,1,0,0,1,,Matches
Matouš Trmal,cz CZE,GK,24-186,6,6,540,6.0,5,0.83,26,21,84.6,1,3,2,2,33.3,1,1,0,0,0.0,Matches
Giorgi Makaridze,ge GEO,GK,33-006,5,5,450,5.0,8,1.6,17,9,64.7,1,0,4,1,20.0,2,2,0,0,0.0,Matches
Squad Total,,,27.2,26,26,2340,26.0,49,1.88,138,89,67.4,5,4,17,4,15.4,6,4,0,2,0.0,
Opponent Total,,,27.0,26,26,2340,26.0,21,0.81,88,67,79.5,17,4,5,10,38.5,6,3,1,2,25.0,
