Player,Nation,Pos,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off.1,Matches
Cláudio Winck,br BRA,"DF,MF",28-353,25,2199.0,88.0,97.7,24.4,25,88.0,20,0,,0,0.64,17.0,44.0,-27.0,-1.11,4.19,27.9,41.8,-13.9,-0.57,2.32,Matches
Xadas,pt POR,"MF,FW",25-122,24,1757.0,73.0,78.1,19.5,23,75.0,5,1,24.0,1,0.67,16.0,31.0,-15.0,-0.77,1.97,24.1,35.2,-11.1,-0.57,0.26,Matches
André Vidigal,pt POR,"FW,MF",24-229,23,1857.0,81.0,82.5,20.6,20,86.0,14,3,45.0,0,0.7,14.0,38.0,-24.0,-1.16,0.21,22.4,35.9,-13.5,-0.65,-0.18,Matches
Vitor Costa,br BRA,DF,28-276,20,1702.0,85.0,75.6,18.9,20,85.0,17,0,,0,0.75,13.0,29.0,-16.0,-0.85,1.45,20.1,30.8,-10.7,-0.57,0.23,Matches
Zainadine Júnior,mz MOZ,DF,34-283,16,1360.0,85.0,60.4,15.1,15,88.0,14,1,45.0,0,0.56,11.0,28.0,-17.0,-1.13,0.19,17.7,25.9,-8.2,-0.54,0.2,Matches
Stefano Beltrame,it ITA,MF,30-054,20,1056.0,53.0,46.9,11.7,13,66.0,2,7,27.0,1,0.75,6.0,31.0,-25.0,-2.13,-1.75,11.1,26.9,-15.8,-1.35,-1.37,Matches
Diogo Mendes,pt POR,MF,25-069,13,949.0,73.0,42.2,10.5,13,73.0,3,0,,0,0.46,7.0,18.0,-11.0,-1.04,0.27,12.5,19.0,-6.5,-0.62,0.01,Matches
Léo Andrade,br BRA,DF,24-350,12,1063.0,89.0,47.2,11.8,12,89.0,11,0,,1,0.5,7.0,25.0,-18.0,-1.52,-0.61,13.7,21.6,-7.9,-0.67,-0.09,Matches
João Afonso Crispim,br BRA,"MF,DF",28-053,17,1010.0,59.0,44.9,11.2,12,76.0,6,5,19.0,2,0.89,7.0,20.0,-13.0,-1.16,0.08,12.8,16.7,-3.9,-0.34,0.51,Matches
Matheus Costa,br BRA,DF,28-067,14,873.0,62.0,38.8,9.7,11,77.0,7,3,8.0,5,0.71,5.0,19.0,-14.0,-1.44,-0.4,9.3,16.5,-7.2,-0.74,-0.18,Matches
Pablo Moreno,es ESP,"FW,MF",20-335,15,742.0,49.0,33.0,8.2,11,63.0,2,4,13.0,2,0.67,8.0,15.0,-7.0,-0.85,0.52,9.4,12.3,-2.9,-0.35,0.41,Matches
Moises Castillo,co COL,DF,21-314,13,1025.0,79.0,45.6,11.4,10,87.0,8,3,52.0,6,0.77,10.0,22.0,-12.0,-1.05,0.27,11.2,22.9,-11.7,-1.03,-0.74,Matches
Diederrick Joel,cm CMR,FW,29-118,14,945.0,68.0,42.0,10.5,10,87.0,6,4,19.0,0,0.5,6.0,26.0,-20.0,-1.9,-1.22,11.3,22.7,-11.4,-1.09,-0.8,Matches
Rene Santos,br BRA,"DF,MF",30-347,10,771.0,77.0,34.3,8.6,9,82.0,5,1,33.0,0,0.6,4.0,17.0,-13.0,-1.52,-0.48,9.6,14.3,-4.7,-0.55,0.12,Matches
João Miguel Macedo Silva,pt POR,GK,27-361,8,720.0,90.0,32.0,8.0,8,90.0,8,0,,6,0.13,5.0,23.0,-18.0,-2.25,-1.54,6.9,17.1,-10.3,-1.28,-0.97,Matches
Valdemir,br BRA,MF,26-022,9,610.0,68.0,27.1,6.8,8,73.0,2,1,25.0,0,0.67,7.0,9.0,-2.0,-0.3,1.24,10.0,8.9,1.1,0.17,1.09,Matches
Leo Augusto Pereira,br BRA,"MF,FW",22-278,10,532.0,53.0,23.6,5.9,7,68.0,2,3,19.0,1,0.6,3.0,12.0,-9.0,-1.52,-0.42,5.3,10.6,-5.2,-0.89,-0.35,Matches
Marcelo Carné,br BRA,GK,33-056,6,540.0,90.0,24.0,6.0,6,90.0,6,0,,5,1.0,4.0,11.0,-7.0,-1.17,0.04,7.6,11.9,-4.3,-0.72,-0.13,Matches
Matouš Trmal,cz CZE,GK,24-183,6,540.0,90.0,24.0,6.0,6,90.0,6,0,,3,1.0,4.0,5.0,-1.0,-0.17,1.36,8.6,9.3,-0.7,-0.11,0.67,Matches
Brayan Riascos,co COL,"FW,MF",28-175,8,496.0,62.0,22.0,5.5,6,69.0,2,2,41.0,0,0.38,6.0,7.0,-1.0,-0.18,1.31,9.3,6.9,2.3,0.42,1.34,Matches
Giorgi Makaridze,ge GEO,GK,33-003,5,450.0,90.0,20.0,5.0,5,90.0,5,0,,3,0.6,4.0,8.0,-4.0,-0.8,0.5,5.3,5.7,-0.3,-0.07,0.69,Matches
Jesús Ramírez,ve VEN,"FW,MF",24-334,17,485.0,29.0,21.6,5.4,4,69.0,0,13,16.0,5,0.53,2.0,5.0,-3.0,-0.56,0.82,6.5,6.7,-0.2,-0.03,0.75,Matches
Rafael Brito,pt POR,"MF,DF",21-074,10,449.0,45.0,20.0,5.0,4,78.0,1,6,23.0,1,0.5,3.0,6.0,-3.0,-0.6,0.75,6.3,6.2,0.2,0.03,0.82,Matches
Percy Liza,pe PER,"FW,MF",22-358,11,421.0,38.0,18.7,4.7,3,72.0,0,8,26.0,3,1.09,5.0,6.0,-1.0,-0.21,1.21,5.6,6.5,-0.9,-0.19,0.53,Matches
Fábio China,pt POR,"DF,MF",30-270,8,325.0,41.0,14.4,3.6,3,76.0,0,5,19.0,10,0.5,3.0,10.0,-7.0,-1.94,-0.86,5.7,8.7,-3.0,-0.83,-0.24,Matches
Zarzana,es ESP,FW,21-013,6,289.0,48.0,12.8,3.2,3,63.0,0,3,33.0,0,0.0,1.0,8.0,-7.0,-2.18,-1.12,,,,,,Matches
Miguel Sousa,pt POR,MF,24-196,3,184.0,61.0,8.2,2.0,3,61.0,0,0,,3,0.0,1.0,7.0,-6.0,-2.93,-1.89,2.0,5.6,-3.6,-1.78,-1.26,Matches
Edgar Costa,pt POR,"FW,MF",35-354,18,406.0,23.0,18.0,4.5,2,65.0,0,16,17.0,3,0.72,3.0,12.0,-9.0,-2.0,-0.97,5.4,9.2,-3.8,-0.84,-0.26,Matches
Joel Soñora,us USA,MF,26-200,4,179.0,45.0,8.0,2.0,2,61.0,0,2,29.0,4,0.25,2.0,4.0,-2.0,-1.01,0.21,2.5,4.2,-1.8,-0.9,-0.3,Matches
Geny Catamo,mz MOZ,FW,22-067,3,93.0,31.0,4.1,1.0,1,61.0,0,2,16.0,1,1.0,1.0,2.0,-1.0,-0.97,0.24,2.2,1.9,0.4,0.35,1.02,Matches
Luciano Vega,ar ARG,"MF,FW",23-211,7,186.0,27.0,8.3,2.1,0,,0,7,27.0,5,0.0,1.0,10.0,-9.0,-4.35,-3.44,2.0,4.8,-2.8,-1.39,-0.83,Matches
Nito,gw GNB,MF,21-059,2,71.0,36.0,3.2,0.8,0,,0,2,36.0,1,1.5,0.0,2.0,-2.0,-2.54,-1.38,0.2,0.9,-0.7,-0.88,-0.27,Matches
Félix Correia,pt POR,"FW,MF",22-071,4,66.0,17.0,2.9,0.7,0,,0,4,17.0,0,0.0,0.0,0.0,0.0,0.0,1.24,1.0,1.0,0.1,0.07,0.71,Matches
Stanley Kanu,ng NGA,"DF,FW",24-076,4,63.0,16.0,2.8,0.7,0,,0,4,16.0,1,0.25,0.0,0.0,0.0,0.0,1.23,0.5,1.1,-0.5,-0.81,-0.19,Matches
Clésio Baúque,mz MOZ,"MF,DF",28-174,2,61.0,31.0,2.7,0.7,0,,0,2,31.0,2,0.5,0.0,2.0,-2.0,-2.95,-1.8,0.6,1.2,-0.5,-0.8,-0.18,Matches
André Teles,pt POR,MF,25-362,2,61.0,31.0,2.7,0.7,0,,0,2,31.0,1,0.0,1.0,3.0,-2.0,-2.95,-1.8,1.2,1.3,-0.1,-0.16,0.48,Matches
Paulo Sérgio Mota,pt POR,DF,31-264,2,14.0,7.0,0.6,0.2,0,,0,2,7.0,11,1.5,0.0,0.0,0.0,0.0,1.21,0.3,0.8,-0.5,-3.09,-2.48,Matches
Dylan Collard,mu MRI,DF,22-352,1,2.0,2.0,0.1,0.0,0,,0,1,2.0,1,3.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,2.22,2.84,Matches
Gonçalo Cardoso,pt POR,DF,22-164,0,,,,,0,,0,0,,7,,,,,,,,,,,,Matches
Carlos Eduardo,br BRA,FW,20-236,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
Vitor Eudes,br BRA,GK,24-164,0,,,,,0,,0,0,,5,,,,,,,,,,,,Matches
Francisco França,pt POR,MF,21-046,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
Bruno Pereira,pt POR,GK,21-291,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
Pedro Teixeira,pt POR,GK,21-134,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
Squad Total,,,27.3,25,2250.0,90.0,100.0,25.0,275,80.0,152,117,23.0,106,0.64,17.0,47.0,-30.0,-1.2,,28.4,44.0,-15.6,-0.62,,
Opponent Total,,,27.0,25,2250.0,90.0,100.0,25.0,275,80.0,152,117,23.0,110,2.2,47.0,17.0,30.0,1.2,,44.0,28.4,15.6,0.62,,
