Player,Nation,Pos,Age,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att.1,Thr,Launch%,AvgLen,Att.2,Launch%.1,AvgLen.1,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Matches
João Miguel Macedo Silva,pt POR,GK,27-364,8.0,23,1,0,3,0,22.9,0.42,-0.1,-0.01,42,152,27.6,187,33,46.0,39.2,91,72.5,51.8,101,6,5.9,11,1.38,13.7,Matches
Marcelo Carné,br BRA,GK,33-059,7.0,13,0,0,2,0,12.4,0.3,-0.6,-0.09,21,75,28.0,190,32,30.5,32.9,58,29.3,33.3,90,3,3.3,7,1.0,15.8,Matches
Matouš Trmal,cz CZE,GK,24-186,6.0,5,1,0,0,0,7.3,0.24,2.3,0.39,17,55,30.9,138,27,28.3,30.2,44,36.4,34.1,86,5,5.8,8,1.33,16.2,Matches
Giorgi Makaridze,ge GEO,GK,33-006,5.0,8,2,0,0,0,6.2,0.25,-1.8,-0.37,17,56,30.4,151,28,27.2,31.6,38,39.5,35.8,66,3,4.5,13,2.6,16.5,Matches
Squad Total,,,27.2,26.0,49,4,0,5,0,48.8,0.33,-0.2,-0.01,97,338,28.7,666,120,33.6,33.8,231,49.4,41.2,343,17,5.0,39,1.5,15.5,
Opponent Total,,,27.0,26.0,21,3,0,4,1,25.4,0.25,5.4,0.21,150,446,33.6,674,102,44.4,37.6,240,61.3,47.9,414,30,7.2,33,1.27,13.9,
