Player,Nation,Pos,Age,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
Cláudio Winck,br BRA,"DF,MF",28-356,24.7,57.0,37,32.0,17.0,8.0,34.0,55.0,61.8,21.0,28.0,7.0,21.0,28,85.0,36.0,0.0,Matches
Xadas,pt POR,"MF,FW",25-125,20.3,22.0,12,9.0,11.0,2.0,10.0,34.0,29.4,24.0,27.0,4.0,23.0,11,33.0,12.0,0.0,Matches
André Vidigal,pt POR,"FW,MF",24-232,21.6,30.0,19,12.0,7.0,11.0,16.0,23.0,69.6,7.0,15.0,0.0,15.0,11,41.0,5.0,0.0,Matches
Vitor Costa,br BRA,DF,28-279,19.9,44.0,23,23.0,16.0,5.0,23.0,42.0,54.8,19.0,27.0,4.0,23.0,25,69.0,46.0,2.0,Matches
Zainadine Júnior,mz MOZ,DF,34-286,16.1,18.0,8,10.0,6.0,2.0,11.0,16.0,68.8,5.0,11.0,9.0,2.0,25,43.0,47.0,1.0,Matches
Stefano Beltrame,it ITA,MF,30-057,11.7,11.0,6,4.0,7.0,0.0,5.0,13.0,38.5,8.0,14.0,3.0,11.0,7,18.0,4.0,1.0,Matches
Diogo Mendes,pt POR,MF,25-072,10.5,26.0,12,8.0,17.0,1.0,16.0,25.0,64.0,9.0,17.0,0.0,17.0,8,34.0,8.0,0.0,Matches
Léo Andrade,br BRA,DF,24-353,11.8,14.0,8,12.0,1.0,1.0,11.0,14.0,78.6,3.0,20.0,8.0,12.0,26,40.0,36.0,1.0,Matches
João Afonso Crispim,br BRA,"MF,DF",28-056,11.3,30.0,15,11.0,17.0,2.0,14.0,29.0,48.3,15.0,12.0,8.0,4.0,28,58.0,28.0,3.0,Matches
Pablo Moreno,es ESP,"FW,MF",20-338,9.2,16.0,9,6.0,5.0,5.0,7.0,18.0,38.9,11.0,5.0,0.0,5.0,2,18.0,1.0,0.0,Matches
Moises Castillo,co COL,DF,21-317,12.4,32.0,25,26.0,6.0,0.0,20.0,23.0,87.0,3.0,10.0,3.0,7.0,37,69.0,48.0,1.0,Matches
Matheus Costa,br BRA,DF,28-070,9.7,18.0,12,12.0,4.0,2.0,8.0,11.0,72.7,3.0,9.0,6.0,3.0,13,31.0,40.0,1.0,Matches
Diederrick Joel,cm CMR,FW,29-121,10.5,6.0,1,2.0,4.0,0.0,1.0,3.0,33.3,2.0,7.0,0.0,7.0,2,8.0,4.0,0.0,Matches
Rene Santos,br BRA,"DF,MF",30-350,8.6,20.0,13,10.0,7.0,3.0,11.0,14.0,78.6,3.0,17.0,8.0,9.0,7,27.0,32.0,0.0,Matches
Valdemir,br BRA,MF,26-025,7.8,17.0,7,9.0,8.0,0.0,11.0,24.0,45.8,13.0,4.0,1.0,3.0,10,27.0,6.0,0.0,Matches
João Miguel Macedo Silva,pt POR,GK,27-364,8.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,1,1.0,6.0,0.0,Matches
Marcelo Carné,br BRA,GK,33-059,7.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0.0,1.0,0.0,Matches
Leo Augusto Pereira,br BRA,"MF,FW",22-281,5.9,11.0,9,3.0,6.0,2.0,3.0,6.0,50.0,3.0,4.0,0.0,4.0,5,16.0,1.0,0.0,Matches
Matouš Trmal,cz CZE,GK,24-186,6.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0.0,2.0,0.0,Matches
Brayan Riascos,co COL,"FW,MF",28-178,5.7,7.0,5,2.0,2.0,3.0,2.0,5.0,40.0,3.0,2.0,0.0,2.0,1,8.0,13.0,0.0,Matches
Rafael Brito,pt POR,"MF,DF",21-077,5.9,21.0,11,7.0,12.0,2.0,12.0,21.0,57.1,9.0,11.0,3.0,8.0,10,31.0,8.0,0.0,Matches
Giorgi Makaridze,ge GEO,GK,33-006,5.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,Matches
Jesús Ramírez,ve VEN,"FW,MF",24-337,5.4,5.0,4,0.0,1.0,4.0,2.0,6.0,33.3,4.0,3.0,1.0,2.0,1,6.0,4.0,0.0,Matches
Percy Liza,pe PER,"FW,MF",22-361,4.7,5.0,4,1.0,3.0,1.0,2.0,3.0,66.7,1.0,2.0,1.0,1.0,0,5.0,4.0,0.0,Matches
Fábio China,pt POR,"DF,MF",30-273,3.6,14.0,10,6.0,7.0,1.0,6.0,6.0,100.0,0.0,4.0,1.0,3.0,6,20.0,5.0,0.0,Matches
Zarzana,es ESP,FW,21-016,3.2,,4,,,,,,,,,,,2,,,,Matches
Miguel Sousa,pt POR,MF,24-199,2.0,1.0,1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,2,3.0,0.0,1.0,Matches
Edgar Costa,pt POR,"FW,MF",35-357,4.5,9.0,7,6.0,2.0,1.0,5.0,10.0,50.0,5.0,7.0,0.0,7.0,2,11.0,3.0,0.0,Matches
Joel Soñora,us USA,MF,26-203,2.0,1.0,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,2.0,2,3.0,1.0,0.0,Matches
Félix Correia,pt POR,FW,22-074,1.5,3.0,1,0.0,2.0,1.0,1.0,3.0,33.3,2.0,2.0,0.0,2.0,0,3.0,0.0,0.0,Matches
Paulo Sérgio Mota,pt POR,DF,31-267,1.2,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,2.0,1.0,1.0,3,3.0,4.0,0.0,Matches
Geny Catamo,mz MOZ,FW,22-070,1.0,1.0,0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,Matches
Luciano Vega,ar ARG,"MF,FW",23-214,2.1,7.0,5,3.0,3.0,1.0,3.0,9.0,33.3,6.0,3.0,1.0,2.0,1,8.0,5.0,0.0,Matches
Nito,gw GNB,MF,21-062,0.8,1.0,1,0.0,1.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,1,2.0,4.0,0.0,Matches
Stanley Kanu,ng NGA,"DF,FW",24-079,0.7,1.0,1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0,1.0,0.0,0.0,Matches
Clésio Baúque,mz MOZ,"MF,DF",28-177,0.7,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0,0.0,0.0,0.0,Matches
André Teles,pt POR,MF,26-000,0.7,2.0,2,1.0,1.0,0.0,2.0,3.0,66.7,1.0,0.0,0.0,0.0,0,2.0,0.0,0.0,Matches
Dylan Collard,mu MRI,DF,22-355,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,Matches
Squad Total,,,27.2,26.0,455.0,272,217.0,179.0,59.0,241.0,429.0,56.2,188.0,270.0,69.0,201.0,277,732.0,416.0,11.0,
Opponent Total,,,27.0,26.0,485.0,295,223.0,205.0,57.0,252.0,465.0,54.2,213.0,298.0,91.0,207.0,244,729.0,469.0,6.0,
