Player,Nation,Pos,Age,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive.1,PassDead.1,TO.1,Sh.1,Fld.1,Def.1,Matches
Dávid Hancko,sk SVK,DF,25-111,22.5,54,2.4,42,2,2,5,3,0,6,0.27,3,0,0,3,0,0,Matches
Orkun Kökçü,tr TUR,MF,22-095,22.3,153,6.87,104,35,5,7,2,0,9,0.4,6,1,1,0,1,0,Matches
Javairô Dilrosun,nl NED,"FW,MF",24-285,19.6,77,3.94,61,5,4,2,5,0,8,0.41,8,0,0,0,0,0,Matches
Lutsharel Geertruida,nl NED,"DF,MF",22-259,22.1,45,2.04,40,2,1,1,1,0,4,0.18,3,0,1,0,0,0,Matches
Marcus Pedersen,no NOR,DF,22-261,19.2,50,2.6,44,0,4,1,0,1,3,0.16,3,0,0,0,0,0,Matches
Justin Bijlow,nl NED,GK,25-071,19.0,3,0.16,3,0,0,0,0,0,1,0.05,1,0,0,0,0,0,Matches
Quinten Timber,nl NED,MF,21-290,16.1,60,3.73,54,0,1,0,3,2,5,0.31,4,0,0,0,0,1,Matches
Sebastian Szymański,pl POL,"MF,FW",23-328,15.3,82,5.37,50,24,2,2,3,1,10,0.66,7,1,0,1,1,0,Matches
Gernot Trauner,at AUT,DF,31-009,14.8,16,1.08,14,0,0,1,0,1,1,0.07,1,0,0,0,0,0,Matches
Danilo,br BRA,FW,23-361,13.2,37,2.79,27,0,2,3,3,2,5,0.38,4,0,0,1,0,0,Matches
Quilindschy Hartman,nl NED,DF,21-140,12.3,36,2.93,34,1,0,0,0,1,6,0.49,5,0,0,0,0,1,Matches
Santiago Giménez,mx MEX,FW,21-350,13.8,34,2.46,21,0,2,3,8,0,5,0.36,2,0,1,0,2,0,Matches
Mats Wieffer,nl NED,MF,23-138,11.9,34,2.85,31,0,1,0,0,2,5,0.42,5,0,0,0,0,0,Matches
Alireza Jahanbakhsh,ir IRN,FW,29-235,10.8,62,5.75,45,2,4,6,4,1,8,0.74,7,0,1,0,0,0,Matches
Oussama Idrissi,ma MAR,FW,27-036,10.1,69,6.82,46,9,9,3,1,1,8,0.79,6,1,1,0,0,0,Matches
Igor Paixão,br BRA,"FW,MF",22-279,8.0,35,4.39,22,1,4,5,3,0,5,0.63,3,0,1,1,0,0,Matches
Jacob Rasmussen,dk DEN,DF,25-310,7.2,6,0.83,6,0,0,0,0,0,1,0.14,1,0,0,0,0,0,Matches
Timon Wellenreuther,de GER,GK,27-121,7.0,1,0.14,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Marcos López,pe PER,DF,23-134,7.1,22,3.09,17,2,0,1,0,2,1,0.14,1,0,0,0,0,0,Matches
Patrik Wålemark,se SWE,"FW,MF",21-171,6.6,32,4.86,20,2,2,5,3,0,4,0.61,2,0,0,0,2,0,Matches
Fredrik Aursnes,no NOR,MF,27-114,2.0,10,5.0,10,0,0,0,0,0,2,1.0,2,0,0,0,0,0,Matches
Fredrik André Bjørkan,no NOR,DF,24-225,0.8,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Ezequiel Bullaude,ar ARG,"MF,DF",22-159,1.5,8,5.41,6,0,0,1,1,0,1,0.68,1,0,0,0,0,0,Matches
Mohamed Taabouni,nl NED,MF,21-005,1.0,10,10.23,9,0,0,1,0,0,0,0.0,0,0,0,0,0,0,Matches
Jens Toornstra,nl NED,"MF,DF",33-364,0.9,4,4.68,3,1,0,0,0,0,2,2.34,2,0,0,0,0,0,Matches
Mimeirhel Benita,nl NED,DF,19-137,0.6,1,1.76,0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,Matches
Neraysho Kasanwirjo,nl NED,DF,21-044,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Noah Naujoks,nl NED,"FW,MF",20-336,0.2,1,5.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Cole Bassett,us USA,FW,21-249,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Squad Total,,,24.3,26.0,942,36.23,711,86,43,47,40,15,100,3.85,77,3,6,6,6,2,
Opponent Total,,,25.8,26.0,381,14.65,261,39,19,32,18,12,42,1.62,31,4,1,6,0,0,
