Player,Nation,Pos,Age,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att.1,Thr,Launch%,AvgLen,Att.2,Launch%.1,AvgLen.1,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Matches
Justin Bijlow,nl NED,GK,25-071,19.0,16,0,0,3,1,19.1,0.33,4.1,0.22,57,172,33.1,485,105,27.8,30.5,88,42.0,38.6,211,18,8.5,21,1.11,16.6,Matches
Timon Wellenreuther,de GER,GK,27-121,7.0,9,0,0,2,1,6.1,0.32,-1.9,-0.28,23,57,40.4,173,31,24.3,27.5,40,37.5,36.7,71,9,12.7,17,2.43,20.5,Matches
Squad Total,,,24.3,26.0,25,0,0,5,2,25.2,0.32,2.2,0.08,80,229,34.9,658,136,26.9,29.7,128,40.6,38.0,282,27,9.6,38,1.46,17.9,
Opponent Total,,,25.8,26.0,59,3,2,6,2,57.1,0.29,0.1,0.0,178,576,30.9,852,133,44.6,36.9,305,64.3,47.5,476,21,4.4,15,0.58,11.1,
