Player,Nation,Pos,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off.1,Matches
Dávid Hancko,sk SVK,DF,25-111,23,2025.0,88.0,86.5,22.5,23,88.0,19,0,,0,2.35,48.0,22.0,26.0,1.16,-1.13,40.9,19.2,21.6,0.96,-0.47,Matches
Orkun Kökçü,tr TUR,MF,22-095,24,2005.0,84.0,85.7,22.3,23,86.0,19,1,28.0,0,2.29,48.0,22.0,26.0,1.17,-0.98,42.0,21.0,21.0,0.94,-0.58,Matches
Javairô Dilrosun,nl NED,"FW,MF",24-285,25,1761.0,70.0,75.3,19.6,23,75.0,6,2,16.0,0,2.32,41.0,20.0,21.0,1.07,-0.95,34.2,17.9,16.2,0.83,-0.78,Matches
Lutsharel Geertruida,nl NED,"DF,MF",22-259,23,1988.0,86.0,85.0,22.1,22,89.0,21,1,29.0,0,2.39,48.0,17.0,31.0,1.4,0.64,42.8,16.7,26.0,1.18,1.01,Matches
Marcus Pedersen,no NOR,DF,22-261,23,1728.0,75.0,73.8,19.2,21,80.0,13,2,24.0,3,2.26,42.0,21.0,21.0,1.09,-0.82,33.2,18.1,15.1,0.79,-0.91,Matches
Justin Bijlow,nl NED,GK,25-071,19,1710.0,90.0,73.1,19.0,19,90.0,19,0,,0,2.21,43.0,16.0,27.0,1.42,0.42,34.7,16.8,17.9,0.94,-0.3,Matches
Quinten Timber,nl NED,MF,21-290,20,1446.0,72.0,61.8,16.1,17,80.0,7,3,28.0,0,2.25,37.0,16.0,21.0,1.31,0.0,28.8,14.5,14.3,0.89,-0.35,Matches
Sebastian Szymański,pl POL,"MF,FW",23-328,21,1374.0,65.0,58.7,15.3,16,77.0,7,5,27.0,0,2.29,37.0,13.0,24.0,1.57,0.64,28.2,11.9,16.3,1.07,0.1,Matches
Gernot Trauner,at AUT,DF,31-009,16,1336.0,84.0,57.1,14.8,15,88.0,14,1,13.0,2,2.44,37.0,16.0,21.0,1.41,0.25,29.1,13.2,15.9,1.07,0.11,Matches
Danilo,br BRA,FW,23-361,26,1190.0,46.0,50.9,13.2,14,67.0,0,12,21.0,0,2.35,31.0,13.0,18.0,1.36,0.11,25.1,11.0,14.1,1.07,0.09,Matches
Quilindschy Hartman,nl NED,DF,21-140,16,1103.0,69.0,47.1,12.3,14,77.0,5,2,15.0,8,2.75,28.0,9.0,19.0,1.55,0.46,21.8,11.3,10.4,0.85,-0.33,Matches
Santiago Giménez,mx MEX,FW,21-350,24,1245.0,52.0,53.2,13.8,13,76.0,5,11,23.0,1,2.29,32.0,12.0,20.0,1.45,0.3,28.0,11.9,16.1,1.16,0.29,Matches
Mats Wieffer,nl NED,MF,23-138,18,1075.0,60.0,45.9,11.9,11,86.0,9,7,18.0,4,2.56,25.0,10.0,15.0,1.26,-0.1,22.8,10.5,12.3,1.03,0.01,Matches
Alireza Jahanbakhsh,ir IRN,FW,29-235,21,971.0,46.0,41.5,10.8,10,74.0,2,11,21.0,5,2.29,27.0,13.0,14.0,1.3,-0.02,18.9,11.8,7.1,0.66,-0.63,Matches
Oussama Idrissi,ma MAR,FW,27-036,20,911.0,46.0,38.9,10.1,10,66.0,1,10,26.0,0,2.25,28.0,10.0,18.0,1.78,0.77,22.2,10.0,12.2,1.21,0.3,Matches
Igor Paixão,br BRA,"FW,MF",22-279,20,719.0,36.0,30.7,8.0,8,55.0,0,12,23.0,2,2.25,16.0,7.0,9.0,1.13,-0.26,15.2,5.8,9.4,1.18,0.22,Matches
Jacob Rasmussen,dk DEN,DF,25-310,9,649.0,72.0,27.7,7.2,8,80.0,6,1,6.0,17,2.33,15.0,6.0,9.0,1.25,-0.08,12.6,6.1,6.4,0.89,-0.19,Matches
Timon Wellenreuther,de GER,GK,27-121,7,630.0,90.0,26.9,7.0,7,90.0,7,0,,17,2.71,16.0,9.0,7.0,1.0,-0.42,14.6,5.9,8.7,1.24,0.3,Matches
Marcos López,pe PER,DF,23-134,15,641.0,43.0,27.4,7.1,5,82.0,2,10,23.0,7,2.13,13.0,10.0,3.0,0.42,-1.22,13.0,6.2,6.8,0.95,-0.1,Matches
Patrik Wålemark,se SWE,"FW,MF",21-171,15,592.0,39.0,25.3,6.6,4,68.0,0,11,29.0,4,2.4,16.0,5.0,11.0,1.67,0.49,14.2,3.7,10.5,1.6,0.77,Matches
Fredrik Aursnes,no NOR,MF,27-114,2,180.0,90.0,7.7,2.0,2,90.0,2,0,,0,2.0,5.0,2.0,3.0,1.5,0.21,4.3,1.4,2.9,1.47,0.48,Matches
Fredrik André Bjørkan,no NOR,DF,24-225,1,68.0,68.0,2.9,0.8,1,68.0,0,0,,5,3.0,3.0,2.0,1.0,1.32,0.02,1.9,0.7,1.2,1.65,0.64,Matches
Ezequiel Bullaude,ar ARG,"MF,DF",22-159,8,132.0,17.0,5.6,1.5,0,,0,8,17.0,10,1.88,6.0,2.0,4.0,2.73,1.5,5.1,1.2,3.9,2.64,1.71,Matches
