Player,Nation,Pos,Age,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
Javairô Dilrosun,nl NED,"FW,MF",24-270,19.4,1,0,0,10,20,2,62,14,8,0,0,1,74,7,13,35.0,Matches
Dávid Hancko,sk SVK,DF,25-096,21.5,0,0,0,9,14,1,21,22,30,0,0,0,174,22,15,59.5,Matches
Orkun Kökçü,tr TUR,MF,22-080,21.3,5,0,0,17,22,0,109,14,15,0,0,0,175,8,8,50.0,Matches
Lutsharel Geertruida,nl NED,"DF,MF",22-244,21.1,1,0,0,14,11,0,7,22,26,0,0,0,144,16,13,55.2,Matches
Marcus Pedersen,no NOR,DF,22-246,18.9,2,0,0,23,7,2,48,8,20,0,0,0,107,3,6,33.3,Matches
Justin Bijlow,nl NED,GK,25-056,19.0,1,0,0,0,1,0,0,0,1,0,0,0,32,1,0,100.0,Matches
Quinten Timber,nl NED,MF,21-275,16.1,2,0,0,21,23,0,9,21,18,0,0,0,101,6,12,33.3,Matches
Sebastian Szymański,pl POL,"MF,FW",23-313,14.4,2,0,0,17,25,1,81,6,16,0,0,0,65,7,18,28.0,Matches
Gernot Trauner,at AUT,DF,30-359,14.1,4,0,0,10,2,0,0,21,21,0,0,0,108,37,23,61.7,Matches
Danilo,br BRA,FW,23-346,13.1,0,0,0,9,3,5,1,7,1,0,0,0,60,21,31,40.4,Matches
Quilindschy Hartman,nl NED,DF,21-125,12.0,3,0,0,14,2,0,35,22,14,0,0,0,66,20,15,57.1,Matches
Santiago Giménez,mx MEX,FW,21-335,12.8,2,0,0,12,16,10,1,3,2,2,0,0,35,22,20,52.4,Matches
Mats Wieffer,nl NED,MF,23-123,10.9,3,0,0,23,14,0,9,16,19,0,0,0,107,42,28,60.0,Matches
Alireza Jahanbakhsh,ir IRN,FW,29-220,10.0,2,0,0,16,9,2,53,9,10,0,0,0,69,20,11,64.5,Matches
Oussama Idrissi,ma MAR,FW,27-021,9.3,4,0,0,11,6,3,49,2,13,0,0,0,46,2,5,28.6,Matches
Igor Paixão,br BRA,"FW,MF",22-264,7.8,2,0,0,4,14,2,18,4,3,0,0,0,34,12,18,40.0,Matches
Jacob Rasmussen,dk DEN,DF,25-295,7.2,0,0,0,1,1,0,0,8,3,0,0,0,48,20,7,74.1,Matches
Timon Wellenreuther,de GER,GK,27-106,6.0,0,0,0,0,1,0,0,0,0,0,0,0,14,1,1,50.0,Matches
Marcos López,pe PER,DF,23-119,6.4,0,0,0,7,12,1,18,18,9,0,0,0,49,17,4,81.0,Matches
Patrik Wålemark,se SWE,"FW,MF",21-156,6.6,1,0,0,5,13,2,34,1,8,1,0,1,22,5,3,62.5,Matches
Fredrik Aursnes,no NOR,MF,27-099,2.0,0,0,0,1,0,0,5,2,1,0,0,0,16,3,5,37.5,Matches
Fredrik André Bjørkan,no NOR,DF,24-210,0.8,0,0,0,2,0,0,2,0,0,0,0,0,5,0,1,0.0,Matches
Ezequiel Bullaude,ar ARG,"MF,DF",22-144,1.5,0,0,0,0,3,0,0,0,1,0,0,0,13,4,7,36.4,Matches
Mohamed Taabouni,nl NED,MF,20-355,1.0,0,0,0,3,4,0,5,1,1,0,0,0,7,0,0,,Matches
Jens Toornstra,nl NED,"MF,DF",33-349,0.9,0,0,0,1,0,0,1,0,1,0,0,0,8,0,1,0.0,Matches
Mimeirhel Benita,nl NED,DF,19-122,0.6,0,0,0,1,0,0,2,1,1,0,0,0,7,1,1,50.0,Matches
Neraysho Kasanwirjo,nl NED,DF,21-029,0.2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,50.0,Matches
Noah Naujoks,nl NED,"FW,MF",20-321,0.2,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,,Matches
Cole Bassett,us USA,FW,21-234,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
Squad Total,,,24.2,25.0,35,0,0,232,223,31,570,222,243,3,0,2,1589,298,267,52.7,
Opponent Total,,,25.7,25.0,44,5,1,241,217,47,341,248,302,0,3,2,1426,267,298,47.3,
