Player,Nation,Pos,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches
Dávid Hancko,sk SVK,DF,25-114,23.5,1711,1637,73,35,3,15,21,34,0,0,0,0,1471,1,12,Matches
Orkun Kökçü,tr TUR,MF,22-098,23.3,1951,1744,200,84,10,12,122,25,88,36,16,0,1566,7,30,Matches
Javairô Dilrosun,nl NED,"FW,MF",24-288,19.8,725,687,38,1,2,1,62,15,16,11,0,0,572,0,12,Matches
Lutsharel Geertruida,nl NED,"DF,MF",22-262,22.1,1480,1378,100,26,2,4,8,74,0,0,0,0,1317,2,14,Matches
Marcus Pedersen,no NOR,DF,22-264,20.2,987,834,151,7,0,4,50,144,0,0,0,0,808,2,26,Matches
Justin Bijlow,nl NED,GK,25-074,19.0,574,455,118,30,0,2,0,0,0,0,0,0,446,1,0,Matches
Sebastian Szymański,pl POL,"MF,FW",23-331,16.3,613,520,90,13,4,7,90,4,67,29,16,0,416,3,27,Matches
Quinten Timber,nl NED,MF,21-293,16.1,704,678,22,9,4,3,9,10,0,0,0,0,597,4,8,Matches
Gernot Trauner,at AUT,DF,31-012,15.8,1133,1115,18,14,0,6,0,4,0,0,0,0,1014,0,4,Matches
Quilindschy Hartman,nl NED,DF,21-143,13.3,846,730,113,9,1,6,37,104,0,0,0,0,655,3,21,Matches
Santiago Giménez,mx MEX,FW,21-353,14.8,201,186,15,0,1,1,1,3,0,0,0,0,139,0,4,Matches
Danilo,br BRA,FW,23-364,13.3,330,301,25,0,1,2,1,1,0,0,0,0,245,4,13,Matches
Mats Wieffer,nl NED,MF,23-141,12.9,907,890,16,8,2,8,10,8,0,0,0,0,736,1,16,Matches
Alireza Jahanbakhsh,ir IRN,FW,29-238,11.6,600,558,38,1,3,10,62,36,1,0,1,0,408,4,26,Matches
Oussama Idrissi,ma MAR,FW,27-039,10.1,610,541,69,5,1,10,51,42,22,8,2,0,497,0,10,Matches
Igor Paixão,br BRA,"FW,MF",22-282,8.9,266,256,10,4,0,0,20,4,2,0,1,0,195,0,9,Matches
Timon Wellenreuther,de GER,GK,27-124,8.0,241,183,58,13,0,0,0,1,0,0,0,0,197,0,0,Matches
Jacob Rasmussen,dk DEN,DF,25-313,7.2,573,551,22,15,0,0,0,5,0,0,0,0,507,0,1,Matches
Marcos López,pe PER,DF,23-137,7.1,417,348,69,8,1,3,20,60,1,1,0,0,333,0,8,Matches
Patrik Wålemark,se SWE,"FW,MF",21-174,6.6,187,179,8,0,0,0,34,2,6,1,2,0,129,0,14,Matches
Fredrik Aursnes,no NOR,MF,27-117,2.0,176,170,6,3,1,0,5,1,2,0,1,0,151,0,1,Matches
Fredrik André Bjørkan,no NOR,DF,24-228,0.8,52,41,11,0,0,0,2,11,0,0,0,0,41,0,4,Matches
Ezequiel Bullaude,ar ARG,"MF,DF",22-162,1.5,56,55,1,1,0,0,0,0,0,0,0,0,50,0,2,Matches
Mohamed Taabouni,nl NED,MF,21-008,1.0,42,38,3,1,1,0,5,0,2,0,2,0,28,1,3,Matches
Jens Toornstra,nl NED,"MF,DF",34-002,0.9,51,48,3,0,1,1,1,1,2,1,0,0,41,0,1,Matches
Mimeirhel Benita,nl NED,DF,19-140,0.6,40,32,8,0,0,0,2,8,0,0,0,0,29,0,2,Matches
Neraysho Kasanwirjo,nl NED,DF,21-047,0.2,39,39,0,0,0,0,0,0,0,0,0,0,37,0,0,Matches
Noah Naujoks,nl NED,"FW,MF",20-339,0.2,4,4,0,0,0,0,0,0,0,0,0,0,3,0,0,Matches
Cole Bassett,us USA,FW,21-252,0.1,4,4,0,0,0,0,0,0,0,0,0,0,4,0,0,Matches
Antoni Milambo,nl NED,MF,15-003,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Squad Total,,,24.3,27.0,15520,14202,1285,287,38,95,613,597,209,87,41,0,12632,33,268,
Opponent Total,,,25.8,27.0,11085,9735,1298,277,31,76,371,488,113,48,47,3,8060,52,232,
