Player,Nation,Pos,Age,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
Dávid Hancko,sk SVK,DF,25-114,23.5,52,32,31,17,4,29,35,82.9,6,22,11,11,24,76,79,1,Matches
Orkun Kökçü,tr TUR,MF,22-098,23.3,29,15,9,10,10,14,35,40.0,21,14,6,8,14,43,13,0,Matches
Javairô Dilrosun,nl NED,"FW,MF",24-288,19.8,18,9,8,8,2,10,25,40.0,15,18,0,18,14,32,16,0,Matches
Lutsharel Geertruida,nl NED,"DF,MF",22-262,22.1,39,26,19,17,3,16,22,72.7,6,9,3,6,22,61,38,1,Matches
Marcus Pedersen,no NOR,DF,22-264,20.2,38,22,19,13,6,22,25,88.0,3,13,4,9,8,46,56,0,Matches
Justin Bijlow,nl NED,GK,25-074,19.0,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,4,0,Matches
Sebastian Szymański,pl POL,"MF,FW",23-331,16.3,36,17,6,20,10,15,36,41.7,21,24,2,22,6,42,10,1,Matches
Quinten Timber,nl NED,MF,21-293,16.1,41,18,16,19,6,13,20,65.0,7,13,0,13,21,62,2,0,Matches
Gernot Trauner,at AUT,DF,31-012,15.8,33,23,16,15,2,17,25,68.0,8,16,10,6,23,56,42,0,Matches
Quilindschy Hartman,nl NED,DF,21-143,13.3,28,14,5,13,10,13,21,61.9,8,16,5,11,23,51,22,0,Matches
Santiago Giménez,mx MEX,FW,21-353,14.8,6,2,1,2,3,0,5,0.0,5,9,0,9,3,9,3,0,Matches
Danilo,br BRA,FW,23-364,13.3,6,1,1,2,3,2,8,25.0,6,18,0,18,7,13,8,0,Matches
Mats Wieffer,nl NED,MF,23-141,12.9,38,22,10,25,3,19,40,47.5,21,23,2,21,19,57,31,0,Matches
Alireza Jahanbakhsh,ir IRN,FW,29-238,11.6,17,10,4,10,3,6,24,25.0,18,14,0,14,10,27,9,0,Matches
Oussama Idrissi,ma MAR,FW,27-039,10.1,24,16,6,12,6,10,20,50.0,10,11,0,11,2,26,1,0,Matches
Igor Paixão,br BRA,"FW,MF",22-282,8.9,8,6,1,4,3,4,6,66.7,2,10,1,9,5,13,8,0,Matches
Timon Wellenreuther,de GER,GK,27-124,8.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,Matches
Jacob Rasmussen,dk DEN,DF,25-313,7.2,3,3,1,2,0,0,0,,0,9,4,5,8,11,27,1,Matches
Marcos López,pe PER,DF,23-137,7.1,21,11,8,12,1,11,14,78.6,3,9,2,7,20,41,27,0,Matches
Patrik Wålemark,se SWE,"FW,MF",21-174,6.6,17,8,4,6,7,7,8,87.5,1,8,0,8,1,18,3,0,Matches
Fredrik Aursnes,no NOR,MF,27-117,2.0,2,1,2,0,0,1,2,50.0,1,4,2,2,2,4,0,0,Matches
Fredrik André Bjørkan,no NOR,DF,24-228,0.8,2,0,1,0,1,1,2,50.0,1,1,1,0,0,2,2,0,Matches
Ezequiel Bullaude,ar ARG,"MF,DF",22-162,1.5,1,1,0,1,0,0,4,0.0,4,3,0,3,0,1,1,0,Matches
Mohamed Taabouni,nl NED,MF,21-008,1.0,2,1,1,1,0,0,0,,0,1,0,1,1,3,2,0,Matches
Jens Toornstra,nl NED,"MF,DF",34-002,0.9,2,1,1,1,0,1,1,100.0,0,0,0,0,0,2,1,0,Matches
Mimeirhel Benita,nl NED,DF,19-140,0.6,4,1,3,1,0,3,3,100.0,0,0,0,0,1,5,0,0,Matches
Neraysho Kasanwirjo,nl NED,DF,21-047,0.2,0,0,0,0,0,0,0,,0,1,1,0,0,0,0,0,Matches
Noah Naujoks,nl NED,"FW,MF",20-339,0.2,1,1,0,1,0,0,0,,0,0,0,0,0,1,0,0,Matches
Cole Bassett,us USA,FW,21-252,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Antoni Milambo,nl NED,MF,15-003,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Squad Total,,,24.3,27.0,469,262,174,212,83,215,382,56.3,167,266,54,212,234,703,407,4,
Opponent Total,,,25.8,27.0,541,330,332,181,28,284,569,49.9,285,358,139,219,275,816,621,11,
