Player,Nation,Pos,Age,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Dávid Hancko,sk SVK,DF,25-111,22.5,1427,1657,86.1,27821,10123,484,522,92.7,777,842,92.3,150,257,58.4,4,2.2,1.9,1.8,17,193,6,2,181,Matches
Orkun Kökçü,tr TUR,MF,22-095,22.3,1516,1884,80.5,26651,9295,701,768,91.3,606,712,85.1,160,299,53.5,1,5.7,6.3,-4.7,70,237,60,16,276,Matches
Javairô Dilrosun,nl NED,"FW,MF",24-285,19.6,566,717,78.9,8430,1860,314,364,86.3,188,229,82.1,33,71,46.5,5,3.2,4.1,1.8,37,28,42,10,70,Matches
Lutsharel Geertruida,nl NED,"DF,MF",22-259,22.1,1317,1480,89.0,22700,7094,571,618,92.4,641,693,92.5,89,131,67.9,1,2.1,2.1,-1.1,19,126,11,4,151,Matches
Marcus Pedersen,no NOR,DF,22-261,19.2,767,935,82.0,12176,2325,396,437,90.6,309,368,84.0,46,84,54.8,1,1.8,1.9,-0.8,25,55,16,10,43,Matches
Justin Bijlow,nl NED,GK,25-071,19.0,446,574,77.7,11088,7933,83,83,100.0,245,249,98.4,114,237,48.1,0,0.0,0.0,0.0,0,8,0,0,0,Matches
Quinten Timber,nl NED,MF,21-290,16.1,597,704,84.8,8709,2198,307,344,89.2,238,269,88.5,15,31,48.4,2,1.8,2.2,0.2,29,73,12,0,80,Matches
Sebastian Szymański,pl POL,"MF,FW",23-328,15.3,396,586,67.6,6303,2114,206,242,85.1,124,176,70.5,41,96,42.7,4,3.2,3.8,0.8,37,30,28,7,62,Matches
Gernot Trauner,at AUT,DF,31-009,14.8,964,1078,89.4,18441,7164,330,361,91.4,517,560,92.3,108,137,78.8,0,0.1,0.4,-0.1,4,95,3,0,96,Matches
Danilo,br BRA,FW,23-361,13.2,240,325,73.8,2974,414,144,177,81.4,62,77,80.5,7,11,63.6,3,1.3,1.0,1.7,18,11,1,0,20,Matches
Quilindschy Hartman,nl NED,DF,21-140,12.3,605,782,77.4,9731,3210,313,360,86.9,232,292,79.5,44,78,56.4,3,1.5,1.9,1.5,14,50,23,8,72,Matches
Santiago Giménez,mx MEX,FW,21-350,13.8,133,190,70.0,1690,310,88,115,76.5,32,46,69.6,3,7,42.9,1,1.6,1.8,-0.6,14,4,4,0,15,Matches
Mats Wieffer,nl NED,MF,23-138,11.9,670,825,81.2,10897,2921,334,388,86.1,252,302,83.4,55,78,70.5,2,0.8,1.4,1.2,11,89,7,2,98,Matches
Alireza Jahanbakhsh,ir IRN,FW,29-235,10.8,376,555,67.7,6304,1554,202,251,80.5,124,191,64.9,36,66,54.5,5,3.7,2.9,1.3,26,29,29,9,55,Matches
Oussama Idrissi,ma MAR,FW,27-036,10.1,497,610,81.5,8513,1636,254,290,87.6,179,214,83.6,53,75,70.7,4,2.4,3.4,1.6,29,16,32,6,58,Matches
Igor Paixão,br BRA,"FW,MF",22-279,8.0,177,239,74.1,2553,624,108,124,87.1,53,70,75.7,8,23,34.8,2,1.8,2.3,0.2,17,9,12,1,27,Matches
Jacob Rasmussen,dk DEN,DF,25-310,7.2,507,573,88.5,9037,3225,201,220,91.4,266,286,93.0,33,56,58.9,1,0.1,0.2,0.9,3,35,1,0,53,Matches
Timon Wellenreuther,de GER,GK,27-121,7.0,178,213,83.6,4135,2935,52,52,100.0,86,86,100.0,38,73,52.1,0,0.0,0.0,0.0,0,3,0,0,1,Matches
Marcos López,pe PER,DF,23-134,7.1,333,417,79.9,5628,1912,167,189,88.4,127,159,79.9,31,46,67.4,1,1.1,1.1,-0.1,11,21,6,3,42,Matches
Patrik Wålemark,se SWE,"FW,MF",21-171,6.6,129,187,69.0,2062,546,68,88,77.3,48,62,77.4,10,19,52.6,2,1.8,2.8,0.2,13,2,19,8,19,Matches
Fredrik Aursnes,no NOR,MF,27-114,2.0,151,176,85.8,2836,1002,54,58,93.1,73,83,88.0,18,28,64.3,0,0.9,0.5,-0.9,5,25,5,1,26,Matches
Fredrik André Bjørkan,no NOR,DF,24-225,0.8,41,52,78.8,545,110,24,27,88.9,17,20,85.0,0,1,0.0,0,0.2,0.1,-0.2,1,2,3,0,4,Matches
Ezequiel Bullaude,ar ARG,"MF,DF",22-159,1.5,50,56,89.3,677,140,32,33,97.0,10,11,90.9,4,4,100.0,1,0.3,0.2,0.7,5,5,2,0,6,Matches
Mohamed Taabouni,nl NED,MF,21-005,1.0,28,42,66.7,413,143,15,17,88.2,13,18,72.2,0,3,0.0,0,0.5,0.8,-0.5,3,2,2,2,4,Matches
Jens Toornstra,nl NED,"MF,DF",33-364,0.9,41,51,80.4,802,218,16,17,94.1,22,26,84.6,3,7,42.9,1,0.4,0.3,0.6,2,3,2,0,7,Matches
Mimeirhel Benita,nl NED,DF,19-137,0.6,29,40,72.5,565,184,9,11,81.8,16,19,84.2,4,7,57.1,0,0.0,0.0,0.0,0,2,0,0,4,Matches
Neraysho Kasanwirjo,nl NED,DF,21-044,0.2,37,39,94.9,806,307,3,4,75.0,30,31,96.8,4,4,100.0,0,0.0,0.0,0.0,0,6,0,0,5,Matches
Noah Naujoks,nl NED,"FW,MF",20-336,0.2,3,4,75.0,69,13,1,2,50.0,1,1,100.0,1,1,100.0,0,0.0,0.0,0.0,0,1,0,0,1,Matches
Cole Bassett,us USA,FW,21-249,0.1,4,4,100.0,82,42,3,3,100.0,0,0,,1,1,100.0,0,0.0,0.0,0.0,0,1,0,0,1,Matches
Squad Total,,,24.3,26.0,12225,14995,81.5,212638,71552,5480,6165,88.9,5288,6092,86.8,1109,1931,57.4,44,38.1,43.6,5.9,410,1161,326,89,1477,
