Player,Nation,Pos,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
Jhonatan,br BRA,GK,31-333,26.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Costinha,pt POR,"DF,MF",23-011,24.1,2,18,9,50.0,0.75,0.37,0.11,0.22,18.7,0,0,0,1.4,1.4,0.08,0.6,0.6,Matches
Gonçalo Rodrigues,pt POR,MF,25-262,24.5,2,39,13,33.3,1.59,0.53,0.05,0.15,24.1,7,0,0,2.1,2.1,0.05,-0.1,-0.1,Matches
Aderlan Santos,br BRA,DF,33-362,23.3,1,14,4,28.6,0.6,0.17,0.07,0.25,17.3,0,0,0,1.0,1.0,0.07,0.0,0.0,Matches
Fábio Conceição,pt POR,"DF,FW",21-343,16.8,3,18,8,44.4,1.07,0.48,0.17,0.38,18.2,0,0,0,2.3,2.2,0.12,0.7,0.8,Matches
Emmanuel Boateng,gh GHA,"FW,MF",26-318,16.1,4,31,13,41.9,1.93,0.81,0.13,0.31,14.5,0,0,1,5.5,4.7,0.15,-1.5,-0.7,Matches
Patrick,br BRA,DF,25-307,14.8,0,14,0,0.0,0.94,0.0,0.0,,21.1,1,0,0,0.9,0.9,0.06,-0.9,-0.9,Matches
Josué Sá,pt POR,DF,30-293,14.5,0,1,1,100.0,0.07,0.07,0.0,0.0,15.5,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
Abdul-Aziz Yakubu,gh GHA,FW,24-147,14.2,7,20,12,60.0,1.41,0.84,0.25,0.42,16.8,0,2,2,3.8,2.2,0.11,3.2,2.8,Matches
Andreas Samaris,gr GRE,MF,33-297,12.3,0,12,1,8.3,0.97,0.08,0.0,0.0,29.2,4,0,0,0.3,0.3,0.02,-0.3,-0.3,Matches
Renato Pantalon,hr CRO,DF,25-161,13.6,0,3,0,0.0,0.22,0.0,0.0,,9.1,0,0,0,0.3,0.3,0.09,-0.3,-0.3,Matches
Miguel Baeza,es ESP,"MF,FW",23-010,9.9,0,13,3,23.1,1.31,0.3,0.0,0.0,23.9,1,0,0,0.7,0.7,0.06,-0.7,-0.7,Matches
Pedro Amaral,pt POR,DF,25-224,11.0,1,7,1,14.3,0.64,0.09,0.14,1.0,25.2,1,0,0,0.5,0.5,0.07,0.5,0.5,Matches
André Pereira,pt POR,FW,27-336,8.4,1,14,3,21.4,1.68,0.36,0.0,0.0,19.0,0,1,2,3.3,1.7,0.13,-2.3,-1.7,Matches
João Graça,pt POR,"MF,FW",27-292,9.3,1,9,2,22.2,0.97,0.22,0.11,0.5,22.7,0,0,0,0.5,0.5,0.06,0.5,0.5,Matches
Paulo Vitor,br BRA,"DF,MF",23-286,8.8,0,19,1,5.3,2.15,0.11,0.0,0.0,27.7,0,0,0,0.6,0.6,0.03,-0.6,-0.6,Matches
Vítor Gomes,pt POR,MF,35-102,6.6,0,3,1,33.3,0.45,0.15,0.0,0.0,30.4,0,0,0,0.7,0.7,0.22,-0.7,-0.7,Matches
Joca,pt POR,"MF,FW",27-066,4.6,0,8,0,0.0,1.73,0.0,0.0,,23.2,0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches
Amine Oudrhiri,ma MAR,MF,30-153,5.8,0,2,0,0.0,0.35,0.0,0.0,,22.2,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
Miguel Nóbrega,pt POR,DF,22-354,5.6,0,3,2,66.7,0.54,0.36,0.0,0.0,15.5,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
Leonardo Ruíz,co COL,FW,26-353,6.2,2,12,2,16.7,1.94,0.32,0.17,1.0,14.9,0,0,0,1.0,1.0,0.08,1.0,1.0,Matches
Hernâni Fortes,pt POR,"MF,FW",31-229,3.3,0,12,3,25.0,3.61,0.9,0.0,0.0,23.0,0,0,0,0.7,0.7,0.06,-0.7,-0.7,Matches
Ukra,pt POR,"MF,FW",35-021,2.0,0,1,0,0.0,0.5,0.0,0.0,,18.5,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
João Ferreira,pt POR,"DF,MF",22-015,1.8,0,1,0,0.0,0.57,0.0,0.0,,28.2,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
Savio,br BRA,"DF,MF",27-315,1.4,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Bruno Ventura,pt POR,"FW,MF",22-038,0.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Zé Manuel,pt POR,FW,32-165,0.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Julien Lomboto,cd COD,MF,20-328,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Squad Total,,,27.5,26.0,24,274,79,28.8,10.54,3.04,0.08,0.27,20.7,14,3,5,25.8,21.9,0.08,-1.8,-0.9,
Opponent Total,,,26.7,26.0,27,368,118,32.1,14.15,4.54,0.07,0.23,17.7,13,0,3,35.6,33.2,0.09,-8.6,-6.2,
