7,Casa Pia,26,11,5,10,23,27,-4,38,1.46,26.4,35.7,-9.3,-0.36,L W L W L,"4,225","Rafael Martins, Clayton - 4",Ricardo Batista,Unnamed: 19
8,Vizela,26,10,5,11,30,28,2,35,1.35,33.2,31.3,1.9,0.07,L W L W W,3263,Milutin Osmajić - 6,Fabijan Buntić,
9,Rio Ave,26,9,6,11,25,29,-4,33,1.27,25.8,35.6,-9.8,-0.38,W L W W L,2870,Abdul-Aziz Yakubu - 7,Jhonatan,
10,Famalicão,26,10,3,13,25,33,-8,33,1.27,26.4,33.9,-7.5,-0.29,W L W W L,3371,Ivan Jaime Pajuelo - 6,Luiz Lúcio Reis Júnior,
11,Chaves,26,8,8,10,27,33,-6,32,1.23,32.7,41.7,-8.9,-0.34,L L W W L,3836,"Héctor, Steven Vitória - 6",Paulo Vítor Fagundes dos Anjos,
