Player,Nation,Pos,Age,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att.1,Thr,Launch%,AvgLen,Att.2,Launch%.1,AvgLen.1,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Matches
Jhonatan,br BRA,GK,31-333,26.0,29,0,1,3,2,35.1,0.29,8.1,0.31,111,305,36.4,627,162,29.7,33.5,226,52.7,45.1,417,25,6.0,16,0.62,11.9,Matches
Squad Total,,,27.5,26.0,29,0,1,3,2,35.1,0.29,8.1,0.31,111,305,36.4,627,162,29.7,33.5,226,52.7,45.1,417,25,6.0,16,0.62,11.9,
Opponent Total,,,26.7,26.0,25,3,0,1,1,26.6,0.26,2.6,0.1,119,346,34.4,630,120,37.0,34.5,206,54.9,42.5,357,23,6.4,37,1.42,16.7,
