Player,Nation,Pos,Age,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Jhonatan,br BRA,GK,31-315,25.0,583,822,70.9,16820,13153,88,89,98.9,287,299,96.0,206,424,48.6,0,0.0,0.0,0.0,0,7,0,0,0,Matches
Costinha,pt POR,"DF,MF",22-358,23.2,752,1077,69.8,13133,4764,356,426,83.6,323,439,73.6,63,150,42.0,1,1.4,1.6,-0.4,14,62,17,13,82,Matches
Gonçalo Rodrigues,pt POR,MF,25-244,23.5,865,1067,81.1,16434,4092,359,397,90.4,373,439,85.0,122,189,64.6,1,2.7,2.5,-1.7,44,93,23,4,132,Matches
Aderlan Santos,br BRA,DF,33-344,22.3,1104,1263,87.4,21834,8923,307,331,92.7,671,702,95.6,116,203,57.1,0,0.1,0.4,-0.1,3,26,1,0,39,Matches
Fábio Conceição,pt POR,"DF,FW",21-325,15.8,395,510,77.5,6211,1902,225,264,85.2,141,170,82.9,24,47,51.1,2,1.8,2.0,0.2,15,24,18,5,36,Matches
Emmanuel Boateng,gh GHA,"FW,MF",26-300,15.2,143,210,68.1,1830,414,87,113,77.0,37,54,68.5,5,9,55.6,0,1.1,0.6,-1.1,10,8,5,1,13,Matches
Josué Sá,pt POR,DF,30-275,14.5,685,801,85.5,13618,4743,237,253,93.7,369,400,92.3,77,134,57.5,1,0.4,0.4,0.6,6,69,0,0,65,Matches
Abdul-Aziz Yakubu,gh GHA,FW,24-129,14.2,157,238,66.0,1980,269,102,125,81.6,44,72,61.1,4,12,33.3,3,1.6,0.7,1.4,8,7,4,1,12,Matches
Patrick,br BRA,DF,25-289,13.9,693,850,81.5,13577,4930,222,254,87.4,384,432,88.9,82,137,59.9,0,0.6,1.0,-0.6,5,64,7,2,77,Matches
Andreas Samaris,gr GRE,MF,33-279,11.6,466,566,82.3,9017,2593,177,207,85.5,217,239,90.8,64,93,68.8,1,0.4,1.2,0.6,7,35,6,1,45,Matches
Renato Pantalon,hr CRO,DF,25-143,12.6,428,525,81.5,8217,2683,158,184,85.9,223,257,86.8,47,78,60.3,0,0.0,0.1,0.0,0,27,0,0,25,Matches
Miguel Baeza,es ESP,"MF,FW",22-357,9.9,243,319,76.2,3766,877,129,152,84.9,81,102,79.4,21,40,52.5,1,0.8,0.7,0.2,8,27,6,2,36,Matches
Pedro Amaral,pt POR,DF,25-206,11.0,504,678,74.3,10164,3695,175,208,84.1,253,305,83.0,72,136,52.9,2,0.6,0.9,1.4,12,42,10,6,44,Matches
André Pereira,pt POR,FW,27-318,7.4,151,185,81.6,2242,438,85,95,89.5,53,61,86.9,7,12,58.3,2,2.1,1.1,-0.1,14,9,3,0,15,Matches
Paulo Vitor,br BRA,"DF,MF",23-268,8.7,220,288,76.4,3649,658,124,140,88.6,73,94,77.7,19,40,47.5,1,0.4,0.6,0.6,5,7,7,4,10,Matches
João Graça,pt POR,"MF,FW",27-274,8.6,257,319,80.6,4141,1075,129,144,89.6,102,123,82.9,17,26,65.4,1,0.5,0.9,0.5,8,26,9,3,49,Matches
Vítor Gomes,pt POR,MF,35-084,6.3,310,383,80.9,5607,1838,126,140,90.0,148,171,86.5,32,50,64.0,0,0.5,0.7,-0.5,4,36,5,0,47,Matches
