Player,Nation,Pos,Age,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
Jhonatan,br BRA,GK,31-333,26.0,2,0,0,0,12,0,0,0,0,0,0,1,28,3,1,75.0,Matches
Costinha,pt POR,"DF,MF",23-011,24.1,4,0,0,36,41,3,93,34,48,0,1,0,142,39,45,46.4,Matches
Gonçalo Rodrigues,pt POR,MF,25-262,24.5,5,1,1,33,46,1,95,22,30,1,0,0,153,6,13,31.6,Matches
Aderlan Santos,br BRA,DF,33-362,23.3,3,1,0,27,7,1,0,44,29,0,0,0,101,70,47,59.8,Matches
Fábio Conceição,pt POR,"DF,FW",21-343,16.8,3,0,0,23,37,0,29,19,13,0,0,1,85,4,12,25.0,Matches
Emmanuel Boateng,gh GHA,"FW,MF",26-318,16.1,3,0,0,25,34,16,3,4,4,2,0,0,40,41,54,43.2,Matches
Patrick,br BRA,DF,25-307,14.8,4,0,0,24,5,0,10,18,20,0,0,0,79,22,12,64.7,Matches
Josué Sá,pt POR,DF,30-293,14.5,4,0,0,26,7,1,2,16,15,0,1,0,84,18,10,64.3,Matches
Abdul-Aziz Yakubu,gh GHA,FW,24-147,14.2,2,0,0,20,19,13,18,4,3,1,0,0,24,15,39,27.8,Matches
Andreas Samaris,gr GRE,MF,33-297,12.3,5,0,0,22,24,0,5,9,8,0,0,0,94,11,1,91.7,Matches
Renato Pantalon,hr CRO,DF,25-161,13.6,6,0,0,19,2,2,0,21,10,0,0,0,57,20,6,76.9,Matches
Miguel Baeza,es ESP,"MF,FW",23-010,9.9,0,0,0,3,12,0,24,7,6,0,0,0,40,3,9,25.0,Matches
Pedro Amaral,pt POR,DF,25-224,11.0,5,0,0,12,9,1,58,10,9,0,0,0,50,2,7,22.2,Matches
André Pereira,pt POR,FW,27-336,8.4,4,0,0,27,21,5,4,3,8,0,0,0,34,17,23,42.5,Matches
João Graça,pt POR,"MF,FW",27-292,9.3,5,0,0,16,12,0,9,7,12,0,0,0,49,9,15,37.5,Matches
Paulo Vitor,br BRA,"DF,MF",23-286,8.8,3,0,0,11,22,1,28,10,12,0,1,0,50,1,10,9.1,Matches
Vítor Gomes,pt POR,MF,35-102,6.6,3,0,0,10,6,0,2,5,5,0,0,0,45,3,2,60.0,Matches
Joca,pt POR,"MF,FW",27-066,4.6,1,0,0,4,6,1,8,3,1,0,0,0,21,2,3,40.0,Matches
Amine Oudrhiri,ma MAR,MF,30-153,5.8,2,1,0,4,7,0,3,6,5,0,0,0,25,2,2,50.0,Matches
Miguel Nóbrega,pt POR,DF,22-354,5.6,0,0,0,8,6,0,5,3,5,0,0,0,21,11,12,47.8,Matches
Leonardo Ruíz,co COL,FW,26-353,6.2,5,0,0,21,3,8,1,1,4,0,0,0,21,9,22,29.0,Matches
Hernâni Fortes,pt POR,"MF,FW",31-229,3.3,1,0,0,2,6,2,27,1,1,0,0,0,17,0,2,0.0,Matches
Ukra,pt POR,"MF,FW",35-021,2.0,1,0,0,2,6,0,8,3,2,0,0,0,11,1,1,50.0,Matches
João Ferreira,pt POR,"DF,MF",22-015,1.8,4,1,0,7,1,1,7,1,6,0,0,0,5,2,3,40.0,Matches
Savio,br BRA,"DF,MF",27-315,1.4,1,0,0,2,3,0,4,0,1,0,0,0,12,1,3,25.0,Matches
Bruno Ventura,pt POR,"FW,MF",22-038,0.3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0.0,Matches
Zé Manuel,pt POR,FW,32-165,0.3,0,0,0,0,2,0,0,0,1,0,0,0,2,0,0,,Matches
Julien Lomboto,cd COD,MF,20-328,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
Squad Total,,,27.5,26.0,76,4,1,384,356,56,443,251,259,4,3,2,1291,312,355,46.8,
Opponent Total,,,26.7,26.0,71,2,0,363,369,46,548,260,274,2,5,1,1390,355,312,53.2,
