Player,Nation,Pos,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches
Jhonatan,br BRA,GK,31-315,25.0,822,545,270,54,0,1,0,0,0,0,0,0,583,7,1,Matches
Costinha,pt POR,"DF,MF",22-358,23.2,1077,805,270,26,0,11,87,244,0,0,0,0,752,2,34,Matches
Gonçalo Rodrigues,pt POR,MF,25-244,23.5,1067,955,107,47,2,12,91,1,59,15,38,0,865,5,17,Matches
Aderlan Santos,br BRA,DF,33-344,22.3,1263,1236,23,23,1,0,0,0,0,0,0,0,1104,4,6,Matches
Fábio Conceição,pt POR,"DF,FW",21-325,15.8,510,419,85,1,1,2,27,82,0,0,0,0,395,6,14,Matches
Emmanuel Boateng,gh GHA,"FW,MF",26-300,15.2,210,203,4,0,1,0,3,1,0,0,0,0,143,3,7,Matches
Josué Sá,pt POR,DF,30-275,14.5,801,764,36,30,2,17,2,6,0,0,0,0,685,1,7,Matches
Abdul-Aziz Yakubu,gh GHA,FW,24-129,14.2,238,209,29,0,0,1,18,2,0,0,0,0,157,0,12,Matches
Patrick,br BRA,DF,25-289,13.9,850,804,43,25,2,12,9,18,0,0,0,0,693,3,15,Matches
Andreas Samaris,gr GRE,MF,33-279,11.6,566,520,39,37,5,10,4,0,2,1,0,0,466,7,7,Matches
Renato Pantalon,hr CRO,DF,25-143,12.6,525,501,24,23,0,0,0,1,0,0,0,0,428,0,4,Matches
Miguel Baeza,es ESP,"MF,FW",22-357,9.9,319,295,22,10,0,2,24,1,11,3,7,0,243,2,10,Matches
Pedro Amaral,pt POR,DF,25-206,11.0,678,525,150,26,1,9,58,107,17,1,15,0,504,3,14,Matches
André Pereira,pt POR,FW,27-318,7.4,185,172,13,0,4,0,4,0,1,0,0,0,151,0,4,Matches
Paulo Vitor,br BRA,"DF,MF",23-268,8.7,288,246,41,6,3,1,27,34,1,1,0,0,220,1,8,Matches
João Graça,pt POR,"MF,FW",27-274,8.6,319,314,2,1,4,2,8,1,0,0,0,0,257,3,7,Matches
Vítor Gomes,pt POR,MF,35-084,6.3,383,365,16,15,4,3,2,1,0,0,0,0,310,2,13,Matches
Joca,pt POR,"MF,FW",27-048,4.6,124,118,5,1,1,5,8,4,0,0,0,0,96,1,5,Matches
Amine Oudrhiri,ma MAR,MF,30-135,5.8,289,276,13,13,0,1,3,0,0,0,0,0,264,0,4,Matches
Miguel Nóbrega,pt POR,DF,22-336,5.6,309,292,16,12,0,1,5,4,0,0,0,0,249,1,1,Matches
Leonardo Ruíz,co COL,FW,26-335,6.2,156,147,9,0,0,3,1,0,0,0,0,0,119,0,10,Matches
Hernâni Fortes,pt POR,"MF,FW",31-211,3.2,90,75,14,2,0,1,25,2,10,8,1,0,54,1,7,Matches
Ukra,pt POR,"MF,FW",35-003,2.0,78,70,8,2,0,0,8,3,3,1,1,0,53,0,4,Matches
João Ferreira,pt POR,"DF,MF",21-362,1.8,84,69,13,0,0,5,7,13,0,0,0,0,65,2,1,Matches
Savio,br BRA,"DF,MF",27-297,1.3,66,49,17,8,0,0,4,8,1,0,1,0,48,0,3,Matches
Zé Manuel,pt POR,FW,32-147,0.3,7,7,0,0,0,0,0,0,0,0,0,0,3,0,1,Matches
Julien Lomboto,cd COD,MF,20-310,0.1,7,7,0,0,0,0,0,0,0,0,0,0,6,0,0,Matches
Bruno Ventura,pt POR,MF,22-020,0.0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,Matches
Squad Total,,,27.5,25.0,11313,9990,1269,362,31,99,425,533,105,30,63,0,8915,54,216,
Opponent Total,,,26.6,25.0,12678,11209,1425,409,37,110,528,620,148,76,38,3,10109,44,226,
