Player,Nation,Pos,Age,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
Jhonatan,br BRA,GK,31-333,26.0,1,0,1,0,0,1,3,33.3,2,0,0,0,0,1,6,5,Matches
Costinha,pt POR,"DF,MF",23-011,24.1,88,48,37,44,7,49,81,60.5,32,57,13,44,34,122,68,0,Matches
Gonçalo Rodrigues,pt POR,MF,25-262,24.5,52,30,14,33,5,23,56,41.1,33,21,3,18,22,74,19,1,Matches
Aderlan Santos,br BRA,DF,33-362,23.3,45,29,29,16,0,18,28,64.3,10,30,21,9,44,89,127,0,Matches
Fábio Conceição,pt POR,"DF,FW",21-343,16.8,22,13,11,7,4,12,31,38.7,19,14,4,10,19,41,11,0,Matches
Emmanuel Boateng,gh GHA,"FW,MF",26-318,16.1,10,4,5,3,2,4,9,44.4,5,9,1,8,4,14,9,0,Matches
Patrick,br BRA,DF,25-307,14.8,26,20,12,10,4,16,26,61.5,10,15,7,8,18,44,56,0,Matches
Josué Sá,pt POR,DF,30-293,14.5,21,15,15,5,1,6,14,42.9,8,14,8,6,16,37,57,0,Matches
Abdul-Aziz Yakubu,gh GHA,FW,24-147,14.2,4,3,1,2,1,1,3,33.3,2,6,1,5,4,8,17,0,Matches
Andreas Samaris,gr GRE,MF,33-297,12.3,26,8,10,15,1,10,18,55.6,8,17,6,11,9,35,19,0,Matches
Renato Pantalon,hr CRO,DF,25-161,13.6,20,10,10,10,0,11,20,55.0,9,20,11,9,21,41,59,0,Matches
Miguel Baeza,es ESP,"MF,FW",23-010,9.9,9,6,1,6,2,3,7,42.9,4,10,1,9,7,16,7,0,Matches
Pedro Amaral,pt POR,DF,25-224,11.0,17,9,12,5,0,12,21,57.1,9,10,3,7,10,27,18,0,Matches
André Pereira,pt POR,FW,27-336,8.4,11,8,4,4,3,3,10,30.0,7,8,1,7,3,14,7,1,Matches
João Graça,pt POR,"MF,FW",27-292,9.3,16,12,6,7,3,6,23,26.1,17,15,3,12,7,23,5,0,Matches
Paulo Vitor,br BRA,"DF,MF",23-286,8.8,16,12,12,4,0,9,19,47.4,10,14,1,13,10,26,15,0,Matches
Vítor Gomes,pt POR,MF,35-102,6.6,9,5,2,6,1,3,5,60.0,2,3,0,3,5,14,12,0,Matches
Joca,pt POR,"MF,FW",27-066,4.6,3,1,2,1,0,2,4,50.0,2,3,0,3,3,6,0,0,Matches
Amine Oudrhiri,ma MAR,MF,30-153,5.8,6,5,3,2,1,3,5,60.0,2,4,2,2,6,12,4,0,Matches
Miguel Nóbrega,pt POR,DF,22-354,5.6,8,5,4,3,1,5,8,62.5,3,10,6,4,3,11,23,0,Matches
Leonardo Ruíz,co COL,FW,26-353,6.2,5,4,2,2,1,3,11,27.3,8,4,2,2,1,6,3,0,Matches
Hernâni Fortes,pt POR,"MF,FW",31-229,3.3,3,1,3,0,0,1,4,25.0,3,1,1,0,1,4,4,0,Matches
Ukra,pt POR,"MF,FW",35-021,2.0,2,2,0,1,1,2,4,50.0,2,4,1,3,3,5,3,0,Matches
João Ferreira,pt POR,"DF,MF",22-015,1.8,6,6,2,3,1,1,3,33.3,2,3,1,2,1,7,2,1,Matches
Savio,br BRA,"DF,MF",27-315,1.4,1,1,0,0,1,1,1,100.0,0,5,1,4,0,1,4,0,Matches
Bruno Ventura,pt POR,"FW,MF",22-038,0.3,1,1,0,1,0,0,1,0.0,1,0,0,0,0,1,0,0,Matches
Zé Manuel,pt POR,FW,32-165,0.3,2,1,2,0,0,0,0,,0,0,0,0,0,2,0,0,Matches
Julien Lomboto,cd COD,MF,20-328,0.1,2,0,2,0,0,0,0,,0,0,0,0,0,2,0,0,Matches
Squad Total,,,27.5,26.0,432,259,202,190,40,205,415,49.4,210,297,98,199,251,683,555,8,
Opponent Total,,,26.7,26.0,481,274,209,208,64,230,399,57.6,169,262,62,200,260,741,414,1,
