2022-07-31,15:31,DFB-Pokal,Round of 64,Sun,Away,W,2,0,Rödinghausen,Unnamed: 10,Unnamed: 11,68,"10,000",Benjamin Hübner,3-1-4-2,Robin Braun,Match Report,Required Extra Time
2022-08-06,15:30,Bundesliga,Matchweek 1,Sat,Away,L,1.0,3.0,M'Gladbach,0.1,1.9,39.0,49659.0,Oliver Baumann,3-5-2,Daniel Siebert,Match Report,
2022-08-13,15:30,Bundesliga,Matchweek 2,Sat,Home,W,3.0,2.0,Bochum,2.6,1.5,59.0,17005.0,Oliver Baumann,3-5-2,Patrick Ittrich,Match Report,
2022-08-20,15:30,Bundesliga,Matchweek 3,Sat,Away,W,3.0,0.0,Leverkusen,1.5,1.2,44.0,26300.0,Oliver Baumann,3-5-2,Tobias Reichel,Match Report,
2022-08-27,15:30,Bundesliga,Matchweek 4,Sat,Home,W,1.0,0.0,Augsburg,1.9,0.6,50.0,17206.0,Oliver Baumann,3-5-2,Tobias Welz,Match Report,
2022-09-02,20:30,Bundesliga,Matchweek 5,Fri,Away,L,0.0,1.0,Dortmund,0.5,2.0,51.0,79300.0,Oliver Baumann,3-5-2,Daniel Siebert,Match Report,
2022-09-10,15:30,Bundesliga,Matchweek 6,Sat,Home,W,4.0,1.0,Mainz 05,4.2,0.7,64.0,20114.0,Oliver Baumann,3-1-4-2,Daniel Schlager,Match Report,
2022-09-18,19:30,Bundesliga,Matchweek 7,Sun,Home,D,0.0,0.0,Freiburg,0.7,1.0,50.0,24233.0,Oliver Baumann,3-5-2,Deniz Aytekin,Match Report,
2022-10-02,15:30,Bundesliga,Matchweek 8,Sun,Away,D,1.0,1.0,Hertha BSC,1.4,0.9,57.0,41653.0,Oliver Baumann,3-5-2,Christian Dingert,Match Report,
2022-10-07,20:30,Bundesliga,Matchweek 9,Fri,Home,L,1.0,2.0,Werder Bremen,1.7,1.3,46.0,25410.0,Oliver Baumann,3-5-2,Benjamin Cortus,Match Report,
2022-10-14,20:30,Bundesliga,Matchweek 10,Fri,Away,W,3.0,0.0,Schalke 04,3.2,0.7,49.0,59811.0,Oliver Baumann,3-5-2,Florian Badstübner,Match Report,
2022-10-18,20:45,DFB-Pokal,Round of 32,Tue,Home,W,5.0,1.0,Schalke 04,,,62.0,15633.0,Oliver Baumann,3-5-2,Matthias Jöllenbeck,Match Report,
2022-10-22,15:30,Bundesliga,Matchweek 11,Sat,Home,L,0.0,2.0,Bayern Munich,0.8,2.4,42.0,30150.0,Oliver Baumann,3-5-2,Sven Jablonski,Match Report,
2022-10-30,19:30,Bundesliga,Matchweek 12,Sun,Away,D,1.0,1.0,Köln,0.9,1.2,64.0,49000.0,Oliver Baumann,3-5-2,Frank Willenborg,Match Report,
2022-11-05,15:30,Bundesliga,Matchweek 13,Sat,Home,L,1.0,3.0,RB Leipzig,0.9,1.7,37.0,23127.0,Oliver Baumann,3-5-2,Martin Petersen,Match Report,
2022-11-09,20:30,Bundesliga,Matchweek 14,Wed,Away,L,2.0,4.0,Eint Frankfurt,1.8,2.8,49.0,49000.0,Oliver Baumann,3-5-2,Felix Zwayer,Match Report,
