Player,Nation,Pos,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
Oliver Baumann,de GER,GK,32-290,25.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Christoph Baumgartner,at AUT,"MF,FW",23-230,21.2,5,53,15,28.3,2.5,0.71,0.09,0.33,16.1,0,0,0,5.5,5.5,0.1,-0.5,-0.5,Matches
Ozan Kabak,tr TUR,DF,22-359,20.5,2,22,6,27.3,1.07,0.29,0.09,0.33,14.0,0,0,0,1.2,1.2,0.05,0.8,0.8,Matches
Angeliño,es ESP,DF,26-074,21.0,0,17,3,17.6,0.81,0.14,0.0,0.0,20.1,3,0,0,0.9,0.9,0.05,-0.9,-0.9,Matches
Dennis Geiger,de GER,MF,24-282,15.9,1,5,3,60.0,0.31,0.19,0.2,0.33,24.7,0,0,0,0.2,0.2,0.03,0.8,0.8,Matches
Kevin Vogt,de GER,DF,31-177,17.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Andrej Kramarić,hr CRO,"MF,FW",31-273,18.0,7,40,16,40.0,2.23,0.89,0.13,0.31,16.8,2,2,4,8.9,5.7,0.14,-1.9,-0.7,Matches
Robert Skov,dk DEN,DF,26-303,13.7,3,37,11,29.7,2.71,0.81,0.03,0.09,22.6,8,2,2,3.3,1.7,0.05,-0.3,-0.7,Matches
Kevin Akpoguma,ng NGA,DF,27-334,15.3,0,7,1,14.3,0.46,0.07,0.0,0.0,17.6,0,0,0,0.6,0.6,0.09,-0.6,-0.6,Matches
Grischa Prömel,de GER,MF,28-069,11.9,1,22,5,22.7,1.85,0.42,0.05,0.2,15.7,0,0,0,2.4,2.4,0.11,-1.4,-1.4,Matches
Pavel Kadeřábek,cz CZE,DF,30-328,13.7,1,6,1,16.7,0.44,0.07,0.17,1.0,11.2,0,0,0,1.0,1.0,0.17,0.0,0.0,Matches
Stanley N'Soki,fr FRA,DF,23-344,12.1,1,6,2,33.3,0.49,0.16,0.17,0.5,17.2,0,0,0,0.5,0.5,0.09,0.5,0.5,Matches
Georginio Rutter,fr FRA,FW,20-333,11.2,2,27,14,51.9,2.41,1.25,0.07,0.14,15.7,0,0,0,3.0,3.0,0.11,-1.0,-1.0,Matches
Ihlas Bebou,tg TOG,FW,28-330,7.1,3,15,7,46.7,2.12,0.99,0.2,0.43,12.4,0,0,0,2.1,2.1,0.14,0.9,0.9,Matches
John Brooks,us USA,DF,30-050,6.0,0,3,0,0.0,0.5,0.0,0.0,,11.2,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
Moanes Dabbur,il ISR,FW,30-309,7.3,5,18,12,66.7,2.45,1.63,0.28,0.42,14.9,0,0,0,2.7,2.7,0.15,2.3,2.3,Matches
Angelo Stiller,de GER,MF,21-349,6.6,1,6,3,50.0,0.9,0.45,0.17,0.33,22.3,0,0,0,0.3,0.3,0.04,0.7,0.7,Matches
Sebastian Rudy,de GER,MF,33-019,6.0,0,3,1,33.3,0.5,0.17,0.0,0.0,27.4,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
Kasper Dolberg,dk DEN,"FW,MF",25-164,3.8,0,6,2,33.3,1.58,0.53,0.0,0.0,16.6,0,0,0,0.4,0.4,0.07,-0.4,-0.4,Matches
Thomas Delaney,dk DEN,MF,31-197,3.2,0,1,0,0.0,0.32,0.0,0.0,,20.0,0,0,0,0.1,0.1,0.11,-0.1,-0.1,Matches
Jacob Bruun Larsen,dk DEN,FW,24-181,3.3,1,6,2,33.3,1.84,0.61,0.17,0.5,14.0,0,0,0,1.2,1.2,0.2,-0.2,-0.2,Matches
Tom Bischof,de GER,"MF,FW",17-264,2.9,0,6,2,33.3,2.05,0.68,0.0,0.0,23.1,0,0,0,0.5,0.5,0.09,-0.5,-0.5,Matches
Umut Tohumcu,de GER,MF,18-220,2.6,0,4,0,0.0,1.57,0.0,0.0,,26.2,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
Muhammed Damar,de GER,MF,18-344,1.8,0,1,0,0.0,0.57,0.0,0.0,,10.4,0,0,0,0.1,0.1,0.11,-0.1,-0.1,Matches
Finn Ole Becker,de GER,MF,22-284,1.4,0,2,1,50.0,1.38,0.69,0.0,0.0,22.1,0,0,0,0.2,0.2,0.1,-0.2,-0.2,Matches
Eduardo Simões,pt POR,DF,21-017,1.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Diadie Samassékou,ml MLI,"MF,FW",27-067,0.4,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Stefan Posch,at AUT,DF,25-309,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Ermin Bičakčić,ba BIH,DF,33-054,1.9,0,2,1,50.0,1.05,0.53,0.0,0.0,11.5,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
Fisnik Asllani,xk KVX,FW,20-223,1.6,0,6,0,0.0,3.78,0.0,0.0,,10.9,0,0,0,1.5,1.5,0.25,-1.5,-1.5,Matches
Joshua Quarshie,de GER,MF,18-236,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Squad Total,,,27.2,25.0,33,321,108,33.6,12.84,4.32,0.09,0.27,17.1,13,4,6,36.5,31.9,0.1,-3.5,-2.9,
Opponent Total,,,27.2,25.0,44,337,121,35.9,13.48,4.84,0.13,0.36,16.8,7,1,2,37.0,35.4,0.11,7.0,7.6,
